file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,resting_affordance,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,resting_affordance_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
abchurch_lane/north_to_south/006_n00003_S_L.jpg,abchurch_lane,north_to_south,6,n00003,S,L,1,5,1,2,4,1,3,4,4,1,1.1293087878730148,5.389698527753353,1.4779216814786196,2.2117776200175285,3.993180252611637,1.2673523887060583,3.347002264112234,3.7121676579117775,4.122924167662859,1.374140444677323,1,6,1,2,6,1,3,2,6,1,0.9474,0.0252,0.0105,0.0023,0.0039,0.0034,0.0072,0.0297,0.0262,0.0712,0.0628,0.1508,0.5262,0.1331,0.7344,0.1857,0.0323,0.0092,0.0092,0.0119,0.0173,0.2958,0.4304,0.1397,0.066,0.04,0.0243,0.0037,0.1912,0.116,0.1314,0.0797,0.1489,0.2167,0.116,0.8912,0.057,0.0163,0.0047,0.0068,0.0077,0.0163,0.1543,0.1981,0.2245,0.1543,0.1201,0.1361,0.0127,0.0937,0.1983,0.1983,0.1363,0.1983,0.1363,0.039,0.0886,0.1289,0.1875,0.1289,0.146,0.2728,0.0474,0.7761,0.1528,0.0386,0.0086,0.0086,0.0076,0.0076
abchurch_lane/north_to_south/006_n00003_S_R.jpg,abchurch_lane,north_to_south,6,n00003,S,R,1,5,2,2,5,1,5,5,4,2,1.077786531066522,5.2561445171013474,1.6728427112102509,1.739445717073977,5.275236397981644,1.397586293052882,4.662397532723844,4.692402188666165,3.654733804985881,1.750627470202744,1,5,1,1,6,1,6,5,3,1,0.9685,0.0157,0.0058,0.0015,0.0021,0.0015,0.0051,0.0056,0.0153,0.0686,0.0997,0.3945,0.2711,0.1451,0.6431,0.2366,0.0466,0.0151,0.0171,0.0194,0.022,0.5249,0.3184,0.0912,0.038,0.0159,0.0085,0.0031,0.065,0.0447,0.0737,0.0574,0.1767,0.2913,0.2913,0.7936,0.1379,0.0272,0.0061,0.0078,0.0088,0.0187,0.0147,0.0583,0.1399,0.1797,0.2614,0.3357,0.0101,0.0067,0.0438,0.119,0.1528,0.4706,0.1731,0.0341,0.0814,0.1952,0.2212,0.1723,0.1723,0.1342,0.0233,0.5871,0.2447,0.09,0.0258,0.0228,0.0201,0.0095
abchurch_lane/north_to_south/007_n00002_S_L.jpg,abchurch_lane,north_to_south,7,n00002,S,L,1,5,2,3,4,2,4,5,4,2,1.2655898006632924,5.272696763277054,1.947996148839593,2.620648450218141,4.314204052090645,1.8405329920351505,3.8581552766263485,4.764887399971485,4.000426217913628,1.5722097866237164,1,6,1,2,6,1,6,6,6,1,0.9065,0.0351,0.0188,0.0048,0.0101,0.0101,0.0147,0.0365,0.0322,0.0876,0.0682,0.1443,0.5038,0.1274,0.5592,0.2641,0.0589,0.0169,0.0246,0.0405,0.0357,0.2277,0.3313,0.2009,0.1219,0.0739,0.0396,0.0047,0.193,0.0912,0.0912,0.0627,0.1503,0.2187,0.193,0.7368,0.088,0.0416,0.0135,0.0252,0.0416,0.0534,0.1405,0.124,0.1804,0.1592,0.124,0.2316,0.0403,0.0333,0.0705,0.1493,0.1692,0.1493,0.279,0.1493,0.1846,0.112,0.1438,0.0988,0.112,0.237,0.112,0.7312,0.144,0.053,0.0152,0.0221,0.0195,0.0152
abchurch_lane/north_to_south/007_n00002_S_R.jpg,abchurch_lane,north_to_south,7,n00002,S,R,2,5,3,3,5,3,4,5,5,3,2.1358517687767744,5.038394004106522,3.069806633517146,3.0282275127246976,5.312117726076394,3.3662490248680115,4.43883359618485,4.986083038151264,5.069026970304549,3.4992281603626907,1,6,3,2,6,2,4,6,6,3,0.478,0.1552,0.2258,0.0733,0.0392,0.0185,0.0099,0.0211,0.0395,0.1217,0.1217,0.2273,0.3308,0.1379,0.1074,0.2577,0.3309,0.1563,0.0738,0.0575,0.0165,0.1724,0.2508,0.2213,0.1724,0.1046,0.0719,0.0067,0.0045,0.014,0.0553,0.1328,0.281,0.4089,0.1034,0.1416,0.2645,0.1818,0.1249,0.1249,0.1103,0.0521,0.0173,0.0603,0.1638,0.2701,0.2103,0.2701,0.0082,0.0034,0.0219,0.1114,0.208,0.2357,0.343,0.0765,0.0134,0.0413,0.1122,0.1272,0.185,0.4438,0.0771,0.0655,0.1387,0.3769,0.178,0.1387,0.0953,0.0069
abchurch_lane/north_to_south/008_n00001_S_L.jpg,abchurch_lane,north_to_south,8,n00001,S,L,1,5,2,3,4,2,5,5,5,2,1.290123569779098,5.038983203470707,1.7610373552888632,3.0614462927915156,4.120576724410057,1.8478153683245182,4.6875661090016365,5.181591578293592,4.533378139138222,1.6430278662592173,1,6,1,2,6,1,6,6,6,1,0.8762,0.056,0.03,0.0067,0.0125,0.0076,0.011,0.0305,0.0391,0.1205,0.1205,0.2251,0.289,0.1753,0.5871,0.2773,0.0546,0.0177,0.0177,0.0228,0.0228,0.1751,0.2548,0.1984,0.1751,0.1062,0.0827,0.0077,0.1253,0.1106,0.1609,0.1106,0.1824,0.2342,0.076,0.6243,0.2027,0.0658,0.0166,0.0242,0.0311,0.0352,0.035,0.0653,0.1383,0.1776,0.1568,0.376,0.0509,0.0044,0.0253,0.0999,0.1647,0.2115,0.3488,0.1454,0.0641,0.0933,0.1538,0.1198,0.1358,0.369,0.0641,0.6471,0.2101,0.0773,0.0195,0.0195,0.0172,0.0092
abchurch_lane/north_to_south/008_n00001_S_R.jpg,abchurch_lane,north_to_south,8,n00001,S,R,1,6,2,2,5,2,3,4,4,2,1.1241575523745269,5.662115106591955,1.805794332176447,1.843963229097426,4.648119516670704,1.5485957730561495,3.2370408419519663,3.582047427073121,4.062193721532822,1.6848923619836569,1,6,1,1,6,1,2,3,6,1,0.9473,0.0252,0.0119,0.0027,0.0039,0.0027,0.0064,0.0035,0.0074,0.033,0.048,0.2439,0.5163,0.1479,0.5188,0.3566,0.0483,0.0157,0.0178,0.0228,0.0201,0.5442,0.2571,0.0946,0.0506,0.0271,0.0211,0.0053,0.0778,0.0778,0.1282,0.1131,0.1865,0.2714,0.1453,0.6932,0.2251,0.0269,0.0077,0.0099,0.0163,0.0209,0.149,0.2457,0.2168,0.1315,0.1315,0.116,0.0095,0.0741,0.2013,0.2585,0.1568,0.1776,0.1077,0.024,0.0909,0.1323,0.1924,0.1499,0.1323,0.2471,0.0551,0.6605,0.1892,0.0696,0.0199,0.0226,0.0226,0.0155
abchurch_lane/north_to_south/009_n00000_S_L.jpg,abchurch_lane,north_to_south,9,n00000,S,L,1,6,2,2,5,2,4,5,5,1,1.1676565445959568,5.966661892598495,1.9081427529454231,2.406376293860376,4.839687705039978,1.9445146918296814,3.5396652203053236,4.890593320131302,4.904601242393255,1.4680236438289285,1,7,1,1,6,1,3,5,6,1,0.923,0.0406,0.0169,0.0038,0.0048,0.0029,0.008,0.0031,0.0083,0.0422,0.0614,0.189,0.2427,0.4534,0.5135,0.3115,0.0788,0.0226,0.0226,0.0256,0.0256,0.3228,0.3228,0.1525,0.0925,0.0561,0.0437,0.0097,0.0428,0.0623,0.132,0.1164,0.2176,0.2793,0.1495,0.5458,0.2578,0.0837,0.024,0.0272,0.0308,0.0308,0.1188,0.1959,0.222,0.1526,0.1347,0.1526,0.0234,0.0077,0.039,0.1201,0.1747,0.288,0.288,0.0825,0.0162,0.0565,0.1356,0.1356,0.1742,0.4178,0.0641,0.7327,0.1635,0.0601,0.0134,0.0134,0.0105,0.0063
abchurch_lane/north_to_south/009_n00000_S_R.jpg,abchurch_lane,north_to_south,9,n00000,S,R,1,5,2,2,4,3,4,4,5,2,1.2850497062318027,4.871861021965742,2.124837152659893,1.7405257816426456,4.16785042732954,2.6281061470508575,4.254935599863529,4.284332029521465,5.333687740378082,1.5495696882717311,1,5,1,1,6,1,4,3,6,1,0.8734,0.0633,0.0299,0.0059,0.0076,0.0059,0.0141,0.0284,0.0469,0.1636,0.1274,0.2381,0.2101,0.1854,0.4525,0.311,0.101,0.0328,0.0328,0.0371,0.0328,0.5632,0.266,0.0979,0.036,0.017,0.017,0.003,0.1368,0.1065,0.155,0.094,0.1756,0.2255,0.1065,0.408,0.2184,0.1325,0.043,0.0552,0.0626,0.0803,0.0272,0.0839,0.2012,0.2583,0.1775,0.2279,0.024,0.0322,0.0992,0.21,0.1854,0.21,0.21,0.0531,0.0093,0.0323,0.0879,0.0879,0.1642,0.5057,0.1128,0.6661,0.2163,0.0702,0.0178,0.0138,0.0108,0.0051
abchurch_lane/south_to_north/001_n00000_N_L.jpg,abchurch_lane,south_to_north,1,n00000,N,L,1,6,2,3,5,2,5,6,6,2,1.2009005206637084,5.616140361875296,2.2212529703974724,3.192276076413691,4.930149780586362,2.2573171705007553,5.335229123244062,5.606310226605274,5.859742364264093,1.9251243621110916,1,7,1,2,6,1,6,6,6,1,0.8978,0.0574,0.0239,0.0047,0.006,0.0032,0.0069,0.0057,0.0155,0.0613,0.0892,0.2424,0.2747,0.3113,0.3706,0.3706,0.1203,0.0391,0.0345,0.0345,0.0304,0.1352,0.2526,0.2229,0.1736,0.1193,0.082,0.0143,0.0194,0.0465,0.1263,0.1263,0.2673,0.3029,0.1114,0.426,0.2928,0.1221,0.035,0.0449,0.0396,0.0396,0.0017,0.01,0.0578,0.1224,0.2286,0.5485,0.0309,0.0014,0.0071,0.0465,0.0985,0.184,0.5001,0.1624,0.0019,0.0076,0.03,0.0436,0.1187,0.6026,0.1956,0.4864,0.295,0.123,0.0352,0.0311,0.0214,0.0079
abchurch_lane/south_to_north/001_n00000_N_R.jpg,abchurch_lane,south_to_north,1,n00000,N,R,1,4,2,4,3,2,2,5,3,1,1.121756591834128,4.289369076490402,1.60474650003016,3.7503542602062225,2.6729845982044935,1.68605587631464,2.2535357866436243,4.9338319301605225,3.326641719788313,1.249152972130105,1,3,1,3,1,1,1,6,3,1,0.9388,0.0364,0.0118,0.0023,0.0034,0.0023,0.0049,0.0843,0.0744,0.2022,0.139,0.2022,0.2022,0.0955,0.6592,0.2425,0.0372,0.0121,0.0137,0.0155,0.0199,0.0716,0.1718,0.2205,0.1946,0.1718,0.1516,0.0181,0.2868,0.2868,0.174,0.0725,0.0931,0.0725,0.0143,0.6984,0.1558,0.0573,0.0164,0.0211,0.0239,0.0271,0.4009,0.2755,0.1671,0.0543,0.0423,0.0479,0.0121,0.017,0.0524,0.1257,0.1425,0.2349,0.3017,0.1257,0.1445,0.2103,0.2383,0.1445,0.1276,0.1126,0.0222,0.8308,0.1274,0.0251,0.0056,0.0044,0.0034,0.0034
abchurch_lane/south_to_north/002_n00001_N_L.jpg,abchurch_lane,south_to_north,2,n00001,N,L,2,5,3,3,5,3,4,5,5,4,1.705896477214992,4.710784282535315,2.6129352655261755,3.195542209316045,5.231171988416463,2.777912560850382,4.340444307774305,4.765390034765005,5.194774132221937,4.058397096581757,1,6,2,2,6,2,6,5,6,3,0.6616,0.1303,0.1303,0.0291,0.0257,0.0137,0.0094,0.0334,0.0486,0.1695,0.132,0.2466,0.2794,0.0907,0.1972,0.3684,0.2532,0.0725,0.044,0.044,0.0208,0.1223,0.2589,0.2285,0.1779,0.1223,0.084,0.0061,0.005,0.0175,0.0611,0.1293,0.3102,0.3984,0.0784,0.2255,0.3717,0.155,0.057,0.0732,0.0732,0.0444,0.0369,0.0885,0.1654,0.2123,0.2123,0.2726,0.012,0.0063,0.0408,0.1614,0.1829,0.2662,0.2662,0.0763,0.0097,0.03,0.0924,0.1047,0.2217,0.4694,0.072,0.0294,0.0705,0.3159,0.1916,0.1916,0.1916,0.0095
abchurch_lane/south_to_north/002_n00001_N_R.jpg,abchurch_lane,south_to_north,2,n00001,N,R,1,6,1,3,4,2,4,5,4,1,1.202521842904389,5.528879614546895,1.4445530446246266,2.8555360860191286,3.5348809584975243,1.6188346408307552,3.739109478890896,4.710328690707684,3.533957600593567,1.4093747213482857,1,6,1,2,1,1,6,6,1,1,0.9198,0.0357,0.0168,0.0043,0.007,0.0062,0.0102,0.0272,0.024,0.0507,0.0507,0.1074,0.6182,0.1217,0.7979,0.1224,0.0241,0.0078,0.01,0.0166,0.0213,0.1739,0.3249,0.197,0.1535,0.0821,0.064,0.0046,0.281,0.1327,0.1171,0.0627,0.1327,0.1931,0.0805,0.7895,0.0832,0.0347,0.0099,0.0164,0.027,0.0393,0.2205,0.118,0.1337,0.1337,0.0811,0.2498,0.0632,0.0831,0.0831,0.1209,0.1209,0.137,0.2559,0.1993,0.274,0.1294,0.1294,0.089,0.1008,0.1883,0.089,0.8051,0.109,0.0354,0.0115,0.013,0.013,0.013
abchurch_lane/south_to_north/003_n00002_N_L.jpg,abchurch_lane,south_to_north,3,n00002,N,L,1,5,2,2,6,1,2,3,3,2,1.1337488871067762,5.237446216866374,1.91053781285882,1.848387582693249,5.6336116045713425,1.4726202078163624,1.6151315825991333,3.248942229896784,3.3668156638741493,1.7888948414474726,1,6,1,1,7,1,1,2,1,1,0.9418,0.0284,0.0134,0.0026,0.0044,0.003,0.0063,0.0235,0.0266,0.0819,0.0819,0.2225,0.471,0.0928,0.4996,0.3434,0.0597,0.0194,0.0249,0.0282,0.0249,0.4726,0.3681,0.0725,0.0388,0.0267,0.0162,0.0053,0.0594,0.0318,0.0524,0.0408,0.1424,0.2347,0.4386,0.8144,0.0973,0.0246,0.007,0.0103,0.0149,0.0316,0.6733,0.1929,0.0626,0.023,0.0203,0.0203,0.0075,0.1081,0.2593,0.2593,0.1388,0.1388,0.0743,0.0213,0.3297,0.1213,0.1213,0.0736,0.0833,0.1765,0.0944,0.6394,0.1832,0.0764,0.0219,0.0281,0.0318,0.0193
