file,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_greenery,vertical_greenery_rounds,vertical_greenery_path,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,vertical_hardscape,vertical_hardscape_rounds,vertical_hardscape_path,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,green_eye_level,green_eye_level_rounds,green_eye_level_path,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,sky_openness,sky_openness_rounds,sky_openness_path,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,walkable_ground,walkable_ground_rounds,walkable_ground_path,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,green_softening,green_softening_rounds,green_softening_path,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,signage_detail,signage_detail_rounds,signage_detail_path,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,facade_variation,facade_variation_rounds,facade_variation_path,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,ground_floor_activity,ground_floor_activity_rounds,ground_floor_activity_path,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,resting_affordance,resting_affordance_rounds,resting_affordance_path
east_35th_street/east_to_west/027_n00334_W_R.jpg,0.0182,0.0815,0.3223,0.3652,0.1522,0.056,0.0046,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.0118,0.0322,0.1272,0.1851,0.3458,0.2377,0.0601,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0139,0.0704,0.2458,0.2458,0.2169,0.1914,0.0157,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0268,0.1061,0.1983,0.2546,0.2247,0.175,0.0144,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0066,0.0262,0.1037,0.1709,0.2818,0.3618,0.049,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0291,0.1152,0.2438,0.1899,0.1899,0.1899,0.0424,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0115,0.0514,0.1397,0.2304,0.2611,0.2958,0.0101,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.002,0.0116,0.0668,0.1413,0.233,0.4353,0.1101,6,3,"1,2,3,4,5,6,7|5,6|6",0.0057,0.0225,0.0785,0.1143,0.1884,0.5121,0.0785,6,3,"1,2,3,4,5,6,7|5,6|6",0.0441,0.1059,0.3696,0.1746,0.1746,0.12,0.0112,4,3,"1,2,3,4,5,6,7|3,4,5|4"
east_35th_street/east_to_west/028_n00333_W_L.jpg,0.2454,0.4585,0.1911,0.0621,0.0293,0.0108,0.0027,1,3,"1,2,3,4,5,6,7|1,2,3|1",0.0079,0.0214,0.0957,0.1229,0.3341,0.2602,0.1578,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.1417,0.3851,0.2647,0.0974,0.0591,0.0406,0.0116,2,3,"1,2,3,4,5,6,7|2,3|2",0.0386,0.1528,0.1962,0.2519,0.1731,0.1731,0.0142,3,4,"1,2,3,4,5,6,7|2,3,4,5,6|3,4|3",0.0116,0.0406,0.1251,0.1418,0.2649,0.3401,0.0759,5,3,"1,2,3,4,5,6,7|5,6|5",0.2102,0.3928,0.1637,0.0602,0.0683,0.0683,0.0365,1,4,"1,2,3,4,5,6,7|1,2,3|1,2|1",0.0093,0.0416,0.1281,0.1864,0.2712,0.3482,0.0153,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.0018,0.0118,0.0681,0.1443,0.2695,0.3921,0.1123,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.01,0.035,0.084,0.1079,0.157,0.4837,0.1223,5,3,"1,2,3,4,5,6,7|5,6|5",0.1533,0.223,0.3245,0.1053,0.1053,0.0724,0.0162,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/028_n00333_W_R.jpg,0.0155,0.0693,0.2418,0.3519,0.2134,0.1008,0.0073,4,3,"1,2,3,4,5,6,7|3,4,5|4",0.0062,0.0216,0.1097,0.1409,0.383,0.2632,0.0754,6,3,"1,2,3,4,5,6,7|5,6|6",0.0598,0.2086,0.3439,0.1625,0.1117,0.0985,0.0151,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0678,0.2366,0.2366,0.2088,0.1435,0.0986,0.0081,2,4,"1,2,3,4,5,6,7|2,3,4,5|2,3|2",0.0313,0.1092,0.2312,0.2312,0.204,0.1801,0.013,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.1118,0.2681,0.2366,0.0986,0.1118,0.1266,0.0466,2,3,"1,2,3,4,5,6,7|2,3|2",0.0045,0.0292,0.102,0.1905,0.2446,0.4034,0.0258,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.004,0.026,0.103,0.1698,0.247,0.3594,0.0909,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0075,0.0334,0.1029,0.1321,0.1922,0.4612,0.0707,6,3,"1,2,3,4,5,6,7|5,6|6",0.1872,0.2121,0.3087,0.1002,0.1002,0.078,0.0136,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/029_n00332_W_L.jpg,0.0517,0.2318,0.4907,0.1805,0.0355,0.0079,0.0018,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0031,0.0096,0.0626,0.0911,0.3602,0.2806,0.1928,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.0369,0.1289,0.3971,0.2408,0.1004,0.0886,0.0073,3,3,"1,2,3,4,5,6,7|3,4|3",0.0735,0.1997,0.1997,0.1997,0.1555,0.1555,0.0164,3,4,"1,2,3,4,5,6,7|2,3,4,5,6|3,4|3",0.0065,0.0259,0.1022,0.1686,0.2779,0.3569,0.062,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0758,0.2644,0.2996,0.1817,0.0858,0.0758,0.0169,3,3,"1,2,3,4,5,6,7|2,3,4|3",0.0023,0.0149,0.0669,0.1417,0.2647,0.4945,0.0149,6,3,"1,2,3,4,5,6,7|5,6|6",0.0026,0.0167,0.0749,0.14,0.2616,0.3806,0.1236,6,3,"1,2,3,4,5,6,7|5,6|6",0.0081,0.0319,0.0983,0.1114,0.1836,0.4992,0.0676,5,3,"1,2,3,4,5,6,7|5,6|5",0.1575,0.2596,0.3778,0.0843,0.0656,0.0451,0.0101,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/029_n00332_W_R.jpg,0.0203,0.1033,0.3181,0.3605,0.1503,0.043,0.0045,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.0052,0.0234,0.1049,0.173,0.4151,0.2222,0.0562,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0228,0.0902,0.2453,0.2165,0.2165,0.191,0.0178,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0681,0.185,0.2097,0.2376,0.1633,0.1272,0.0092,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0075,0.0379,0.1322,0.1923,0.2798,0.317,0.0334,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0299,0.1184,0.2506,0.1723,0.1952,0.1952,0.0384,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0457,0.1407,0.2047,0.1594,0.2047,0.2319,0.0131,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0024,0.0174,0.1004,0.1875,0.2729,0.3504,0.069,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0143,0.05,0.1198,0.1358,0.1976,0.4183,0.0642,5,3,"1,2,3,4,5,6,7|5,6|5",0.0634,0.1341,0.4132,0.152,0.1341,0.0922,0.011,3,3,"1,2,3,4,5,6,7|3,4|3"
east_35th_street/east_to_west/030_n00331_W_L.jpg,0.0236,0.1356,0.4734,0.2871,0.0641,0.0143,0.0019,3,3,"1,2,3,4,5,6,7|3,4|3",0.0045,0.0177,0.1151,0.1478,0.4553,0.1898,0.0698,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0195,0.0989,0.3452,0.2372,0.163,0.127,0.0092,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.0469,0.2104,0.2104,0.2104,0.1638,0.1446,0.0134,3,4,"1,2,3,4,5,6,7|2,3,4,5,6|3,4|3",0.0202,0.055,0.1496,0.1496,0.2466,0.3166,0.0624,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.043,0.1702,0.318,0.1702,0.1325,0.1325,0.0335,3,3,"1,2,3,4,5,6,7|2,3,4|3",0.0046,0.0298,0.1336,0.2202,0.3205,0.2828,0.0085,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.0038,0.025,0.1122,0.1633,0.2376,0.3457,0.1122,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0173,0.0533,0.1279,0.1129,0.1643,0.4466,0.0776,5,3,"1,2,3,4,5,6,7|5,6|5",0.2928,0.3317,0.228,0.0576,0.0449,0.035,0.01,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/030_n00331_W_R.jpg,0.0329,0.1148,0.4008,0.3122,0.1013,0.0329,0.005,3,3,"1,2,3,4,5,6,7|3,4|3",0.0042,0.0148,0.0853,0.1407,0.4334,0.2629,0.0587,5,3,"1,2,3,4,5,6,7|5,6|5",0.0305,0.0939,0.2552,0.2252,0.1754,0.1988,0.021,3,4,"1,2,3,4,5,6,7|3,4,5,6|3,4|3",0.0402,0.1093,0.159,0.2314,0.2042,0.2314,0.0244,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5",0.0061,0.0189,0.066,0.1088,0.2303,0.4302,0.1397,5,3,"1,2,3,4,5,6,7|5,6|5",0.063,0.194,0.2491,0.1712,0.1333,0.1511,0.0382,3,4,"1,2,3,4,5,6,7|2,3,4,6|3,4|3",0.0071,0.0461,0.1254,0.2068,0.2655,0.341,0.008,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0032,0.021,0.1068,0.1761,0.2904,0.329,0.0734,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.006,0.0239,0.0832,0.0943,0.1762,0.4791,0.1373,6,3,"1,2,3,4,5,6,7|5,6|6",0.0425,0.1019,0.3138,0.168,0.1903,0.168,0.0156,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5"
east_35th_street/east_to_west/031_n00330_W_L.jpg,0.121,0.2261,0.4223,0.1554,0.0572,0.0145,0.0037,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0027,0.0073,0.037,0.0691,0.5103,0.2732,0.1005,5,3,"1,2,3,4,5,6,7|5,6|5",0.0395,0.1216,0.3746,0.2005,0.1562,0.0947,0.0128,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.0235,0.1055,0.174,0.2234,0.2234,0.2234,0.0267,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5,6|5",0.0178,0.062,0.1685,0.191,0.2452,0.2779,0.0376,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0454,0.1586,0.2963,0.1797,0.1797,0.109,0.0312,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0358,0.1248,0.2332,0.2058,0.1816,0.2058,0.0132,6,5,"1,2,3,4,5,6,7|3,4,5,6|4,5,6|5,6|6",0.0033,0.0191,0.0858,0.1414,0.2057,0.3844,0.1602,7,4,"1,2,3,4,5,6,7|5,6,7|6,7|7",0.0304,0.0827,0.1545,0.1364,0.1751,0.3707,0.0502,3,4,"1,2,3,4,5,6,7|3,5,6|3,5|3",0.2533,0.3253,0.2533,0.064,0.0565,0.0388,0.0087,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/031_n00330_W_R.jpg,0.397,0.3092,0.2125,0.0474,0.0224,0.0064,0.005,1,3,"1,2,3,4,5,6,7|1,2,3|1",0.0046,0.0162,0.0929,0.1532,0.4165,0.2526,0.0639,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.1293,0.3101,0.3101,0.1141,0.0692,0.0475,0.0198,2,3,"1,2,3,4,5,6,7|2,3|2",0.0036,0.0208,0.0824,0.1976,0.2875,0.3692,0.0389,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0074,0.0259,0.0905,0.1492,0.2787,0.3578,0.0905,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.2362,0.3437,0.184,0.0677,0.0677,0.0597,0.041,1,4,"1,2,3,4,5,6,7|1,2,3|1,2|1",0.0032,0.0187,0.0949,0.2009,0.2923,0.3754,0.0146,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.0015,0.0084,0.0548,0.1161,0.1689,0.459,0.1914,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.0048,0.0189,0.0747,0.0959,0.1581,0.5518,0.0959,6,3,"1,2,3,4,5,6,7|5,6|6",0.1813,0.2328,0.299,0.11,0.0971,0.0667,0.0131,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/032_n00329_W_L.jpg,0.0437,0.1526,0.47,0.2516,0.0636,0.0161,0.0025,3,3,"1,2,3,4,5,6,7|2,3,4|3",0.0072,0.0251,0.1273,0.1853,0.3922,0.2099,0.0531,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0077,0.0446,0.2264,0.3294,0.2264,0.1556,0.0099,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.048,0.1478,0.1897,0.2436,0.1897,0.1674,0.0137,3,4,"1,2,3,4,5,6,7|2,3,4,5,6|3,4|3",0.0046,0.018,0.0808,0.1332,0.2819,0.4102,0.0713,5,3,"1,2,3,4,5,6,7|5,6|5",0.0193,0.0979,0.2662,0.2662,0.183,0.1425,0.0248,4,3,"1,2,3,4,5,6,7|3,4,5|4",0.0203,0.091,0.1926,0.2182,0.2182,0.2473,0.0123,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.002,0.0114,0.0658,0.1393,0.2296,0.429,0.1229,6,3,"1,2,3,4,5,6,7|5,6|6",0.008,0.0316,0.0974,0.1103,0.2061,0.4363,0.1103,5,3,"1,2,3,4,5,6,7|5,6|5",0.1133,0.1868,0.3954,0.1133,0.1,0.0779,0.0135,2,3,"1,2,3,4,5,6,7|2,3|2"
east_35th_street/east_to_west/032_n00329_W_R.jpg,0.0674,0.1833,0.4396,0.2077,0.0764,0.0219,0.0038,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0045,0.0138,0.0794,0.1309,0.4569,0.2445,0.0701,5,3,"1,2,3,4,5,6,7|5,6|5",0.0501,0.1749,0.3702,0.1749,0.1202,0.0936,0.0163,3,3,"1,2,3,4,5,6,7|2,3,4|3",0.0565,0.1973,0.2534,0.2236,0.1537,0.1056,0.0098,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0059,0.0234,0.0924,0.1726,0.2845,0.3653,0.056,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0929,0.2526,0.2526,0.1193,0.1193,0.1193,0.0439,2,3,"1,2,3,4,5,6,7|2,3|2",0.0018,0.0117,0.0593,0.0978,0.2071,0.5629,0.0593,6,3,"1,2,3,4,5,6,7|5,6|6",0.002,0.0112,0.0646,0.1207,0.2254,0.4212,0.1549,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.0014,0.0056,0.0252,0.0416,0.113,0.5739,0.2392,6,3,"1,2,3,4,5,6,7|6,7|6",0.0294,0.0704,0.2458,0.1689,0.2458,0.2169,0.0229,5,3,"1,2,3,4,5,6,7|3,4,5,6|5"
east_35th_street/east_to_west/033_n00328_W_L.jpg,0.0203,0.1166,0.3169,0.3169,0.1696,0.0551,0.0045,3,3,"1,2,3,4,5,6,7|3,4,5|3",0.0096,0.0295,0.1496,0.1921,0.3588,0.2176,0.0429,5,3,"1,2,3,4,5,6,7|3,4,5,6|5",0.0344,0.1359,0.2877,0.1745,0.1745,0.1745,0.0184,3,4,"1,2,3,4,5,6,7|3,4,5,6|3,4|3",0.0191,0.0855,0.1811,0.2635,0.2325,0.2052,0.0131,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5",0.0123,0.0487,0.1701,0.1701,0.2804,0.2804,0.038,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0445,0.1554,0.2562,0.1554,0.1554,0.1761,0.0572,3,4,"1,2,3,4,5,6,7|2,3,4,5,6|3,4|3",0.0186,0.0943,0.1996,0.2563,0.2262,0.1996,0.0053,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0038,0.0245,0.097,0.2054,0.2638,0.3387,0.0667,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0265,0.0722,0.1528,0.1528,0.1731,0.3665,0.0562,3,4,"1,2,3,4,5,6,7|3,4,5,6|3,4|3",0.1359,0.1977,0.3693,0.1199,0.0934,0.0727,0.0112,2,3,"1,2,3,4,5,6,7|2,3|2"
east_35th_street/east_to_west/033_n00328_W_R.jpg,0.0051,0.0331,0.1905,0.3559,0.2772,0.1309,0.0074,4,3,"1,2,3,4,5,6,7|3,4,5|4",0.0045,0.0139,0.0707,0.1321,0.4612,0.2468,0.0707,5,3,"1,2,3,4,5,6,7|5,6|5",0.0092,0.0465,0.1841,0.1841,0.2364,0.3035,0.0362,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0451,0.1784,0.2596,0.2291,0.1574,0.1226,0.0078,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0054,0.0244,0.1094,0.1804,0.2975,0.3371,0.0456,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0197,0.1001,0.1871,0.1651,0.1871,0.2722,0.0688,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0172,0.0599,0.1627,0.209,0.2368,0.3041,0.0104,6,4,"1,2,3,4,5,6,7|3,4,5,6|5,6|6",0.0016,0.008,0.0519,0.1244,0.181,0.4921,0.141,6,3,"1,2,3,4,5,6,7|5,6|6",0.0065,0.0258,0.0899,0.1154,0.1903,0.4566,0.1154,5,3,"1,2,3,4,5,6,7|5,6|5",0.0184,0.0565,0.2236,0.1741,0.2533,0.2533,0.0208,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5"
east_35th_street/east_to_west/034_n00327_W_L.jpg,0.0038,0.0281,0.1615,0.3875,0.3018,0.111,0.0063,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.013,0.0312,0.14,0.1798,0.3806,0.2037,0.0515,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0083,0.048,0.1677,0.19,0.2765,0.2765,0.033,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0168,0.0855,0.1811,0.2325,0.2325,0.2325,0.0191,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5",0.0106,0.0419,0.1657,0.1878,0.2732,0.2732,0.0475,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0221,0.0876,0.2101,0.1444,0.2101,0.2381,0.0876,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5",0.0097,0.0433,0.151,0.2197,0.282,0.282,0.0124,6,5,"1,2,3,4,5,6,7|3,4,5,6|4,5,6|5,6|6",0.002,0.01,0.0655,0.1223,0.1779,0.4837,0.1386,6,3,"1,2,3,4,5,6,7|5,6|6",0.0189,0.0582,0.1396,0.1396,0.1793,0.3796,0.0847,5,3,"1,2,3,4,5,6,7|5,6|5",0.1063,0.1547,0.4205,0.1365,0.1063,0.0645,0.0112,2,3,"1,2,3,4,5,6,7|2,3|2"
east_35th_street/east_to_west/034_n00327_W_R.jpg,0.0978,0.2659,0.4385,0.1423,0.0408,0.0117,0.003,2,3,"1,2,3,4,5,6,7|2,3|2",0.0029,0.008,0.0405,0.059,0.3844,0.2994,0.2058,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.0559,0.195,0.3644,0.1721,0.1044,0.0921,0.016,3,4,"1,2,3,4,5,6,7|2,3,4|2,3|3",0.0628,0.2194,0.2194,0.2194,0.1508,0.1174,0.0109,3,3,"1,2,3,4,5,6,7|2,3,4,5|3",0.0071,0.0247,0.0864,0.1424,0.266,0.387,0.0864,5,3,"1,2,3,4,5,6,7|5,6|5",0.0921,0.3214,0.2503,0.1182,0.0921,0.0921,0.0339,2,3,"1,2,3,4,5,6,7|2,3|2",0.0028,0.0184,0.0823,0.1973,0.3253,0.3687,0.0053,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0016,0.0091,0.0522,0.1106,0.2066,0.4375,0.1824,7,3,"1,2,3,4,5,6,7|5,6,7|7",0.0075,0.0298,0.0811,0.0919,0.1716,0.4666,0.1515,6,3,"1,2,3,4,5,6,7|5,6,7|6",0.0565,0.1055,0.2868,0.1535,0.1971,0.1739,0.0267,5,3,"1,2,3,4,5,6,7|3,4,5,6|5"
east_35th_street/east_to_west/035_n00326_W_L.jpg,0.204,0.3811,0.2968,0.075,0.0313,0.009,0.0029,1,4,"1,2,3,4,5,6,7|1,2,3|1,2|1",0.0069,0.0188,0.0954,0.1387,0.4273,0.2287,0.0841,5,3,"1,2,3,4,5,6,7|5,6|5",0.0992,0.238,0.3056,0.1636,0.0992,0.0773,0.0172,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.03,0.1345,0.1957,0.2513,0.2218,0.1524,0.0142,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5",0.0045,0.0201,0.0797,0.1687,0.3151,0.3571,0.0548,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.1629,0.2686,0.237,0.0988,0.0872,0.0988,0.0467,2,3,"1,2,3,4,5,6,7|1,2,3|2",0.0204,0.0915,0.2487,0.2818,0.2194,0.1331,0.0052,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.0028,0.016,0.0814,0.1724,0.1953,0.4135,0.1185,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0176,0.0542,0.13,0.1473,0.1891,0.4004,0.0614,4,4,"1,2,3,4,5,6,7|4,5,6|4,5|4",0.1744,0.2239,0.3258,0.1058,0.0933,0.0642,0.0126,1,3,"1,2,3,4,5,6,7|1,2,3|1"
east_35th_street/east_to_west/035_n00326_W_R.jpg,0.0214,0.096,0.3798,0.3352,0.1233,0.04,0.0042,3,3,"1,2,3,4,5,6,7|3,4|3",0.0039,0.012,0.0609,0.1004,0.4498,0.2728,0.1004,5,3,"1,2,3,4,5,6,7|5,6|5",0.0113,0.0575,0.2575,0.2273,0.2273,0.2006,0.0187,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0851,0.2041,0.2312,0.2041,0.1403,0.1238,0.0115,3,3,"1,2,3,4,5,6,7|2,3,4|3",0.0108,0.0378,0.1318,0.1693,0.2791,0.3163,0.055,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.0202,0.0903,0.2167,0.1912,0.2167,0.2167,0.0483,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.015,0.0594,0.1615,0.183,0.2662,0.3017,0.0133,6,4,"1,2,3,4,5,6,7|3,4,5,6|5,6|6",0.0017,0.0099,0.0569,0.1204,0.1985,0.4762,0.1364,6,3,"1,2,3,4,5,6,7|5,6|6",0.0097,0.03,0.0815,0.1047,0.1524,0.4693,0.1524,6,3,"1,2,3,4,5,6,7|5,6,7|6",0.02,0.0542,0.2145,0.1671,0.2755,0.2431,0.0256,5,3,"1,2,3,4,5,6,7|3,4,5,6|5"
east_35th_street/east_to_west/036_n00325_W_L.jpg,0.0885,0.1653,0.35,0.2406,0.1136,0.0369,0.005,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0055,0.0169,0.0975,0.1608,0.437,0.2064,0.0759,5,4,"1,2,3,4,5,6,7|4,5,6|5,6|5",0.0688,0.1869,0.3492,0.1649,0.1284,0.0883,0.0135,2,4,"1,2,3,4,5,6,7|2,3,4|2,3|2",0.0548,0.2169,0.2169,0.2169,0.1491,0.1316,0.0139,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0089,0.0351,0.1388,0.1783,0.2939,0.2939,0.0511,5,3,"1,2,3,4,5,6,7|4,5,6|5",0.1323,0.2801,0.2472,0.1168,0.1031,0.0909,0.0295,2,3,"1,2,3,4,5,6,7|2,3|2",0.005,0.0289,0.1007,0.1882,0.3102,0.3515,0.0154,6,4,"1,2,3,4,5,6,7|4,5,6|5,6|6",0.0038,0.022,0.1116,0.184,0.2363,0.3438,0.0985,6,3,"1,2,3,4,5,6,7|4,5,6|6",0.0054,0.0243,0.0847,0.0959,0.1793,0.4873,0.1232,6,3,"1,2,3,4,5,6,7|5,6|6",0.054,0.1143,0.3521,0.1663,0.1663,0.1295,0.0175,3,3,"1,2,3,4,5,6,7|3,4,5|3"
east_35th_street/east_to_west/036_n00325_W_R.jpg,0.1641,0.2387,0.3473,0.1448,0.0684,0.0285,0.0082,1,4,"1,2,3,4,5,6,7|1,2,3,4|1,2,3|1",0.0067,0.0183,0.0819,0.135,0.3671,0.2859,0.1052,6,3,"1,2,3,4,5,6,7|5,6|6",0.0325,0.1133,0.349,0.2117,0.1649,0.1133,0.0153,3,4,"1,2,3,4,5,6,7|3,4,5|3,4|3",0.073,0.1751,0.2249,0.2249,0.1545,0.1364,0.0112,3,4,"1,2,3,4,5,6,7|2,3,4,5|3,4|3",0.0122,0.0484,0.1489,0.1913,0.2783,0.2783,0.0427,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.038,0.1325,0.2185,0.1702,0.1928,0.1928,0.0552,4,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|4",0.0031,0.0157,0.0702,0.1312,0.2451,0.519,0.0157,6,3,"1,2,3,4,5,6,7|5,6|6",0.001,0.0043,0.0281,0.0595,0.1427,0.498,0.2665,7,3,"1,2,3,4,5,6,7|6,7|7",0.0035,0.0137,0.0543,0.079,0.1672,0.5151,0.1672,6,4,"1,2,3,4,5,6,7|5,6,7|6,7|6",0.0204,0.0712,0.2816,0.1935,0.2485,0.1708,0.014,5,4,"1,2,3,4,5,6,7|3,4,5,6|4,5|5"
