file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7
1st_avenue/north_to_south/007_n00039_S_L.jpg,1st_avenue,north_to_south,7,n00039,S,L,3,4,4,5,4,4,2,4,4,3.425554326735437,3.925593879073858,4.045880116522312,5.300045878160745,4.448403891641647,4.390742134302855,1.991301815956831,4.028512910008431,4.244811736047268,3,3,3,6,4,5,1,3,6,0.0321,0.1439,0.3974,0.2647,0.1212,0.0358,0.0048,0.0749,0.0903,0.2572,0.1824,0.2342,0.1293,0.0317,0.0261,0.0911,0.2895,0.2085,0.1928,0.1729,0.0191,0.0039,0.016,0.0557,0.1315,0.2741,0.4312,0.0876,0.0072,0.0367,0.1522,0.3325,0.2756,0.1672,0.0286,0.0065,0.0522,0.2268,0.1739,0.3681,0.1441,0.0284,0.4621,0.3127,0.1132,0.0458,0.0265,0.0295,0.0102,0.0558,0.1298,0.2208,0.1979,0.1667,0.1774,0.0516,0.0569,0.1097,0.2017,0.1571,0.1621,0.2631,0.0494
1st_avenue/north_to_south/007_n00039_S_R.jpg,1st_avenue,north_to_south,7,n00039,S,R,3,5,3,3,4,4,5,5,5,2.558185217785649,5.183668132871389,3.173280306626112,3.4046704079955816,4.248370319604874,4.046889896504581,4.643869435414672,5.185173127800226,4.772980906069279,3,5,3,2,6,5,6,6,6,0.158,0.3143,0.3912,0.0959,0.0311,0.0076,0.0019,0.009,0.0203,0.0854,0.1114,0.3433,0.2982,0.1323,0.0651,0.2036,0.4244,0.1662,0.0862,0.0491,0.0053,0.1262,0.2357,0.1894,0.1671,0.1364,0.1281,0.0171,0.0749,0.0977,0.1688,0.1715,0.1854,0.2534,0.0484,0.0132,0.1023,0.2823,0.1609,0.325,0.1007,0.0157,0.0197,0.0688,0.16,0.1626,0.2187,0.3284,0.0417,0.0033,0.019,0.0933,0.1689,0.2136,0.3928,0.1091,0.0489,0.0781,0.1329,0.1137,0.146,0.3786,0.1019
1st_avenue/north_to_south/009_n00037_S_L.jpg,1st_avenue,north_to_south,9,n00037,S,L,3,4,3,6,4,4,4,4,4,2.8837828640826046,4.45548777654767,3.366549370810389,5.573296198854223,4.429298758506775,4.017233688384295,3.891322752460837,4.317844837903976,3.702760472893715,3,5,3,6,4,3,3,6,3,0.0731,0.3078,0.3891,0.1477,0.0606,0.0176,0.004,0.0329,0.0634,0.1806,0.1594,0.3271,0.1751,0.0615,0.0816,0.1896,0.3598,0.1524,0.0999,0.0999,0.0168,0.0035,0.0118,0.041,0.0897,0.2219,0.4698,0.1623,0.0165,0.0499,0.1662,0.2964,0.2457,0.177,0.0484,0.0177,0.1032,0.2986,0.1675,0.2762,0.1116,0.0253,0.0681,0.1158,0.2303,0.2232,0.185,0.1607,0.0169,0.0647,0.1172,0.1844,0.1459,0.1602,0.2122,0.1154,0.1554,0.1654,0.1964,0.1068,0.121,0.1903,0.0648
1st_avenue/north_to_south/009_n00037_S_R.jpg,1st_avenue,north_to_south,9,n00037,S,R,2,6,3,3,4,4,5,5,5,2.036822051275521,5.865720415022224,2.6820468259975314,3.263934112153948,4.059831278398633,3.5958060678094625,4.856578468345106,5.130500905914232,5.292646249756217,1,7,2,2,4,3,6,6,6,0.416,0.2904,0.1996,0.0489,0.0297,0.0103,0.0051,0.0025,0.006,0.0354,0.0499,0.2782,0.2417,0.3863,0.1503,0.378,0.2722,0.0956,0.0553,0.0398,0.0088,0.1274,0.2655,0.1973,0.1636,0.1315,0.1008,0.0139,0.0487,0.0984,0.1988,0.2675,0.2019,0.1548,0.03,0.0518,0.1985,0.298,0.1282,0.2215,0.0815,0.0206,0.0114,0.0411,0.1286,0.1678,0.2366,0.3781,0.0363,0.0037,0.0224,0.0989,0.1708,0.2299,0.3674,0.1069,0.0158,0.0391,0.091,0.0939,0.1432,0.4844,0.1324
1st_avenue/north_to_south/011_n00035_S_L.jpg,1st_avenue,north_to_south,11,n00035,S,L,1,4,2,5,4,3,2,3,3,1.4388887016102672,4.285049092024565,2.275279000401497,5.2070656307041645,4.483269809745252,3.310329295694828,1.9428066723048687,3.44700475782156,2.889457184821368,1,6,2,6,4,3,1,1,1,0.7991,0.0969,0.048,0.0118,0.0203,0.0142,0.0097,0.114,0.0692,0.1685,0.1038,0.2065,0.2866,0.0514,0.3209,0.4121,0.1257,0.0366,0.0402,0.0462,0.0184,0.019,0.0448,0.0799,0.1145,0.2139,0.3639,0.164,0.0132,0.0467,0.146,0.2995,0.277,0.168,0.0497,0.1559,0.2165,0.2531,0.0861,0.1584,0.0848,0.0454,0.4736,0.3307,0.0933,0.0354,0.0267,0.0293,0.011,0.2346,0.1612,0.1663,0.0978,0.1256,0.1295,0.085,0.3584,0.172,0.1518,0.074,0.0775,0.1164,0.05
1st_avenue/north_to_south/011_n00035_S_R.jpg,1st_avenue,north_to_south,11,n00035,S,R,2,6,3,4,4,4,5,5,6,2.121916949748993,5.643844688311219,2.855986949056387,3.6862454563379288,4.446536732837558,4.361177844926715,5.048476527445018,5.22444924665615,5.831370402825996,1,6,2,2,4,5,6,6,6,0.5368,0.1514,0.1445,0.0557,0.0612,0.0333,0.0173,0.0025,0.0069,0.045,0.0708,0.2982,0.3174,0.2591,0.2163,0.2957,0.2232,0.0874,0.0702,0.0725,0.0348,0.0856,0.2022,0.187,0.187,0.1625,0.155,0.0207,0.0231,0.0554,0.1372,0.2997,0.2524,0.1847,0.0474,0.0294,0.0878,0.2139,0.1318,0.3017,0.1692,0.0663,0.0094,0.0339,0.1076,0.1448,0.2074,0.446,0.0508,0.0025,0.0162,0.0949,0.154,0.2313,0.3754,0.1257,0.0021,0.0076,0.0361,0.0525,0.1128,0.5911,0.198
1st_avenue/north_to_south/013_n00033_S_L.jpg,1st_avenue,north_to_south,13,n00033,S,L,1,4,3,5,4,3,2,4,3,1.4686758909374475,4.118634611368179,2.596066176891327,5.3059526309371,4.20584268309176,3.421550635248422,2.219782819505781,4.125090666115284,3.322825774550438,1,5,2,6,4,3,1,3,1,0.7737,0.115,0.0552,0.0133,0.0206,0.0123,0.0099,0.0899,0.0831,0.219,0.1349,0.226,0.1933,0.0537,0.2193,0.3909,0.1966,0.0618,0.0537,0.0546,0.0231,0.0105,0.0309,0.0696,0.1183,0.2246,0.3942,0.152,0.0271,0.0703,0.197,0.2958,0.2304,0.1442,0.0353,0.1234,0.2269,0.2453,0.0961,0.1713,0.0917,0.0454,0.3671,0.3395,0.1437,0.0609,0.0418,0.0393,0.0077,0.0731,0.1345,0.1957,0.1477,0.181,0.1754,0.0925,0.2261,0.1874,0.1845,0.0988,0.1003,0.1483,0.0545
1st_avenue/north_to_south/013_n00033_S_R.jpg,1st_avenue,north_to_south,13,n00033,S,R,2,6,3,4,5,4,5,5,6,1.7857979787513614,5.611661371542141,2.758921029046178,3.631691662594676,4.562868498265743,4.273054998368025,5.106873241253197,4.921317814616486,5.686962956329808,1,6,2,2,5,5,6,6,6,0.6396,0.1543,0.1044,0.0304,0.0372,0.0215,0.0125,0.0027,0.0082,0.0502,0.0741,0.2979,0.3121,0.2548,0.2035,0.3517,0.2035,0.0822,0.0661,0.0682,0.0247,0.0885,0.2157,0.1788,0.1933,0.1578,0.1482,0.0177,0.0221,0.0547,0.1292,0.2414,0.2779,0.234,0.0407,0.0343,0.1024,0.2202,0.1315,0.2827,0.1688,0.0602,0.0055,0.0256,0.0935,0.1448,0.2243,0.4749,0.0313,0.003,0.0249,0.1368,0.1899,0.2555,0.3082,0.0817,0.0028,0.0115,0.0506,0.066,0.1252,0.5881,0.1558
1st_avenue/north_to_south/015_n00031_S_L.jpg,1st_avenue,north_to_south,15,n00031,S,L,2,5,3,5,4,3,3,5,4,1.5989241544157269,4.586333371698856,2.7104142494499683,5.436884324532002,3.801754303276539,3.1496809031814337,3.377004086971283,4.941070867702365,4.301154810935259,1,5,2,6,3,3,3,6,6,0.6767,0.1765,0.086,0.0198,0.0221,0.0106,0.0083,0.0168,0.0457,0.1647,0.1596,0.377,0.1925,0.0436,0.1606,0.3734,0.2607,0.086,0.0555,0.0475,0.0164,0.0033,0.0129,0.0471,0.1147,0.2391,0.4682,0.1147,0.0651,0.1216,0.2741,0.2168,0.1637,0.1255,0.0332,0.1055,0.278,0.2913,0.1039,0.1488,0.0531,0.0195,0.1189,0.2023,0.2597,0.16,0.1347,0.11,0.0144,0.0144,0.0537,0.1371,0.1529,0.1963,0.3041,0.1414,0.0652,0.1144,0.18,0.138,0.1614,0.2788,0.0622
1st_avenue/north_to_south/015_n00031_S_R.jpg,1st_avenue,north_to_south,15,n00031,S,R,2,6,4,3,5,5,5,5,6,1.7923628836870191,5.677082940004766,3.774512443691492,3.206432641483844,4.618969056755304,4.852677658200264,4.990520847029984,4.864167809020728,5.579509812872857,1,5,3,2,6,5,6,5,6,0.6579,0.1401,0.0919,0.0303,0.0377,0.0259,0.0162,0.0026,0.0078,0.0468,0.0692,0.2957,0.2822,0.2957,0.1087,0.1736,0.1967,0.1532,0.1311,0.1967,0.04,0.1517,0.2704,0.1801,0.1541,0.1163,0.1163,0.0112,0.0384,0.0654,0.124,0.1951,0.2246,0.2929,0.0595,0.0098,0.044,0.1378,0.1235,0.3464,0.2535,0.0849,0.0128,0.0408,0.1057,0.14,0.2169,0.452,0.0317,0.0053,0.037,0.1352,0.1631,0.3143,0.2606,0.0846,0.0066,0.0217,0.0669,0.0747,0.1352,0.5101,0.1848
1st_avenue/north_to_south/017_n00029_S_L.jpg,1st_avenue,north_to_south,17,n00029,S,L,1,5,2,6,4,3,3,5,4,1.433232246898115,4.854172207415104,2.4728438891470432,5.578393797157332,3.967844642698765,3.1179147455841303,3.3207605369389057,5.1432338305749,4.490839287638664,1,5,2,6,3,3,3,6,6,0.761,0.143,0.0534,0.011,0.0155,0.0079,0.0081,0.0098,0.0312,0.1196,0.1273,0.4238,0.2233,0.065,0.2066,0.4513,0.1852,0.0556,0.0433,0.0365,0.0214,0.0022,0.0076,0.0324,0.0923,0.2285,0.5069,0.1302,0.0665,0.103,0.2284,0.2284,0.1894,0.1407,0.0436,0.126,0.2668,0.284,0.1013,0.1496,0.0534,0.019,0.1292,0.2198,0.2491,0.1535,0.1141,0.1195,0.0147,0.0064,0.0341,0.1102,0.146,0.2092,0.3503,0.1438,0.0627,0.0987,0.1553,0.1248,0.1577,0.3287,0.0722
1st_avenue/north_to_south/017_n00029_S_R.jpg,1st_avenue,north_to_south,17,n00029,S,R,2,6,3,4,4,4,5,5,5,1.641392937861383,6.314985033124685,3.186809368431568,3.662182950414717,4.419387564063072,4.130991326645017,4.768739548511803,5.293152151396498,5.217380627058446,1,7,3,4,4,5,6,6,6,0.6826,0.1547,0.0868,0.0241,0.0282,0.0139,0.0097,0.0049,0.008,0.0365,0.0371,0.0918,0.1742,0.6474,0.1105,0.2452,0.3004,0.1534,0.0888,0.0847,0.0169,0.0831,0.1874,0.1963,0.2156,0.1653,0.1392,0.013,0.0151,0.0479,0.1619,0.3072,0.2547,0.1723,0.0409,0.0216,0.0999,0.2435,0.17,0.3127,0.1303,0.022,0.009,0.0444,0.1366,0.1839,0.2513,0.3544,0.0203,0.0026,0.016,0.0788,0.1427,0.221,0.426,0.1129,0.0078,0.0296,0.094,0.1099,0.1869,0.5082,0.0636
1st_avenue/north_to_south/019_n00027_S_L.jpg,1st_avenue,north_to_south,19,n00027,S,L,1,5,2,5,4,3,3,5,4,1.3111220858991146,5.200862992554903,2.289904719218612,5.451657173456624,4.0785205736756325,2.898184323683381,2.786369262263179,5.020403471775353,4.397942703217268,1,5,2,6,4,2,2,6,6,0.8224,0.1096,0.0397,0.0076,0.0099,0.0051,0.0057,0.0084,0.0212,0.0812,0.0949,0.3814,0.2704,0.1425,0.2475,0.4625,0.1701,0.0465,0.0315,0.0296,0.0123,0.0024,0.0101,0.0432,0.1138,0.2524,0.4643,0.1138,0.0305,0.0803,0.2216,0.3077,0.1987,0.1303,0.0309,0.1572,0.3176,0.2592,0.0868,0.1132,0.0465,0.0194,0.2195,0.2863,0.2337,0.1053,0.0724,0.0691,0.0136,0.0073,0.0409,0.1261,0.1545,0.2179,0.3271,0.1261,0.0562,0.1033,0.1703,0.1412,0.1703,0.3036,0.0553
1st_avenue/north_to_south/019_n00027_S_R.jpg,1st_avenue,north_to_south,19,n00027,S,R,1,7,3,3,4,3,4,5,5,1.3943544141948223,6.75584122131113,2.593385104089976,3.214700617827475,4.460626189596951,3.4297123309224844,4.097689243033528,5.033139337785542,5.364039061591029,1,7,2,2,4,3,3,6,6,0.8096,0.0967,0.0464,0.0115,0.0176,0.009,0.0091,0.0013,0.0016,0.0066,0.0102,0.0296,0.1118,0.8388,0.2124,0.3845,0.2058,0.0781,0.0512,0.0497,0.0183,0.1361,0.2664,0.198,0.1641,0.1278,0.0965,0.011,0.0128,0.0483,0.1512,0.3055,0.2613,0.1768,0.044,0.0833,0.2228,0.2773,0.1351,0.1819,0.0782,0.0214,0.0384,0.1164,0.2316,0.189,0.1861,0.2244,0.0141,0.0099,0.0422,0.1164,0.1449,0.2244,0.3476,0.1146,0.0089,0.0287,0.0856,0.0955,0.1702,0.47,0.1411
1st_avenue/north_to_south/021_n00025_S_L.jpg,1st_avenue,north_to_south,21,n00025,S,L,2,5,3,6,4,4,3,5,5,1.5653823064640164,4.853860892355442,2.747885439544916,5.512124045751989,3.812548644840717,3.5401300583034754,3.193686431273818,5.070845704060048,4.515341952443123,1,5,2,6,3,3,2,6,6,0.7,0.1612,0.0798,0.0187,0.0215,0.0106,0.0083,0.0171,0.0386,0.1285,0.1134,0.3836,0.2291,0.0897,0.1722,0.3533,0.2545,0.088,0.0568,0.0568,0.0184,0.0027,0.0102,0.0415,0.0981,0.2352,0.4903,0.122,0.0676,0.1132,0.2632,0.2287,0.1781,0.1205,0.0286,0.0821,0.2033,0.2735,0.1252,0.194,0.0931,0.0288,0.1614,0.2423,0.2312,0.1257,0.1042,0.1162,0.019,0.0075,0.0375,0.1156,0.1556,0.2029,0.3617,0.1193,0.0556,0.096,0.1608,0.1253,0.1608,0.33,0.0714
1st_avenue/north_to_south/021_n00025_S_R.jpg,1st_avenue,north_to_south,21,n00025,S,R,2,7,3,3,5,4,5,5,6,1.6845486732199788,6.788123318110593,3.2989758048206568,3.311590326949954,4.711778446100652,4.271106526255608,4.532593999058008,5.213325330521911,5.572092362912372,1,7,3,2,5,5,6,6,6,0.6881,0.1398,0.0822,0.0243,0.0337,0.0189,0.013,0.0014,0.0017,0.0071,0.0092,0.0266,0.086,0.8681,0.1194,0.2302,0.2733,0.144,0.1006,0.107,0.0254,0.1644,0.2318,0.175,0.1497,0.1321,0.13,0.0171,0.0102,0.0355,0.1146,0.2388,0.3163,0.2425,0.0421,0.0208,0.0976,0.2199,0.1609,0.2913,0.1713,0.0382,0.0376,0.0945,0.1608,0.1441,0.1739,0.3458,0.0433,0.0074,0.0339,0.1028,0.126,0.2177,0.3478,0.1643,0.0039,0.0153,0.0594,0.0751,0.164,0.5377,0.1447
