file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity
1st_avenue/south_to_north/01_n00000_N_L.jpg,1st_avenue,south_to_north,1,n00000,N,L,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0
1st_avenue/south_to_north/01_n00000_N_R.jpg,1st_avenue,south_to_north,1,n00000,N,R,1.0,7.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
1st_avenue/south_to_north/02_n00001_N_L.jpg,1st_avenue,south_to_north,2,n00001,N,L,1.0,6.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0
1st_avenue/south_to_north/02_n00001_N_R.jpg,1st_avenue,south_to_north,2,n00001,N,R,1.0,7.0,2.0,3.0,5.0,3.0,3.0,7.0,3.0
1st_avenue/south_to_north/03_n00002_N_L.jpg,1st_avenue,south_to_north,3,n00002,N,L,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0
1st_avenue/south_to_north/03_n00002_N_R.jpg,1st_avenue,south_to_north,3,n00002,N,R,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
1st_avenue/south_to_north/04_n00003_N_L.jpg,1st_avenue,south_to_north,4,n00003,N,L,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/04_n00003_N_R.jpg,1st_avenue,south_to_north,4,n00003,N,R,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
1st_avenue/south_to_north/05_n00004_N_L.jpg,1st_avenue,south_to_north,5,n00004,N,L,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
1st_avenue/south_to_north/05_n00004_N_R.jpg,1st_avenue,south_to_north,5,n00004,N,R,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
1st_avenue/south_to_north/06_n00005_N_L.jpg,1st_avenue,south_to_north,6,n00005,N,L,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
1st_avenue/south_to_north/06_n00005_N_R.jpg,1st_avenue,south_to_north,6,n00005,N,R,1.0,5.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0
1st_avenue/south_to_north/07_n00006_N_L.jpg,1st_avenue,south_to_north,7,n00006,N,L,2.0,3.0,2.0,3.0,1.0,3.0,1.0,7.0,1.0
1st_avenue/south_to_north/07_n00006_N_R.jpg,1st_avenue,south_to_north,7,n00006,N,R,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/08_n00007_N_L.jpg,1st_avenue,south_to_north,8,n00007,N,L,1.0,3.0,2.0,3.0,3.0,3.0,1.0,7.0,1.0
1st_avenue/south_to_north/08_n00007_N_R.jpg,1st_avenue,south_to_north,8,n00007,N,R,1.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0
1st_avenue/south_to_north/09_n00008_N_L.jpg,1st_avenue,south_to_north,9,n00008,N,L,2.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0
1st_avenue/south_to_north/09_n00008_N_R.jpg,1st_avenue,south_to_north,9,n00008,N,R,1.0,7.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0
1st_avenue/south_to_north/10_n00009_N_L.jpg,1st_avenue,south_to_north,10,n00009,N,L,2.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0
1st_avenue/south_to_north/10_n00009_N_R.jpg,1st_avenue,south_to_north,10,n00009,N,R,2.0,6.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0
1st_avenue/south_to_north/11_n00010_N_L.jpg,1st_avenue,south_to_north,11,n00010,N,L,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,1.0
1st_avenue/south_to_north/11_n00010_N_R.jpg,1st_avenue,south_to_north,11,n00010,N,R,2.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0
1st_avenue/south_to_north/12_n00011_N_L.jpg,1st_avenue,south_to_north,12,n00011,N,L,1.0,5.0,2.0,3.0,3.0,3.0,3.0,7.0,3.0
1st_avenue/south_to_north/12_n00011_N_R.jpg,1st_avenue,south_to_north,12,n00011,N,R,3.0,5.0,3.0,3.0,6.0,3.0,5.0,5.0,3.0
1st_avenue/south_to_north/13_n00012_N_L.jpg,1st_avenue,south_to_north,13,n00012,N,L,3.0,5.0,3.0,5.0,3.0,5.0,3.0,7.0,3.0
1st_avenue/south_to_north/13_n00012_N_R.jpg,1st_avenue,south_to_north,13,n00012,N,R,1.0,5.0,2.0,3.0,6.0,3.0,3.0,5.0,3.0
1st_avenue/south_to_north/14_n00013_N_L.jpg,1st_avenue,south_to_north,14,n00013,N,L,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
1st_avenue/south_to_north/14_n00013_N_R.jpg,1st_avenue,south_to_north,14,n00013,N,R,1.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0
1st_avenue/south_to_north/15_n00014_N_L.jpg,1st_avenue,south_to_north,15,n00014,N,L,3.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0
1st_avenue/south_to_north/15_n00014_N_R.jpg,1st_avenue,south_to_north,15,n00014,N,R,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
1st_avenue/south_to_north/16_n00015_N_L.jpg,1st_avenue,south_to_north,16,n00015,N,L,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
1st_avenue/south_to_north/16_n00015_N_R.jpg,1st_avenue,south_to_north,16,n00015,N,R,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/17_n00016_N_L.jpg,1st_avenue,south_to_north,17,n00016,N,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
1st_avenue/south_to_north/17_n00016_N_R.jpg,1st_avenue,south_to_north,17,n00016,N,R,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0
1st_avenue/south_to_north/18_n00017_N_L.jpg,1st_avenue,south_to_north,18,n00017,N,L,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0
1st_avenue/south_to_north/18_n00017_N_R.jpg,1st_avenue,south_to_north,18,n00017,N,R,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0
1st_avenue/south_to_north/19_n00018_N_L.jpg,1st_avenue,south_to_north,19,n00018,N,L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1st_avenue/south_to_north/19_n00018_N_R.jpg,1st_avenue,south_to_north,19,n00018,N,R,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0
1st_avenue/south_to_north/20_n00019_N_L.jpg,1st_avenue,south_to_north,20,n00019,N,L,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/20_n00019_N_R.jpg,1st_avenue,south_to_north,20,n00019,N,R,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/21_n00020_N_L.jpg,1st_avenue,south_to_north,21,n00020,N,L,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0
1st_avenue/south_to_north/21_n00020_N_R.jpg,1st_avenue,south_to_north,21,n00020,N,R,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0
1st_avenue/south_to_north/22_n00021_N_L.jpg,1st_avenue,south_to_north,22,n00021,N,L,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0
1st_avenue/south_to_north/22_n00021_N_R.jpg,1st_avenue,south_to_north,22,n00021,N,R,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/23_n00022_N_L.jpg,1st_avenue,south_to_north,23,n00022,N,L,1.0,6.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/23_n00022_N_R.jpg,1st_avenue,south_to_north,23,n00022,N,R,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/24_n00023_N_L.jpg,1st_avenue,south_to_north,24,n00023,N,L,1.0,6.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/24_n00023_N_R.jpg,1st_avenue,south_to_north,24,n00023,N,R,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/25_n00025_N_L.jpg,1st_avenue,south_to_north,25,n00025,N,L,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
1st_avenue/south_to_north/25_n00025_N_R.jpg,1st_avenue,south_to_north,25,n00025,N,R,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0
1st_avenue/south_to_north/26_n00027_N_L.jpg,1st_avenue,south_to_north,26,n00027,N,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
1st_avenue/south_to_north/26_n00027_N_R.jpg,1st_avenue,south_to_north,26,n00027,N,R,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/27_n00029_N_L.jpg,1st_avenue,south_to_north,27,n00029,N,L,1.0,6.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0
1st_avenue/south_to_north/27_n00029_N_R.jpg,1st_avenue,south_to_north,27,n00029,N,R,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/28_n00031_N_L.jpg,1st_avenue,south_to_north,28,n00031,N,L,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/28_n00031_N_R.jpg,1st_avenue,south_to_north,28,n00031,N,R,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/29_n00033_N_L.jpg,1st_avenue,south_to_north,29,n00033,N,L,1.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0
1st_avenue/south_to_north/29_n00033_N_R.jpg,1st_avenue,south_to_north,29,n00033,N,R,1.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/30_n00035_N_L.jpg,1st_avenue,south_to_north,30,n00035,N,L,1.0,6.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0
1st_avenue/south_to_north/30_n00035_N_R.jpg,1st_avenue,south_to_north,30,n00035,N,R,1.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0
1st_avenue/south_to_north/31_n00037_N_L.jpg,1st_avenue,south_to_north,31,n00037,N,L,1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0
1st_avenue/south_to_north/31_n00037_N_R.jpg,1st_avenue,south_to_north,31,n00037,N,R,1.0,3.0,2.0,5.0,6.0,3.0,1.0,3.0,1.0
1st_avenue/south_to_north/32_n00039_N_L.jpg,1st_avenue,south_to_north,32,n00039,N,L,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
1st_avenue/south_to_north/32_n00039_N_R.jpg,1st_avenue,south_to_north,32,n00039,N,R,1.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/33_n00041_N_L.jpg,1st_avenue,south_to_north,33,n00041,N,L,1.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0
1st_avenue/south_to_north/33_n00041_N_R.jpg,1st_avenue,south_to_north,33,n00041,N,R,1.0,6.0,1.0,5.0,6.0,1.0,1.0,3.0,3.0
1st_avenue/south_to_north/34_n00043_N_L.jpg,1st_avenue,south_to_north,34,n00043,N,L,1.0,6.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0
1st_avenue/south_to_north/34_n00043_N_R.jpg,1st_avenue,south_to_north,34,n00043,N,R,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0
1st_avenue/south_to_north/35_n00045_N_L.jpg,1st_avenue,south_to_north,35,n00045,N,L,1.0,5.0,1.0,3.0,6.0,2.0,1.0,3.0,1.0
1st_avenue/south_to_north/35_n00045_N_R.jpg,1st_avenue,south_to_north,35,n00045,N,R,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/1_n00042_S_L.jpg,1st_avenue_west_branch,north_to_south,1,n00042,S,L,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0
1st_avenue_west_branch/north_to_south/1_n00042_S_R.jpg,1st_avenue_west_branch,north_to_south,1,n00042,S,R,1.0,5.0,1.0,1.0,6.0,1.0,3.0,3.0,1.0
1st_avenue_west_branch/north_to_south/2_n00040_S_L.jpg,1st_avenue_west_branch,north_to_south,2,n00040,S,L,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/2_n00040_S_R.jpg,1st_avenue_west_branch,north_to_south,2,n00040,S,R,1.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/3_n00038_S_L.jpg,1st_avenue_west_branch,north_to_south,3,n00038,S,L,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/3_n00038_S_R.jpg,1st_avenue_west_branch,north_to_south,3,n00038,S,R,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/4_n00036_S_L.jpg,1st_avenue_west_branch,north_to_south,4,n00036,S,L,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/4_n00036_S_R.jpg,1st_avenue_west_branch,north_to_south,4,n00036,S,R,1.0,5.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/5_n00034_S_L.jpg,1st_avenue_west_branch,north_to_south,5,n00034,S,L,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
1st_avenue_west_branch/north_to_south/5_n00034_S_R.jpg,1st_avenue_west_branch,north_to_south,5,n00034,S,R,1.0,6.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0
1st_avenue_west_branch/north_to_south/6_n00032_S_L.jpg,1st_avenue_west_branch,north_to_south,6,n00032,S,L,1.0,2.0,1.0,6.0,1.0,1.0,1.0,7.0,1.0
1st_avenue_west_branch/north_to_south/6_n00032_S_R.jpg,1st_avenue_west_branch,north_to_south,6,n00032,S,R,1.0,6.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0
1st_avenue_west_branch/north_to_south/7_n00030_S_L.jpg,1st_avenue_west_branch,north_to_south,7,n00030,S,L,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/7_n00030_S_R.jpg,1st_avenue_west_branch,north_to_south,7,n00030,S,R,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
1st_avenue_west_branch/north_to_south/8_n00028_S_L.jpg,1st_avenue_west_branch,north_to_south,8,n00028,S,L,1.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0
1st_avenue_west_branch/north_to_south/8_n00028_S_R.jpg,1st_avenue_west_branch,north_to_south,8,n00028,S,R,1.0,6.0,1.0,3.0,5.0,1.0,3.0,5.0,3.0
1st_avenue_west_branch/north_to_south/9_n00026_S_L.jpg,1st_avenue_west_branch,north_to_south,9,n00026,S,L,1.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0
1st_avenue_west_branch/north_to_south/9_n00026_S_R.jpg,1st_avenue_west_branch,north_to_south,9,n00026,S,R,1.0,7.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0
