file,signage_detail_raw,signage_detail_clean,walkable_ground_raw,walkable_ground_clean,vertical_hardscape_raw,vertical_hardscape_clean
east_35th_street/east_to_west/044_n00317_W_R.jpg,3.95015687122941,3.5566174061968923,3.271000150591135,3.4754051556810737,4.90790384169668,4.851566909812391
3rd_avenue/north_to_south/030_n00084_S_R.jpg,5.2574439068557695,5.135210975189693,4.874464522115886,4.874495767056942,5.008656570222229,5.052283705677837
2nd_avenue/south_to_north/026_n00071_N_L.jpg,5.108628829708323,4.9821838876232505,4.933908581733704,4.800935980863869,5.066497302614152,4.848486820235848
3rd_avenue/north_to_south/027_n00087_S_L.jpg,5.691635121940635,5.695291793730576,5.044072711374611,4.9984418652020395,4.823040541727096,4.951336876489222
Park_Ave_West/south_to_north/005_n00213_N_L.jpg,4.5620662700384855,4.593275796622038,4.781504610553384,4.772066045552492,5.218753315042704,5.271325852372684
east_40th_street/east_to_west/029_n00566_W_R.jpg,4.257731938734651,4.131079415790737,3.8937839698046446,3.88277193531394,4.965400142595172,4.967372249811888
east_42nd_street/west_to_east/036_n00676_E_R.jpg,5.141037859022617,5.080429743044078,4.629316506907344,4.656107978895307,6.014937703264877,6.134063513716683
east_41st_street/west_to_east/042_n00636_E_R.jpg,3.41989719029516,3.3565265042707324,3.911242200061679,3.9690038710832596,4.971766564063728,4.938014477258548
east_41st_street/west_to_east/006_n00600_E_L.jpg,4.322611989453435,4.308755749836564,3.5211592400446534,3.4328243150375783,5.299120281357318,5.377843791618943
east_42nd_street/east_to_west/046_n00643_W_R.jpg,5.7619808882591315,5.647114344523288,5.105305169709027,5.2098989970982075,6.36851306213066,6.4449915828881785
Park_Ave_Tunnel_Segment/east_to_west/019_n00183_W_R.jpg,2.605956183746457,2.4097596164792776,5.722381563857198,5.656330902129412,5.263352564536035,5.23624687967822
Park_Ave_East/south_to_north/008_n00121_N_R.jpg,5.011993703898042,4.97473310213536,4.635246927849948,4.738413042388856,5.060963431373239,4.9630285943858325
east_39th_street/west_to_east/012_n00513_E_L.jpg,4.795512300450355,4.509853099472821,5.201567265205085,5.2085429932922125,5.755501655861735,5.579743707552552
east_35th_street/east_to_west/029_n00332_W_L.jpg,5.194895692635328,5.105437037767842,5.004135967232287,5.109528459608555,5.408642304362729,5.367006454383954
Tunnel_Exit_Street/north_to_south/009_n00258_S_L.jpg,3.2984888991340995,3.304884518496692,5.2537841983139515,5.190029995515943,4.973250245675445,5.019496868364513
madison_avenue/south_to_north/011_n00733_N_L.jpg,4.20587177015841,4.050707335583866,5.131234179949388,5.125015635509044,4.860180705785751,4.8302557077258825
east_41st_street/east_to_west/013_n00628_W_L.jpg,4.809209947939962,4.969947872683406,3.2281248113140464,3.349300103727728,5.115746007300913,5.131837296299636
east_40th_street/east_to_west/012_n00583_W_L.jpg,5.4623559368774295,5.202673452207819,5.26546113146469,5.278744352981448,5.269416745984927,5.201014777412638
east_42nd_street/east_to_west/024_n00665_W_L.jpg,5.651793069962878,5.51374477497302,4.8970522419549525,4.8608770510181785,6.320779034169391,6.21801016817335
Park_Ave_East/north_to_south/004_n00148_S_R.jpg,5.0281421090476215,4.951947274617851,4.760952457785606,4.860028900206089,6.016309975413606,6.255798183730803
east_34th_street/east_to_west/040_n00274_W_R.jpg,5.367539693135768,5.116881502792239,4.19831127859652,4.265368768945336,5.1422648867592216,4.972654196899384
lexington_avenue/south_to_north/001_n00689_N_R.jpg,3.9390712324529886,3.9181495336815715,5.019756015390158,5.098570767324418,5.157306698150933,5.179992991732433
1st_avenue/north_to_south/004_n00042_S_R.jpg,4.201034093275666,4.145868850871921,5.266581648029387,5.244869067333639,5.483987237792462,5.49682566197589
