vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,street_trees,seating_places,planters,people,greenery_layer,dominant_edge,file,street,direction,node_id,cardinal,seq,nat_built,gvi_eye_n,gmi_n,signage_n,enclosure_vlm,sfv_n,walkroom_vlm,gfapi_n,Imageability_vlm,Identity_vlm,Dependence_vlm,SIM_vlm,VEI,sidewalk,Imageability_hybrid,Identity_hybrid,Dependence_hybrid,SIM_hybrid
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/11_n00033_S.jpg,1st_avenue,north_to_south,n00033,S,11,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5655319375816512,4.4902,0.0425,0.1866255394019449,0.1280697280338238,0.11829943825380368
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/12_n00032_S.jpg,1st_avenue,north_to_south,n00032,S,12,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5892452867565141,0.8566,0.0425,0.19445094462964965,0.024431991678271228,0.08668136898161391
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/13_n00031_S.jpg,1st_avenue,north_to_south,n00031,S,13,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5824531313236516,0.8022,0.0425,0.19220953333680504,0.022880391926580878,0.08542967533691737
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/14_n00030_S.jpg,1st_avenue,north_to_south,n00030,S,14,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5776011699830677,0.5556,0.0425,0.19060838609441233,0.015846853346308074,0.08258022901543774
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/15_n00029_S.jpg,1st_avenue,north_to_south,n00029,S,15,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5591901705487159,0.8393,0.0425,0.18453275628107627,0.023938560139590292,0.08324553441881997
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/16_n00028_S.jpg,1st_avenue,north_to_south,n00028,S,16,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5591901705487159,0.8393,0.0425,0.18453275628107627,0.023938560139590292,0.08324553441881997
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/17_n00027_S.jpg,1st_avenue,north_to_south,n00027,S,17,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.531274004450575,2.5104,0.0425,0.17532042146868979,0.07160176501182827,0.09593432153857095
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/18_n00026_S.jpg,1st_avenue,north_to_south,n00026,S,18,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.531274004450575,2.5104,0.0425,0.17532042146868979,0.07160176501182827,0.09593432153857095
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/19_n00025_S.jpg,1st_avenue,north_to_south,n00025,S,19,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5675092316281081,1.9316,0.0425,0.18727804643727566,0.05509320000671107,0.09443251132651563
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/20_n00023_S.jpg,1st_avenue,north_to_south,n00023,S,20,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5824060453049993,1.3423,0.0425,0.19219399495064976,0.03828515343187424,0.09050811896623294
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/21_n00022_S.jpg,1st_avenue,north_to_south,n00022,S,21,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5824060453049993,1.3423,0.0425,0.19219399495064976,0.03828515343187424,0.09050811896623294
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/22_n00021_S.jpg,1st_avenue,north_to_south,n00021,S,22,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5943332297379051,1.8449,0.0425,0.1961299658135087,0.05262033790245458,0.09653760022626788
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/23_n00020_S.jpg,1st_avenue,north_to_south,n00020,S,23,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5847655031455594,1.7669,0.0425,0.19297261603803462,0.05039561767025149,0.09476151712373442
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/24_n00019_S.jpg,1st_avenue,north_to_south,n00019,S,24,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.572299613657707,1.8677,0.0425,0.1888588725070433,0.05327064073956009,0.09435273937137913
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/25_n00018_S.jpg,1st_avenue,north_to_south,n00018,S,25,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5186422324751853,1.5821,0.0425,0.17115193671681114,0.04512474204318575,0.08582130399079897
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/26_n00017_S.jpg,1st_avenue,north_to_south,n00017,S,26,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6003349052351582,1.5343,0.0425,0.19811051872760221,0.043761387849604885,0.09426772917047836
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/27_n00016_S.jpg,1st_avenue,north_to_south,n00016,S,27,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6507512161862778,2.141,0.0425,0.2147479013414717,0.06106571816854856,0.10546849443830669
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/28_n00015_S.jpg,1st_avenue,north_to_south,n00015,S,28,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.7640134878831241,2.7849,0.0425,0.25212445100143094,0.07943106890592755,0.12386332156942831
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/29_n00014_S.jpg,1st_avenue,north_to_south,n00014,S,29,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.714707182126892,0.5386,0.0425,0.23585337010187438,0.015361978423904838,0.09735106501350714
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/30_n00013_S.jpg,1st_avenue,north_to_south,n00013,S,30,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5868522748092759,0.4073,0.0425,0.19366125068706105,0.011617032699696325,0.08219183351762994
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/31_n00012_S.jpg,1st_avenue,north_to_south,n00012,S,31,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6345049971599115,1.7063,0.0425,0.2093866490627708,0.04866718118215526,0.0996077639808256
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/32_n00011_S.jpg,1st_avenue,north_to_south,n00011,S,32,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5951006692478065,1.265,0.0425,0.19638322085177615,0.036080398637652465,0.09116299443151145
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/33_n00010_S.jpg,1st_avenue,north_to_south,n00010,S,33,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5878376102486164,2.629,0.0425,0.1939864113820434,0.07498448064694731,0.10321039436956694
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/34_n00009_S.jpg,1st_avenue,north_to_south,n00009,S,34,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5985825264923436,1.629,0.0425,0.1975322337424734,0.0464624263879335,0.09496823784303429
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/35_n00008_S.jpg,1st_avenue,north_to_south,n00008,S,35,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6774725230797686,1.2708,0.0425,0.22356593261632363,0.03624582655235475,0.10018788052566387
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/36_n00007_S.jpg,1st_avenue,north_to_south,n00007,S,36,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6748072135076166,2.4268,0.0425,0.2226863804575135,0.06921732127577472,0.11077822157198511
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/37_n00006_S.jpg,1st_avenue,north_to_south,n00006,S,37,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6893878035142189,1.2668,0.0425,0.22749797515969225,0.036131738335318686,0.10144780545335362
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/38_n00005_S.jpg,1st_avenue,north_to_south,n00005,S,38,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.6871678155598397,1.1431,0.0425,0.4500987124680804,0.2526035602234787,0.2463417499882145
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/39_n00004_S.jpg,1st_avenue,north_to_south,n00004,S,39,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0425,0.5533333333333333,0.22333333333333333,0.27075,0.7760906129185163,1.3329,0.0425,0.47944323559644375,0.14801704612183952,0.2215118929670335
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/40_n00003_S.jpg,1st_avenue,north_to_south,n00003,S,40,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8497553498720423,2.6001,0.0425,0.28041926545777396,0.07416019327886181,0.1314612213830898
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/41_n00002_S.jpg,1st_avenue,north_to_south,n00002,S,41,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8050657532559079,3.3871,0.0425,0.2656716985744496,0.09660704998070568,0.13400198702320126
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/north_to_south/42_n00001_S.jpg,1st_avenue,north_to_south,n00001,S,42,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.7494814100794457,0.4923,0.0425,0.2473288653262171,0.0140414073117125,0.10070218997051678
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/01_n00001_N.jpg,1st_avenue,south_to_north,n00001,N,1,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.7494814100794457,4.2421,0.0425,0.2473288653262171,0.12099340637216247,0.13599634966046525
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/02_n00002_N.jpg,1st_avenue,south_to_north,n00002,N,2,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8050657532559079,1.8469,0.0425,0.2656716985744496,0.052677382010972607,0.11950519659318934
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,none,blank_wall,1st_avenue/south_to_north/03_n00003_N.jpg,1st_avenue,south_to_north,n00003,N,3,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0425,0.5533333333333333,0.22333333333333333,0.27075,0.8497553498720423,2.4325,0.0425,0.5037525987911073,0.17937989698505108,0.23988372360613228
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/04_n00004_N.jpg,1st_avenue,south_to_north,n00004,N,4,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.7760906129185163,1.8379,0.0425,0.2561099022631104,0.05242068352264149,0.11626509330929813
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,none,blank_wall,1st_avenue/south_to_north/05_n00005_N.jpg,1st_avenue,south_to_north,n00005,N,5,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6871678155598397,1.7624,0.0425,0.22676537913474712,0.050267268426085934,0.10587077369507492
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/06_n00006_N.jpg,1st_avenue,south_to_north,n00006,N,6,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6893878035142189,1.5002,0.0425,0.22749797515969225,0.04278878579937251,0.10364463111649137
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/07_n00007_N.jpg,1st_avenue,south_to_north,n00007,N,7,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0425,0.5533333333333333,0.22333333333333333,0.27075,0.6748072135076166,0.8464,0.0425,0.4460197137908468,0.13414106672482928,0.2059030575701731
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/08_n00008_N.jpg,1st_avenue,south_to_north,n00008,N,8,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6774725230797686,2.7384,0.0425,0.22356593261632363,0.07810479338288341,0.11400133957973832
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/09_n00009_N.jpg,1st_avenue,south_to_north,n00009,N,9,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5985825264923436,1.364,0.0425,0.1975322337424734,0.038904082009294835,0.09247398419808353
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/10_n00010_N.jpg,1st_avenue,south_to_north,n00010,N,10,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5878376102486164,1.0076,0.0425,0.1939864113820434,0.028738821871382315,0.08794932697363049
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/11_n00011_N.jpg,1st_avenue,south_to_north,n00011,N,11,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.5951006692478065,2.0338,0.0425,0.41971655418510945,0.27800815395198225,0.24469915368524026
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,hedge,blank_wall,1st_avenue/south_to_north/12_n00012_N.jpg,1st_avenue,south_to_north,n00012,N,12,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.665,0.5566666666666666,0.4881500000000001,0.6345049971599115,1.831,0.25,0.5993866490627708,0.38222388134825425,0.4089314750356383
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,hedge,blank_wall,1st_avenue/south_to_north/13_n00013_N.jpg,1st_avenue,south_to_north,n00013,N,13,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.665,0.5566666666666666,0.4881500000000001,0.5868522748092759,2.6611,0.25,0.5836612506870611,0.40590003858866164,0.41155522546098855
3.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,3.0,10.0,0.0,0.0,0.0,tree_canopy,shopfront,1st_avenue/south_to_north/14_n00014_N.jpg,1st_avenue,south_to_north,n00014,N,14,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2783333333333333,0.665,0.5566666666666666,0.49778333333333336,0.714707182126892,1.8173,0.2783333333333333,0.6258533701018744,0.38183312920490575,0.4271698781045708
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,hedge,blank_wall,1st_avenue/south_to_north/15_n00015_N.jpg,1st_avenue,south_to_north,n00015,N,15,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.665,0.5566666666666666,0.4881500000000001,0.7640134878831241,1.8106,0.25,0.6421244510014309,0.3816420314413704,0.4228429392061245
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/16_n00016_N.jpg,1st_avenue,south_to_north,n00016,N,16,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6507512161862778,1.0192,0.0425,0.2147479013414717,0.029069677700786875,0.09490980108394534
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,none,blank_wall,1st_avenue/south_to_north/17_n00017_N.jpg,1st_avenue,south_to_north,n00017,N,17,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.6003349052351582,2.276,0.0425,0.19811051872760221,0.06491619549351542,0.10124881569296884
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/18_n00018_N.jpg,1st_avenue,south_to_north,n00018,N,18,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5186422324751853,1.7131,0.0425,0.17115193671681114,0.04886113115111655,0.08705431239641614
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/19_n00019_N.jpg,1st_avenue,south_to_north,n00019,N,19,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.572299613657707,1.5096,0.0425,0.1888588725070433,0.043056893109407246,0.09098220265342868
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/20_n00020_N.jpg,1st_avenue,south_to_north,n00020,N,20,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5847655031455594,1.5507,0.0425,0.19297261603803462,0.044229149539452714,0.09272658264057082
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/21_n00021_N.jpg,1st_avenue,south_to_north,n00021,N,21,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5943332297379051,1.1386,0.0425,0.1961299658135087,0.03247521097931312,0.08988970834163121
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,1st_avenue/south_to_north/22_n00022_N.jpg,1st_avenue,south_to_north,n00022,N,22,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.5824060453049993,2.5274,0.0425,0.19219399495064976,0.0720866399342315,0.10166260951201084
