file,node_id,side,GVI,VEI,face_id,variant,vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,rest_affordance
lexington_avenue/north_to_south/14_n00708_S_R.jpg,n00708,R,0.819609404381346,0.921177312627784,f25,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0
lexington_avenue/north_to_south/14_n00708_S_R.jpg,n00708,R,0.819609404381346,0.921177312627784,f25,solo,1.0,,1.0,,,3.0,,,,
east_36th_street/west_to_east/32_n00392_E_L.jpg,n00392,L,2.1840861336071047,0.8169749306328966,f17,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_36th_street/west_to_east/32_n00392_E_L.jpg,n00392,L,2.1840861336071047,0.8169749306328966,f17,group,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
east_36th_street/west_to_east/32_n00392_E_L.jpg,n00392,L,2.1840861336071047,0.8169749306328966,f17,solo,1.0,,1.0,,,3.0,,,,
east_36th_street/east_to_west/18_n00390_W_L.jpg,n00390,L,1.264165433291624,0.8732363572129994,f17,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_36th_street/east_to_west/18_n00390_W_L.jpg,n00390,L,1.264165433291624,0.8732363572129994,f17,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0
east_36th_street/east_to_west/18_n00390_W_L.jpg,n00390,L,1.264165433291624,0.8732363572129994,f17,solo,1.0,,1.0,,,3.0,,,,
east_39th_street/west_to_east/16_n00517_E_R.jpg,n00517,R,1.8491314561916563,0.9315762024118648,f21,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_39th_street/west_to_east/16_n00517_E_R.jpg,n00517,R,1.8491314561916563,0.9315762024118648,f21,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0
east_39th_street/west_to_east/16_n00517_E_R.jpg,n00517,R,1.8491314561916563,0.9315762024118648,f21,solo,1.0,,1.0,,,3.0,,,,
east_34th_street/west_to_east/45_n00311_E_L.jpg,n00311,L,2.7339123969347554,0.8770408971159032,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/west_to_east/45_n00311_E_L.jpg,n00311,L,2.7339123969347554,0.8770408971159032,f15,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0
east_34th_street/west_to_east/45_n00311_E_L.jpg,n00311,L,2.7339123969347554,0.8770408971159032,f15,solo,1.0,,1.0,,,3.0,,,,
east_34th_street/east_to_west/39_n00275_W_L.jpg,n00275,L,2.963876855242445,0.842386350529492,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/east_to_west/39_n00275_W_L.jpg,n00275,L,2.963876855242445,0.842386350529492,f15,group,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
east_34th_street/east_to_west/39_n00275_W_L.jpg,n00275,L,2.963876855242445,0.842386350529492,f15,solo,1.0,,1.0,,,5.0,,,,
east_35th_street/east_to_west/37_n00324_W_L.jpg,n00324,L,2.6464796630257235,0.8793977119839457,f16,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_35th_street/east_to_west/37_n00324_W_L.jpg,n00324,L,2.6464796630257235,0.8793977119839457,f16,group,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
east_35th_street/east_to_west/37_n00324_W_L.jpg,n00324,L,2.6464796630257235,0.8793977119839457,f16,solo,1.0,,3.0,,,3.0,,,,
east_40th_street/west_to_east/32_n00580_E_R.jpg,n00580,R,3.021886553294717,0.9216197005485977,f22,full,1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0
east_40th_street/west_to_east/32_n00580_E_R.jpg,n00580,R,3.021886553294717,0.9216197005485977,f22,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0
east_40th_street/west_to_east/32_n00580_E_R.jpg,n00580,R,3.021886553294717,0.9216197005485977,f22,solo,1.0,,1.0,,,3.0,,,,
east_34th_street/west_to_east/27_n00293_E_L.jpg,n00293,L,4.605819468588085,0.9021663011273394,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/west_to_east/27_n00293_E_L.jpg,n00293,L,4.605819468588085,0.9021663011273394,f15,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,1.0
east_34th_street/west_to_east/27_n00293_E_L.jpg,n00293,L,4.605819468588085,0.9021663011273394,f15,solo,1.0,,1.0,,,3.0,,,,
tunnel_approach_street/north_to_south/13_n00169_S_R.jpg,n00169,R,3.4861813959930577,0.4844191708171872,f8,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
tunnel_approach_street/north_to_south/13_n00169_S_R.jpg,n00169,R,3.4861813959930577,0.4844191708171872,f8,group,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0
tunnel_approach_street/north_to_south/13_n00169_S_R.jpg,n00169,R,3.4861813959930577,0.4844191708171872,f8,solo,3.0,,3.0,,,3.0,,,,
east_34th_street/east_to_west/12_n00302_W_R.jpg,n00302,R,3.9651415129373992,0.637960909408509,f15,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_34th_street/east_to_west/12_n00302_W_R.jpg,n00302,R,3.9651415129373992,0.637960909408509,f15,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0
east_34th_street/east_to_west/12_n00302_W_R.jpg,n00302,R,3.9651415129373992,0.637960909408509,f15,solo,1.0,,1.0,,,3.0,,,,
east_39th_street/east_to_west/28_n00521_W_L.jpg,n00521,L,2.4892431773578334,0.9316004028830234,f21,full,1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,1.0,1.0
east_39th_street/east_to_west/28_n00521_W_L.jpg,n00521,L,2.4892431773578334,0.9316004028830234,f21,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0
east_39th_street/east_to_west/28_n00521_W_L.jpg,n00521,L,2.4892431773578334,0.9316004028830234,f21,solo,1.0,,1.0,,,3.0,,,,
east_41st_street/west_to_east/42_n00636_E_R.jpg,n00636,R,4.3340000313097065,0.9292662984337012,f23,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_41st_street/west_to_east/42_n00636_E_R.jpg,n00636,R,4.3340000313097065,0.9292662984337012,f23,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0
east_41st_street/west_to_east/42_n00636_E_R.jpg,n00636,R,4.3340000313097065,0.9292662984337012,f23,solo,2.0,,3.0,,,3.0,,,,
east_35th_street/west_to_east/16_n00329_E_L.jpg,n00329,L,2.547199204562119,0.8144852524051975,f16,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_35th_street/west_to_east/16_n00329_E_L.jpg,n00329,L,2.547199204562119,0.8144852524051975,f16,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,1.0
east_35th_street/west_to_east/16_n00329_E_L.jpg,n00329,L,2.547199204562119,0.8144852524051975,f16,solo,1.0,,1.0,,,3.0,,,,
east_35th_street/east_to_west/15_n00346_W_L.jpg,n00346,L,3.782584428067494,0.8323759672311889,f16,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_35th_street/east_to_west/15_n00346_W_L.jpg,n00346,L,3.782584428067494,0.8323759672311889,f16,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0
east_35th_street/east_to_west/15_n00346_W_L.jpg,n00346,L,3.782584428067494,0.8323759672311889,f16,solo,1.0,,2.0,,,3.0,,,,
east_38th_street/east_to_west/20_n00482_W_R.jpg,n00482,R,3.851317580842127,0.9395551641060976,f20,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_38th_street/east_to_west/20_n00482_W_R.jpg,n00482,R,3.851317580842127,0.9395551641060976,f20,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0
east_38th_street/east_to_west/20_n00482_W_R.jpg,n00482,R,3.851317580842127,0.9395551641060976,f20,solo,2.0,,2.0,,,3.0,,,,
east_36th_street/east_to_west/32_n00376_W_L.jpg,n00376,L,6.670676361249056,0.9003913561467527,f17,full,3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0
east_36th_street/east_to_west/32_n00376_W_L.jpg,n00376,L,6.670676361249056,0.9003913561467527,f17,group,3.0,4.0,2.0,3.0,1.0,7.0,7.0,5.0,3.0,1.0
east_36th_street/east_to_west/32_n00376_W_L.jpg,n00376,L,6.670676361249056,0.9003913561467527,f17,solo,3.0,,6.0,,,3.0,,,,
east_35th_street/west_to_east/10_n00323_E_L.jpg,n00323,L,7.672129977676141,0.869035711668921,f16,full,3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0
east_35th_street/west_to_east/10_n00323_E_L.jpg,n00323,L,7.672129977676141,0.869035711668921,f16,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,2.0
east_35th_street/west_to_east/10_n00323_E_L.jpg,n00323,L,7.672129977676141,0.869035711668921,f16,solo,3.0,,3.0,,,3.0,,,,
east_36th_street/west_to_east/41_n00401_E_L.jpg,n00401,L,5.566619658396634,0.4791154717502706,f17,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_36th_street/west_to_east/41_n00401_E_L.jpg,n00401,L,5.566619658396634,0.4791154717502706,f17,group,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
east_36th_street/west_to_east/41_n00401_E_L.jpg,n00401,L,5.566619658396634,0.4791154717502706,f17,solo,1.0,,1.0,,,3.0,,,,
Park_Ave_East/north_to_south/23_n00116_S_R.jpg,n00116,R,4.783022970259078,0.849431576972012,f4,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
Park_Ave_East/north_to_south/23_n00116_S_R.jpg,n00116,R,4.783022970259078,0.849431576972012,f4,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0
Park_Ave_East/north_to_south/23_n00116_S_R.jpg,n00116,R,4.783022970259078,0.849431576972012,f4,solo,1.0,,3.0,,,3.0,,,,
east_35th_street/west_to_east/41_n00354_E_L.jpg,n00354,L,7.378521547816198,0.6857619645291498,f16,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_35th_street/west_to_east/41_n00354_E_L.jpg,n00354,L,7.378521547816198,0.6857619645291498,f16,group,1.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
east_35th_street/west_to_east/41_n00354_E_L.jpg,n00354,L,7.378521547816198,0.6857619645291498,f16,solo,1.0,,2.0,,,3.0,,,,
tudor_city_place/north_to_south/6_n00760_S_R.jpg,n00760,R,4.69855906870404,0.7881987718059493,f27,full,3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,3.0,2.0
tudor_city_place/north_to_south/6_n00760_S_R.jpg,n00760,R,4.69855906870404,0.7881987718059493,f27,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,2.0
tudor_city_place/north_to_south/6_n00760_S_R.jpg,n00760,R,4.69855906870404,0.7881987718059493,f27,solo,2.0,,3.0,,,3.0,,,,
east_35th_street/east_to_west/27_n00334_W_R.jpg,n00334,R,5.231516730242526,0.906478532668368,f16,full,3.0,6.0,2.0,3.0,2.0,6.0,4.0,5.0,3.0,1.0
east_35th_street/east_to_west/27_n00334_W_R.jpg,n00334,R,5.231516730242526,0.906478532668368,f16,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,1.0
east_35th_street/east_to_west/27_n00334_W_R.jpg,n00334,R,5.231516730242526,0.906478532668368,f16,solo,2.0,,3.0,,,3.0,,,,
east_42nd_street/west_to_east/43_n00683_E_L.jpg,n00683,L,5.508220803450524,0.6967933215312607,f24,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
east_42nd_street/west_to_east/43_n00683_E_L.jpg,n00683,L,5.508220803450524,0.6967933215312607,f24,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0
east_42nd_street/west_to_east/43_n00683_E_L.jpg,n00683,L,5.508220803450524,0.6967933215312607,f24,solo,1.0,,1.0,,,3.0,,,,
Park_Ave_East/south_to_north/09_n00122_N_R.jpg,n00122,R,27.14064845671448,0.9079806916925328,f4,full,1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
Park_Ave_East/south_to_north/09_n00122_N_R.jpg,n00122,R,27.14064845671448,0.9079806916925328,f4,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,3.0,3.0
Park_Ave_East/south_to_north/09_n00122_N_R.jpg,n00122,R,27.14064845671448,0.9079806916925328,f4,solo,1.0,,1.0,,,3.0,,,,
east_37th_street/east_to_west/02_n00444_W_L.jpg,n00444,L,7.479514881056557,0.5775686029736506,f18,full,1.0,7.0,1.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0
east_37th_street/east_to_west/02_n00444_W_L.jpg,n00444,L,7.479514881056557,0.5775686029736506,f18,group,1.0,7.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0
east_37th_street/east_to_west/02_n00444_W_L.jpg,n00444,L,7.479514881056557,0.5775686029736506,f18,solo,1.0,,1.0,,,3.0,,,,
east_36th_street/west_to_east/06_n00366_E_L.jpg,n00366,L,4.6685964908517175,0.8484652300013237,f17,full,3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0
east_36th_street/west_to_east/06_n00366_E_L.jpg,n00366,L,4.6685964908517175,0.8484652300013237,f17,group,1.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0
east_36th_street/west_to_east/06_n00366_E_L.jpg,n00366,L,4.6685964908517175,0.8484652300013237,f17,solo,2.0,,3.0,,,3.0,,,,
east_39th_street/east_to_west/17_n00532_W_R.jpg,n00532,R,4.822035315926266,0.9296739304849062,f21,full,1.0,7.0,1.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0
east_39th_street/east_to_west/17_n00532_W_R.jpg,n00532,R,4.822035315926266,0.9296739304849062,f21,group,1.0,7.0,1.0,1.0,7.0,7.0,7.0,5.0,3.0,1.0
east_39th_street/east_to_west/17_n00532_W_R.jpg,n00532,R,4.822035315926266,0.9296739304849062,f21,solo,1.0,,2.0,,,3.0,,,,
