file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,street_dir,walk_dir,arc_veg,arc_sky,arc_bld,face_id
1st_avenue/north_to_south/06_n00035_S_L.jpg,1st_avenue,north_to_south,6,n00035,S,L,1,3,2,5,4,3,2,3,3,1.441240576095879,3.355542096309364,1.6761353043839335,5.215487413108349,4.480608341284096,3.350984968245029,1.9508198201656344,3.441588304936886,2.878825426101685,1,5,1,6,4,3,1,1,1,0.7996,0.0955,0.048,0.0118,0.0207,0.0146,0.0098,0.2319,0.113,0.1983,0.1062,0.2392,0.0982,0.0133,0.6587,0.2073,0.0516,0.0146,0.0318,0.0215,0.0146,0.0187,0.0436,0.0789,0.1148,0.2145,0.3649,0.1645,0.0134,0.0467,0.1461,0.2997,0.2772,0.1681,0.0489,0.1496,0.2142,0.2505,0.0879,0.1642,0.0866,0.0471,0.472,0.3295,0.0944,0.0358,0.0275,0.0297,0.0111,0.238,0.1585,0.1661,0.0977,0.1254,0.1294,0.0849,0.3621,0.171,0.1509,0.0736,0.0759,0.1175,0.049,1st_avenue,north_to_south,0.0,0.4159645490620786,0.049653434491182445,f1
1st_avenue/north_to_south/06_n00035_S_R.jpg,1st_avenue,north_to_south,6,n00035,S,R,2,5,2,4,4,4,5,5,6,2.0901782289147377,4.970150481443852,2.4638568134978414,3.662565657868981,4.451346721500158,4.377768456935883,5.0614244462922215,5.221939686918631,5.824491886887699,1,5,1,2,4,5,6,6,6,0.5478,0.1497,0.1407,0.0542,0.0586,0.0319,0.0171,0.0042,0.0177,0.0648,0.2524,0.3045,0.2905,0.0658,0.3249,0.3149,0.1376,0.0874,0.0796,0.0407,0.015,0.0882,0.2052,0.1868,0.1868,0.1623,0.1501,0.0206,0.023,0.0551,0.1364,0.2979,0.2548,0.1864,0.0464,0.0274,0.0844,0.2122,0.1328,0.3088,0.1705,0.0637,0.0093,0.0335,0.1065,0.1433,0.2053,0.4485,0.0536,0.0024,0.016,0.0963,0.1539,0.231,0.3749,0.1256,0.0021,0.0076,0.0367,0.0534,0.113,0.592,0.1952,1st_avenue,north_to_south,0.0,0.04983851669008084,0.470940561349486,f1
1st_avenue/north_to_south/07_n00033_S_L.jpg,1st_avenue,north_to_south,7,n00033,S,L,1,3,2,5,4,3,2,4,3,1.4843589374795556,3.4578566141426563,1.9133231416344645,5.301622114144266,4.184021450579166,3.427002590149641,2.223824362270534,4.132721893489361,3.3239568173885345,1,3,1,6,4,3,1,3,1,0.7654,0.1192,0.0572,0.0142,0.0214,0.0126,0.0099,0.1571,0.1387,0.2286,0.1781,0.1809,0.0953,0.0213,0.491,0.3271,0.0827,0.026,0.0361,0.0244,0.0127,0.0105,0.0314,0.0708,0.1186,0.2251,0.3889,0.1547,0.0283,0.0722,0.2024,0.2944,0.2258,0.1413,0.0357,0.1253,0.2234,0.2454,0.0961,0.1713,0.0917,0.0468,0.3658,0.3383,0.1455,0.0616,0.0417,0.0392,0.0078,0.0727,0.1338,0.1946,0.1469,0.1828,0.1772,0.0919,0.2256,0.187,0.1841,0.1001,0.1001,0.1503,0.0528,1st_avenue,north_to_south,0.0,0.4195600921444624,0.04828426591512855,f1
1st_avenue/north_to_south/07_n00033_S_R.jpg,1st_avenue,north_to_south,7,n00033,S,R,2,5,2,4,5,4,5,5,6,1.7879579523578286,4.889057308901101,2.300354172475636,3.631144927814603,4.568226836621761,4.276276875287294,5.095791804604232,4.924929406726733,5.683952198596671,1,5,1,2,5,5,6,6,6,0.6369,0.1561,0.1056,0.0307,0.0371,0.0211,0.0124,0.005,0.023,0.079,0.2592,0.2983,0.2759,0.0597,0.3485,0.3431,0.1323,0.0676,0.0635,0.034,0.011,0.0901,0.2161,0.1764,0.1907,0.1606,0.1485,0.0175,0.0228,0.0547,0.1313,0.2341,0.278,0.2378,0.0413,0.0341,0.1019,0.2192,0.1309,0.2859,0.1681,0.0599,0.0057,0.0265,0.0954,0.1454,0.2252,0.4694,0.0324,0.0031,0.0245,0.1366,0.1897,0.2553,0.3079,0.0829,0.0029,0.0116,0.0513,0.0659,0.1251,0.5875,0.1557,1st_avenue,north_to_south,0.0,0.05065806107886199,0.4800385271598639,f1
1st_avenue/north_to_south/08_n00031_S_L.jpg,1st_avenue,north_to_south,8,n00031,S,L,2,4,2,5,4,3,3,5,4,1.6037831585854292,4.214874114841223,2.0835526259616017,5.432958233868703,3.793667744845152,3.1341656260192394,3.392901634797454,4.935996558517218,4.298606935888529,1,4,2,6,3,3,3,6,6,0.6718,0.1808,0.0868,0.02,0.0219,0.0105,0.0082,0.0238,0.0885,0.1761,0.2685,0.2685,0.153,0.0217,0.3608,0.4218,0.105,0.0386,0.0418,0.0234,0.0086,0.0033,0.013,0.0474,0.1156,0.2371,0.4716,0.112,0.0679,0.123,0.2687,0.2193,0.163,0.125,0.0331,0.1105,0.2822,0.2867,0.1006,0.1441,0.0547,0.0211,0.1172,0.1994,0.2601,0.1602,0.137,0.1118,0.0142,0.0146,0.0536,0.1389,0.1526,0.1959,0.3034,0.1411,0.0647,0.1136,0.1815,0.1391,0.1627,0.2767,0.0617,1st_avenue,north_to_south,0.0,0.4182104009422858,0.07979235618357079,f1
1st_avenue/north_to_south/08_n00031_S_R.jpg,1st_avenue,north_to_south,8,n00031,S,R,2,5,3,3,5,5,5,5,6,1.7834207341074944,4.750060026533902,2.901514541357756,3.2135480223223567,4.624041378498077,4.854878527112305,4.983375996351242,4.859087110497057,5.596645697951317,1,4,1,2,6,5,6,5,6,0.6616,0.1387,0.091,0.0295,0.0379,0.0253,0.0161,0.0058,0.0259,0.0878,0.3111,0.2969,0.2073,0.0652,0.2551,0.2551,0.1243,0.1673,0.1047,0.0841,0.0094,0.1522,0.2672,0.1808,0.1546,0.1167,0.1167,0.0117,0.0389,0.0652,0.1237,0.1946,0.2205,0.2968,0.0603,0.0097,0.0436,0.1364,0.1204,0.3537,0.2548,0.0814,0.0138,0.0419,0.1071,0.1375,0.2163,0.4508,0.0327,0.0053,0.0364,0.1353,0.1632,0.3196,0.2568,0.0834,0.0064,0.0211,0.066,0.0736,0.1355,0.5033,0.194,1st_avenue,north_to_south,0.0,0.03832831359033703,0.5150631586974913,f1
1st_avenue/north_to_south/09_n00029_S_L.jpg,1st_avenue,north_to_south,9,n00029,S,L,1,4,2,6,4,3,3,5,5,1.4459711154922843,4.343015309423208,1.997436573728919,5.5824459285940975,3.979773301631212,3.107140326872468,3.32207954954356,5.151607573963702,4.530955698341131,1,4,1,6,3,3,3,6,6,0.7548,0.1463,0.0547,0.0115,0.0159,0.0084,0.0084,0.0173,0.0707,0.157,0.2798,0.2798,0.1724,0.023,0.4335,0.3594,0.1014,0.0334,0.0385,0.0219,0.0119,0.0023,0.0079,0.0331,0.09,0.2262,0.5097,0.1309,0.0649,0.1037,0.2266,0.2266,0.1908,0.144,0.0432,0.125,0.2689,0.2862,0.102,0.1485,0.0505,0.0189,0.1288,0.2225,0.2443,0.1553,0.1154,0.1191,0.0147,0.0063,0.0335,0.1099,0.1434,0.2119,0.3494,0.1456,0.0589,0.0955,0.1527,0.1246,0.1575,0.3387,0.0721,1st_avenue,north_to_south,0.0,0.4039920347717778,0.09045264217484897,f1
1st_avenue/north_to_south/09_n00029_S_R.jpg,1st_avenue,north_to_south,9,n00029,S,R,2,5,2,4,4,4,5,5,5,1.6337298657745123,5.473930262029171,2.4039532905444503,3.679718025960028,4.416726910509169,4.142311993986368,4.765449853613973,5.284752701641992,5.223116667941213,1,6,2,4,4,5,6,6,6,0.6878,0.1511,0.0861,0.0232,0.0279,0.0141,0.0098,0.0097,0.0255,0.0823,0.1197,0.1636,0.3253,0.274,0.3046,0.3451,0.1555,0.0873,0.06,0.0393,0.0082,0.0818,0.1843,0.1962,0.2155,0.1678,0.1413,0.0131,0.0148,0.0471,0.1643,0.3069,0.2545,0.1722,0.0403,0.0214,0.1003,0.2407,0.1654,0.3189,0.1309,0.0224,0.0092,0.0455,0.1359,0.1858,0.2461,0.3581,0.0193,0.0026,0.0163,0.0801,0.1451,0.2212,0.4199,0.1148,0.0076,0.0292,0.0927,0.1101,0.1873,0.5092,0.0637,1st_avenue,north_to_south,0.0,0.070881614022662,0.46305328537479223,f1
1st_avenue/north_to_south/10_n00027_S_L.jpg,1st_avenue,north_to_south,10,n00027,S,L,1,5,2,5,4,3,3,5,4,1.3058182639069855,4.541700979694724,1.794794525951147,5.455268484540284,4.075845574960113,2.873559577390552,2.7662033485248685,5.002279723528773,4.408743437379599,1,5,1,6,4,2,2,6,6,0.8238,0.1098,0.0391,0.0074,0.0094,0.0048,0.0056,0.0204,0.063,0.1442,0.2268,0.2736,0.2164,0.0556,0.4934,0.361,0.0781,0.022,0.0242,0.0136,0.0079,0.0024,0.0099,0.0423,0.1132,0.2513,0.4694,0.1115,0.0309,0.0814,0.2211,0.307,0.1982,0.13,0.0314,0.1586,0.3254,0.2574,0.0849,0.109,0.0454,0.0192,0.223,0.2908,0.2301,0.1037,0.0713,0.068,0.0132,0.0072,0.0414,0.1276,0.1589,0.2171,0.3259,0.1218,0.0568,0.1029,0.1697,0.1385,0.1671,0.3073,0.0577,1st_avenue,north_to_south,0.00025323607697456593,0.39518076507834227,0.09786985358400925,f1
1st_avenue/north_to_south/10_n00027_S_R.jpg,1st_avenue,north_to_south,10,n00027,S,R,1,7,2,3,4,3,4,5,5,1.3872091239318252,6.576559707056731,1.9334282521158457,3.2024009749293327,4.463359611108899,3.4568966068327427,4.058383314870298,5.058501186780632,5.372302146628499,1,7,1,2,4,3,3,6,6,0.8136,0.0942,0.0459,0.0112,0.0172,0.0088,0.0092,0.0038,0.0063,0.0215,0.0267,0.0427,0.1179,0.7811,0.4705,0.3389,0.0898,0.033,0.0346,0.0213,0.0118,0.1398,0.2652,0.1971,0.166,0.1253,0.0961,0.0106,0.0126,0.0482,0.1483,0.3092,0.2603,0.1789,0.0425,0.0838,0.2173,0.2746,0.1338,0.1858,0.0825,0.0222,0.0393,0.1211,0.2372,0.1906,0.1818,0.2159,0.014,0.0095,0.0414,0.1143,0.1423,0.2204,0.3522,0.1198,0.0088,0.0284,0.0848,0.0946,0.1686,0.4729,0.142,1st_avenue,north_to_south,0.0,0.07516485041363,0.4615854000317762,f1
1st_avenue/north_to_south/11_n00025_S_L.jpg,1st_avenue,north_to_south,11,n00025,S,L,2,4,2,5,4,4,3,5,5,1.5738709205761552,4.319957891479135,2.186951861716807,5.498158229049295,3.820982990786433,3.548456473276019,3.1904869228601456,5.087794239632785,4.515522848814726,1,5,2,6,3,3,2,6,6,0.698,0.1607,0.0808,0.0189,0.0221,0.0109,0.0086,0.0219,0.0777,0.167,0.2628,0.2669,0.1697,0.0339,0.3617,0.3674,0.129,0.0546,0.0482,0.0302,0.0091,0.0028,0.0106,0.0431,0.1002,0.2367,0.4857,0.1209,0.0683,0.1126,0.2578,0.2311,0.18,0.1218,0.0285,0.0822,0.2034,0.2695,0.1253,0.1972,0.0931,0.0293,0.1593,0.2428,0.2354,0.126,0.1028,0.1147,0.019,0.0075,0.0368,0.1135,0.1527,0.2023,0.3663,0.1208,0.0552,0.0955,0.1624,0.1245,0.1624,0.328,0.0721,1st_avenue,north_to_south,0.0,0.37825723509495457,0.12068851324528239,f1
1st_avenue/north_to_south/11_n00025_S_R.jpg,1st_avenue,north_to_south,11,n00025,S,R,2,7,3,3,5,4,5,5,6,1.6817971738055348,6.656903157941997,2.79716872330755,3.2995516508817677,4.71923865377903,4.262608960270882,4.561545312404633,5.230479842983186,5.584131298353896,1,7,2,2,5,5,6,6,6,0.6891,0.14,0.081,0.0243,0.0338,0.0189,0.0128,0.003,0.0046,0.0172,0.0195,0.0347,0.1053,0.8156,0.2207,0.2834,0.2041,0.136,0.0906,0.0567,0.0087,0.1673,0.2323,0.1753,0.1476,0.1303,0.1303,0.0168,0.01,0.0349,0.1127,0.2423,0.3112,0.2461,0.0428,0.0208,0.0977,0.2202,0.1636,0.2917,0.1688,0.0371,0.0354,0.0918,0.1586,0.1444,0.1741,0.3518,0.044,0.0073,0.0331,0.1002,0.1267,0.2122,0.3553,0.1652,0.0037,0.0145,0.0575,0.0727,0.1638,0.5455,0.1423,1st_avenue,north_to_south,0.0018345688593541828,0.04361767877760949,0.49047568155823945,f1
1st_avenue/north_to_south/12_n00023_S_L.jpg,1st_avenue,north_to_south,12,n00023,S,L,1,5,2,5,4,3,3,5,5,1.4282566187903285,4.6843813275918365,1.868340046145022,5.217918073059991,4.017789971083403,3.32898292131722,3.4607331547886133,5.285043244250119,4.727493330836296,1,5,1,6,4,3,3,6,6,0.7743,0.1264,0.0544,0.0119,0.0163,0.0081,0.0086,0.0103,0.0499,0.1216,0.2037,0.3306,0.2457,0.0383,0.49,0.3474,0.074,0.0256,0.0308,0.0205,0.0117,0.0032,0.014,0.0581,0.1554,0.2859,0.4225,0.0609,0.0553,0.1,0.2053,0.2555,0.2151,0.1325,0.0362,0.1077,0.2353,0.2751,0.1129,0.1695,0.0706,0.029,0.1251,0.1968,0.2337,0.1606,0.1232,0.1417,0.0189,0.0059,0.0301,0.0957,0.1288,0.1934,0.3727,0.1733,0.046,0.0795,0.1396,0.1176,0.151,0.3855,0.0808,1st_avenue,north_to_south,0.0,0.3529079115311164,0.14445494397013653,f1
