file,node_id,side,green_eye_level_argmax,green_eye_level_ev,green_eye_level_p4,green_eye_level_top,vertical_greenery_argmax,vertical_greenery_ev,vertical_greenery_p4,vertical_greenery_top,sky_openness_argmax,sky_openness_ev,sky_openness_p4,sky_openness_top,facade_variation_argmax,facade_variation_ev,facade_variation_p4,facade_variation_top
east_36th_street/west_to_east/25_n00385_E_L.jpg,n00385,L,1,1.9321961305288906,0.03025240209819364,0.5982152526974891,1,1.640074103196235,0.022032296273296795,0.6747784480788878,3,3.6797780540182923,0.1903530075991783,0.28132348885662894,5,4.498460753013594,0.1579623738847025,0.20282771139441108
east_37th_street/west_to_east/27_n00435_E_L.jpg,n00435,L,1,1.616059866592328,0.01524284881058048,0.7460073946405822,1,1.3687267523172002,0.009318526834704714,0.8004143596511358,3,3.0243043301309798,0.1406204512769902,0.3071432780263025,3,4.064686101824221,0.14134194880885842,0.19319155421245368
east_36th_street/east_to_west/24_n00384_W_L.jpg,n00384,L,1,2.072050458097273,0.055750297541970265,0.3635375936447743,1,1.8521610432585711,0.036892211215072794,0.4494391630360787,3,3.346884923818806,0.18105651893752556,0.35449142476221424,3,4.14409455477869,0.16385226127391647,0.2204873159341754
east_39th_street/east_to_west/35_n00514_W_R.jpg,n00514,R,1,2.08644605883924,0.055117751418197136,0.3708218755251277,1,1.5864725296920759,0.020580117460017575,0.6014391847104749,3,2.6522292964557006,0.10916099637854283,0.28314207820705256,7,5.114195925234622,0.15092295773947675,0.26904927528354117
east_35th_street/east_to_west/41_n00320_W_R.jpg,n00320,R,2,2.4260681999000755,0.08772478488523622,0.3310698551925812,1,1.9005844566809924,0.04315660425261507,0.46397721359916444,3,3.0683890174826383,0.15020068388965138,0.3280684538980621,3,4.302211621016551,0.1643587082031979,0.2013765017586152
lexington_avenue/south_to_north/01_n00689_N_L.jpg,n00689,L,1,2.096417925378013,0.053746734642583616,0.4294081137641502,1,1.6832164198038237,0.027285774162541666,0.601914559866035,3,3.365974799444408,0.18594871860786702,0.3367096573909052,7,5.05553109586437,0.1350008281956894,0.24445493794204826
madison_avenue/south_to_north/06_n00728_N_R.jpg,n00728,R,3,3.6104005752785304,0.2172826562752863,0.2969901731506946,3,2.8748937718505254,0.14534307177843772,0.32245770440960747,3,3.0259969022362414,0.1440745392758822,0.30980893471365606,7,4.646848019609385,0.15288372959507324,0.1993979665751123
east_39th_street/east_to_west/29_n00520_W_R.jpg,n00520,R,2,2.542967547068225,0.10354830910952975,0.31400635399745574,1,1.9154793410026818,0.04186105365470376,0.42278166062903716,3,2.790303490804841,0.1291185877162631,0.32971587772708205,7,5.193856349719443,0.13452163020067073,0.27602047267758606
3rd_avenue/south_to_north/31_n00110_N_L.jpg,n00110,L,3,2.7836940613579397,0.13346933727377014,0.33554188177214544,2,2.309003959144561,0.0794066593642005,0.3449268070980521,3,3.6444532462737755,0.2010558896223463,0.2925345737327191,5,4.527869970366157,0.1653377387801373,0.22248624935237182
east_34th_street/east_to_west/23_n00291_W_L.jpg,n00291,L,2,2.4907088206699233,0.09347170506235057,0.3113083126061828,1,2.008370401818303,0.049277870892198344,0.399904226066403,3,3.4422769309640198,0.1939950817355098,0.34047196684589304,5,4.683230701763542,0.15692653874580723,0.2247868827816084
madison_avenue/south_to_north/06_n00728_N_L.jpg,n00728,L,1,2.012895661406265,0.030423588057862286,0.6110741239975632,1,1.412724295786472,0.012150950216117205,0.7878300429440527,3,3.538298650503857,0.15991109516793636,0.2595613287732946,3,4.288040020646346,0.1405881524911087,0.17225219324184923
Park_Ave_West/south_to_north/25_n00233_N_L.jpg,n00233,L,1,2.0721565269629134,0.05240091773375723,0.41216517670758246,1,1.6265832826806805,0.022842382663795187,0.6470138035092298,3,3.043484091773192,0.1507044477959114,0.334352421216407,7,4.707213001325315,0.1362844932470103,0.21440560602260458
tunnel_approach_street/south_to_north/15_n00185_N_R.jpg,n00185,R,1,1.6752473414215545,0.014922350237634094,0.7418225912479717,1,1.4174460559188384,0.011009090968339403,0.7962963058704405,3,2.8139661486553367,0.11514371909865541,0.2677171499542075,1,2.590952382450306,0.10329187849372173,0.3386810389008716
east_40th_street/west_to_east/42_n00590_E_R.jpg,n00590,R,1,1.5557244991458112,0.020361895863117464,0.6956977374827428,1,1.321383168885047,0.00868833193263019,0.7944150364540894,1,2.2384195175143278,0.07332517680033872,0.3609191770864991,1,3.339991181230557,0.12829782840597947,0.2216787716639445
east_34th_street/west_to_east/45_n00311_E_L.jpg,n00311,L,1,1.9999103812598937,0.02207462608885832,0.6760748654019993,1,1.3906749270178285,0.009152761881136753,0.8239053001989871,3,3.6433299749137724,0.17871097070608952,0.2855793050991928,7,4.345532103883488,0.1335770287614574,0.18545332403635126
east_34th_street/east_to_west/04_n00310_W_L.jpg,n00310,L,1,2.2321764749717765,0.06893692026821713,0.3612036332547812,1,1.8879499383870666,0.04257028290062004,0.4796379328345116,3,3.629491089907058,0.2095027273922642,0.3244841598592974,5,4.602175875055702,0.17503336730040933,0.2318815394795554
east_35th_street/east_to_west/43_n00318_W_L.jpg,n00318,L,1,1.740173637016321,0.01919108549048878,0.7089754094553825,1,1.7093662680162829,0.02523805096749652,0.6715595900389387,3,2.909468514832796,0.11956974471290065,0.2736978779520114,1,3.849615149824996,0.1243353023931884,0.18090678044706346
east_36th_street/east_to_west/06_n00402_W_L.jpg,n00402,L,3,3.5651179932630988,0.1910992762607528,0.2737371009622233,3,3.311628988692191,0.18356706836943523,0.29795873996026456,5,4.006642242620904,0.22478852771056568,0.27541664495333634,3,3.773307004761249,0.13563227082473156,0.21673973527249724
east_35th_street/east_to_west/21_n00340_W_L.jpg,n00340,L,2,2.6536590113079734,0.11105384532739884,0.30662949543204265,1,1.9925102719491683,0.04908443284511708,0.4046072810963738,5,4.075559911810899,0.23833721340925948,0.30128643949538514,5,4.854017926463317,0.15220430256471443,0.22145594900326512
east_36th_street/west_to_east/43_n00403_E_R.jpg,n00403,R,3,3.7091292316726485,0.23155716037870755,0.2927156652322144,3,3.449234438570005,0.20755173440086228,0.3164785804269728,3,3.2727660673988797,0.1893864081864489,0.34833491914104237,3,3.7882372752130857,0.13704396513822772,0.2189956077649575
east_34th_street/west_to_east/33_n00299_E_R.jpg,n00299,R,1,1.6293787198976288,0.02367111986605539,0.6397840180876178,1,1.374685704388736,0.010475306584468847,0.7459403819652719,3,2.7807169758243626,0.1329589236787882,0.33425869298762645,3,4.332395235104104,0.17443642000603746,0.20393681267106128
lexington_avenue/north_to_south/16_n00706_S_L.jpg,n00706,L,2,2.307888861451249,0.07688928347640932,0.32881374952321113,1,1.8297435938420734,0.03522814575708179,0.4787700337182498,3,3.60818516625044,0.205381649547868,0.313169627313703,5,4.510661011007048,0.17303194972924132,0.21873287525678684
Park_Ave_East/north_to_south/04_n00135_S_R.jpg,n00135,R,1,2.1682990384267025,0.056264172345766195,0.40294817495234503,1,1.7292997966957917,0.029132086321124465,0.5760619431073796,3,3.237430643163693,0.1648121046037974,0.3277680230266591,5,4.741796880236703,0.1519473170594918,0.21428005912054435
east_36th_street/west_to_east/29_n00389_E_R.jpg,n00389,R,1,2.2411343923615887,0.03306370695865798,0.5420245195215083,1,1.7322018248465447,0.027444175505401933,0.6149426015752524,3,3.301826681236491,0.1981966112232957,0.3880501085152758,5,4.389506643272225,0.18262735870924302,0.2237597075565298
east_34th_street/east_to_west/16_n00298_W_L.jpg,n00298,L,2,2.603997631439575,0.10727746706148159,0.32531486508666135,1,2.0493788550918737,0.0557004625639145,0.368932416099958,3,2.837525604784917,0.12933450037092065,0.29604959243114165,7,4.7126480920442635,0.1411162308472418,0.21184053587351387
east_34th_street/east_to_west/27_n00287_W_L.jpg,n00287,L,1,2.0172716351682074,0.048446342985475614,0.4596461020812598,1,1.728222272718812,0.030812971178532603,0.581398126902277,3,3.2264174802695775,0.1634228788450508,0.3301232758122058,5,4.809135592162672,0.15789725540640348,0.23703185279894595
Park_Ave_East/north_to_south/04_n00135_S_L.jpg,n00135,L,1,2.3096797433141987,0.07339967397239239,0.3289545102921763,1,1.761992800527823,0.030877254107158875,0.5559313407769814,3,3.364920395251528,0.19056406428890896,0.3450669612225203,7,4.792692822986278,0.13245499229109867,0.24362201770178138
tudor_city_place/south_to_north/5_n00761_N_L.jpg,n00761,L,2,2.5889660284848097,0.10678369441468336,0.30898884324730125,1,2.0798391915708154,0.05894797438197585,0.3843890809736105,3,3.196649842262431,0.18435578611877948,0.37827352299166506,5,4.374726895250422,0.17162150549963778,0.2273615613183121
tudor_city_place/south_to_north/6_n00764_N_R.jpg,n00764,R,3,3.2511203690800348,0.1894467318594097,0.33248940340655153,3,2.988641012961783,0.15959185218516037,0.3274612262338727,3,2.7340638535443227,0.12815610858933277,0.32725810546397865,5,4.203426155864414,0.16936403570953754,0.210776935608083
Park_Ave_East/south_to_north/03_n00116_N_R.jpg,n00116,R,2,2.5822815563114503,0.10600823463485548,0.3164821269206385,1,2.278679589506416,0.07548350580340558,0.3278853825908845,3,2.927960854588451,0.1410846769471254,0.3331974416050218,5,4.893027389059904,0.16286718110433276,0.24449256844201298
east_36th_street/east_to_west/32_n00376_W_L.jpg,n00376,L,6,4.4999449907077596,0.1745315315798766,0.2172080022800335,3,4.247607965943672,0.18964751040136166,0.22521198240131435,3,3.4784630101777485,0.18797900251448427,0.3148056091311351,5,4.522646101588179,0.17084130448036428,0.21596363643574723
east_35th_street/east_to_west/19_n00342_W_L.jpg,n00342,L,2,2.5510046459458113,0.10480974412795566,0.30805296500852414,1,2.0448623966522588,0.056847447033984824,0.3945994709731158,3,2.665760956300844,0.1062580049231762,0.2756122944541408,3,3.7038175594277063,0.16466251409974028,0.23221138270120065
east_36th_street/west_to_east/45_n00405_E_L.jpg,n00405,L,2,2.458174366197997,0.095038478745144,0.32657412221922294,1,1.9051579256049775,0.043708706441026667,0.4414422931229462,3,2.9004463134533287,0.14702380246859065,0.36961781529288146,7,4.694613376147203,0.10836580231144154,0.26404975803536307
east_37th_street/west_to_east/06_n00413_E_L.jpg,n00413,L,5,4.699729366363903,0.1830118386423715,0.25408675797444435,5,4.501623576696425,0.19678934668271375,0.25666168752298213,5,3.9457911288328242,0.21312256861617956,0.27365479681842225,3,4.120532990945945,0.1790590301147914,0.2159864157791711
east_36th_street/west_to_east/11_n00371_E_L.jpg,n00371,L,3,3.3457304910571994,0.19221500796194466,0.33211774198023336,2,2.511851751998836,0.10076926754534055,0.3202440995799663,3,3.636003968435818,0.1939110213399056,0.29567899175423434,5,4.514645492804194,0.158203616533073,0.21288623680116311
east_38th_street/west_to_east/20_n00474_E_R.jpg,n00474,R,3,3.5896324634583534,0.208875176831286,0.3039115680152643,3,2.8756597574880582,0.13798310210778267,0.325872486246149,3,3.3811758233798384,0.1900225771152198,0.32323929631431064,7,5.009306900826092,0.13831506965020857,0.2624758689786659
east_36th_street/east_to_west/03_n00405_W_R.jpg,n00405,R,2,2.545245597531059,0.10417702518029016,0.3208878416690603,2,2.290342690891448,0.07793156642840683,0.3332710216747531,3,3.3194680354092485,0.19987323081560315,0.3792927218122732,3,4.075372574381895,0.1294628437661044,0.19434673187478624
Park_Ave_East/south_to_north/20_n00133_N_L.jpg,n00133,L,3,3.861633798552054,0.19891994988778022,0.25541825712839783,3,3.464964218998302,0.1791867499537896,0.29084880047712364,3,3.1653792120637494,0.1571128796086523,0.34316606287663465,5,4.789785923887807,0.14187650121605622,0.21298184292034836
Park_Ave_West/south_to_north/04_n00212_N_R.jpg,n00212,R,6,4.968240175438404,0.16040587188980182,0.3091904026238388,6,4.921178844455719,0.16143366800350586,0.27460793451633747,3,3.0180035621928227,0.15030965207471142,0.33872803935655776,5,4.399992891960506,0.1778239469060458,0.2213054703154414
east_38th_street/east_to_west/26_n00476_W_R.jpg,n00476,R,3,3.543377470524091,0.21233031472714037,0.31874552336713635,3,2.8515967462212886,0.1406632085060971,0.33743348437656795,3,3.540693283687877,0.18767015868836767,0.3192377153348148,3,4.153986251621917,0.1933993217596408,0.22260124198220854
east_35th_street/east_to_west/33_n00328_W_L.jpg,n00328,L,3,3.0906881647446465,0.15681807235115286,0.31678123498044053,2,2.6602980307254125,0.11822143777449266,0.3018890164965733,3,3.5774805442050583,0.2171317176107538,0.33630017762447145,5,4.5536108016871095,0.1777531066799209,0.2391929609153756
east_35th_street/east_to_west/46_n00315_W_L.jpg,n00315,L,1,1.8879961997708212,0.027794864472397127,0.6228005500187336,1,1.4357498775099853,0.012123800697917976,0.7618849205856288,3,3.29218777560709,0.14262438247667752,0.26645741565926867,7,4.621614009038929,0.12291467977363425,0.22256975296877
Park_Ave_West/south_to_north/04_n00212_N_L.jpg,n00212,L,1,2.1266441817567996,0.06142210988592735,0.347979932179415,1,1.6472989519975958,0.02495354131319801,0.5768836915184266,3,3.004132129755952,0.14678276377103103,0.33598909480264366,5,4.397196368443916,0.17306929876211535,0.21204893139744146
Park_Ave_West/south_to_north/20_n00228_N_L.jpg,n00228,L,2,2.517852491999177,0.0987206953008196,0.32369270486876217,1,2.034230937705353,0.05615590116173082,0.40850606542376955,3,3.077202276373318,0.15822751023775958,0.3402426073034136,7,4.999205595137847,0.13969947366373509,0.2376368283685135
