file,field,typology,n_keep,keep,gap,ev1,evp,ev2,top1,top2,final,rounds
1st_avenue/north_to_south/041_n00005_S_L.jpg,green_softening,avenue_secondary,3,2;3;5,1,3.4276017379015684,3.1626837849617004,2.7932356372475624,3,3,2,3
east_34th_street/east_to_west/008_n00306_W_L.jpg,vertical_greenery,mid_block,3,1;2;3,0,2.1231578662991524,1.7012801468372345,1.2789749130606651,1,1,1,2
east_34th_street/east_to_west/008_n00306_W_L.jpg,sky_openness,mid_block,2,2;3,0,2.898154065012932,2.348644942045212,2.5312095284461975,2,3,3,2
east_34th_street/east_to_west/008_n00306_W_L.jpg,vertical_hardscape,mid_block,3,5;6;7,0,5.358832218218595,5.955847412347794,6.831839445978403,5,7,7,2
east_34th_street/east_to_west/008_n00306_W_L.jpg,green_softening,mid_block,3,2;3;5,1,3.7027648091316223,3.3529117703437805,2.665850520133972,3,2,2,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,vertical_greenery,avenue_secondary,3,2;3;4,0,3.118431832641363,3.000000089406967,2.6068251729011536,3,2,2,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,sky_openness,avenue_secondary,3,2;3;4,0,2.9862092044204473,2.746195614337921,3.0645362436771393,2,3,3,2
2nd_avenue/north_to_south/019_n00061_S_R.jpg,vertical_hardscape,avenue_secondary,3,4;5;6,0,4.692997194826603,4.972554832696915,5.203052818775177,5,5,5,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.276808519847691,4.095589101314545,3.8445824831724167,5,4,3,3
east_38th_street/west_to_east/013_n00467_E_R.jpg,vertical_greenery,mid_block,3,3;4;5,0,4.034885735716671,4.000000238418579,4.060651794075966,4,4,4,2
east_38th_street/west_to_east/013_n00467_E_R.jpg,sky_openness,mid_block,3,1;2;3,0,2.7469887379556894,1.9686720073223114,2.0000001192092896,2,2,2,2
east_38th_street/west_to_east/013_n00467_E_R.jpg,vertical_hardscape,mid_block,3,4;5;6,0,4.772457741666585,4.972554832696915,5.386210054159164,5,6,5,3
east_38th_street/west_to_east/013_n00467_E_R.jpg,green_softening,mid_block,3,3;4;5,0,4.119595428928733,4.048600256443024,3.94322107732296,5,4,4,2
Park_Ave_West/south_to_north/021_n00229_N_R.jpg,vertical_greenery,avenue_canyon,3,2;3;4,0,3.140645143808797,3.0765292048454285,2.790364623069763,3,3,3,2
Park_Ave_West/south_to_north/021_n00229_N_R.jpg,sky_openness,avenue_canyon,3,2;3;4,0,3.263372663408518,2.8783125281333923,3.155418038368225,2,3,3,3
Park_Ave_West/south_to_north/021_n00229_N_R.jpg,vertical_hardscape,avenue_canyon,3,5;6;7,0,6.1703022692818195,6.419169291853905,6.892500082030892,7,7,7,2
Park_Ave_West/south_to_north/021_n00229_N_R.jpg,green_softening,avenue_canyon,3,3;4;5,0,3.8756751623004675,3.9044106900691986,3.4774314165115356,3,3,3,3
2nd_avenue/north_to_south/026_n00054_S_R.jpg,vertical_greenery,avenue_secondary,2,2;3,0,2.9033794291317463,2.731058657169342,2.348645269870758,3,2,2,2
2nd_avenue/north_to_south/026_n00054_S_R.jpg,sky_openness,avenue_secondary,5,2;3;4;5;6,0,4.013875465840101,3.975127086043358,4.266379296779633,4,4,5,4
2nd_avenue/north_to_south/026_n00054_S_R.jpg,vertical_hardscape,avenue_secondary,3,4;5;6,0,4.678646294865757,4.935463517904282,5.27477753162384,5,5,5,3
2nd_avenue/north_to_south/026_n00054_S_R.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.058786818757653,4.0,3.7904530093073845,3,4,4,2
1st_avenue/south_to_north/039_n00038_N_L.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.5822000252082944,2.1649537682533264,1.656502142548561,3,1,1,2
1st_avenue/south_to_north/039_n00038_N_L.jpg,sky_openness,avenue_secondary,2,1;2,0,2.603391045704484,1.651354968547821,1.4378235340118408,2,1,1,2
1st_avenue/south_to_north/039_n00038_N_L.jpg,vertical_hardscape,avenue_secondary,2,5;6,0,5.149450135417283,5.622459501028061,5.777300029993057,6,6,6,2
1st_avenue/south_to_north/039_n00038_N_L.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.276383210904896,4.148615807294846,3.8197575509548187,5,4,3,3
Tunnel_Exit_Street/north_to_south/014_n00253_S_L.jpg,vertical_greenery,other,3,1;2;3,0,2.368433838710189,1.6732646375894547,1.1890293583273888,1,1,1,2
Tunnel_Exit_Street/north_to_south/014_n00253_S_L.jpg,sky_openness,other,2,1;2,0,2.1184199638664722,1.4687905311584473,1.3486452102661133,1,1,1,2
Tunnel_Exit_Street/north_to_south/014_n00253_S_L.jpg,vertical_hardscape,other,2,5;6,0,5.009622537530959,5.5,5.705785036087036,5,6,6,2
Tunnel_Exit_Street/north_to_south/014_n00253_S_L.jpg,green_softening,other,3,1;2;3,0,2.852908570319414,1.9628921151161194,1.761635273694992,2,2,1,3
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,vertical_greenery,avenue_canyon,2,1;2,0,1.7570226080715656,1.2018132507801056,1.1066906154155731,1,1,1,2
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,sky_openness,avenue_canyon,3,5;6;7,0,5.7035196726210415,6.060651883482933,6.710724264383316,6,7,7,2
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,vertical_hardscape,avenue_canyon,3,3;4;5,0,3.881755441427231,3.863672375679016,4.0,3,3,3,3
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,green_softening,avenue_canyon,3,2;3;5,1,3.6266015507280827,3.2415882349014282,2.934793844819069,3,3,2,3
Park_Ave_Tunnel_Segment/west_to_east/051_n00203_E_L.jpg,vertical_greenery,avenue_canyon,2,1;2,0,1.734396792948246,1.2018131613731384,1.1066906154155731,1,1,1,2
Park_Ave_Tunnel_Segment/west_to_east/051_n00203_E_L.jpg,sky_openness,avenue_canyon,4,3;4;5;6,0,4.363974085077643,4.523447334766388,4.92821192741394,4,5,6,3
Park_Ave_Tunnel_Segment/west_to_east/051_n00203_E_L.jpg,vertical_hardscape,avenue_canyon,3,5;6;7,0,5.138888694345951,6.045725047588348,6.553949058055878,7,7,7,2
Park_Ave_Tunnel_Segment/west_to_east/051_n00203_E_L.jpg,green_softening,avenue_canyon,3,2;3;5,1,3.8340904265642166,3.419375240802765,2.7566889375448227,3,2,2,3
east_41st_street/east_to_west/023_n00618_W_R.jpg,vertical_greenery,mid_block,2,2;3,0,2.8776307641528547,2.705785036087036,2.245085045695305,3,2,2,2
east_41st_street/east_to_west/023_n00618_W_R.jpg,sky_openness,mid_block,3,1;2;3,0,2.6958912294358015,1.894756868481636,2.0000001192092896,2,2,2,2
east_41st_street/east_to_west/023_n00618_W_R.jpg,vertical_hardscape,mid_block,1,7,0,6.55099034763407,7.0,7.0,7,7,7,1
east_41st_street/east_to_west/023_n00618_W_R.jpg,green_softening,mid_block,3,3;4;5,0,3.838341884315014,3.8552032113075256,3.4898116514086723,3,3,3,3
1st_avenue/south_to_north/037_n00036_N_L.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.573068305850029,2.1922187358140945,1.6083498746156693,3,1,1,2
1st_avenue/south_to_north/037_n00036_N_L.jpg,sky_openness,avenue_secondary,2,1;2,0,2.4085773918777704,1.5621765553951263,1.407333493232727,2,1,1,2
1st_avenue/south_to_north/037_n00036_N_L.jpg,vertical_hardscape,avenue_secondary,2,5;6,0,5.325407424010336,5.705785036087036,5.851953074336052,6,6,6,2
1st_avenue/south_to_north/037_n00036_N_L.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.086497496813536,4.100743532180786,3.6500972658395767,5,3,3,3
east_38th_street/east_to_west/003_n00499_W_L.jpg,vertical_greenery,mid_block,2,3;4,0,3.6151144825853407,3.4687907099723816,3.3775407671928406,3,3,3,2
east_38th_street/east_to_west/003_n00499_W_L.jpg,sky_openness,mid_block,3,2;3;4,0,3.6790805608034134,3.0831171572208405,3.33165280520916,4,3,3,3
east_38th_street/east_to_west/003_n00499_W_L.jpg,vertical_hardscape,mid_block,2,5;6,0,5.165914174634963,5.268941283226013,5.5,5,5,5,2
east_38th_street/east_to_west/003_n00499_W_L.jpg,green_softening,mid_block,3,3;4;5,0,4.444859866052866,4.189268171787262,4.0567788034677505,5,4,4,2
2nd_avenue/north_to_south/027_n00053_S_R.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.774902925826609,2.288198158144951,1.720714807510376,3,1,1,2
2nd_avenue/north_to_south/027_n00053_S_R.jpg,sky_openness,avenue_secondary,4,2;3;4;5,0,3.8340249210596085,3.4455852806568146,3.868084579706192,4,4,5,4
2nd_avenue/north_to_south/027_n00053_S_R.jpg,vertical_hardscape,avenue_secondary,3,4;5;6,0,4.889082395005971,5.06840243935585,5.401807874441147,5,6,5,3
2nd_avenue/north_to_south/027_n00053_S_R.jpg,green_softening,avenue_secondary,3,3;4;5,0,3.9103631637990475,3.9044106900691986,3.912049740552902,3,4,4,2
1st_avenue/south_to_north/042_n00041_N_L.jpg,vertical_greenery,avenue_secondary,2,1;2,0,1.6540785012766719,1.2227001786231995,1.1329642236232758,1,1,1,2
1st_avenue/south_to_north/042_n00041_N_L.jpg,sky_openness,avenue_secondary,3,2;3;4,0,3.2223894149065018,2.78301402926445,3.2025063931941986,2,3,3,3
1st_avenue/south_to_north/042_n00041_N_L.jpg,vertical_hardscape,avenue_secondary,3,5;6;7,0,4.986219129525125,5.737185686826706,6.52780456840992,5,7,7,2
1st_avenue/south_to_north/042_n00041_N_L.jpg,green_softening,avenue_secondary,3,2;3;5,1,3.349449001252651,3.1328087747097015,2.633516639471054,3,2,2,3
east_35th_street/east_to_west/023_n00338_W_R.jpg,vertical_greenery,mid_block,3,1;2;3,0,2.467543109320104,2.042496621608734,1.4736545979976654,3,1,1,2
east_35th_street/east_to_west/023_n00338_W_R.jpg,sky_openness,mid_block,3,2;3;4,0,3.0355984549969435,2.790898472070694,3.0995171666145325,2,3,3,2
east_35th_street/east_to_west/023_n00338_W_R.jpg,vertical_hardscape,mid_block,3,4;5;6,0,4.838453924283385,5.027445167303085,5.380088150501251,5,5,5,3
east_35th_street/east_to_west/023_n00338_W_R.jpg,green_softening,mid_block,3,2;3;5,1,3.724658075720072,3.3348336815834045,2.7509189769625664,3,2,2,3
2nd_avenue/south_to_north/026_n00071_N_R.jpg,vertical_greenery,avenue_secondary,3,3;4;5,0,3.782132270745933,3.808578133583069,3.7713191360235214,4,4,3,3
2nd_avenue/south_to_north/026_n00071_N_R.jpg,sky_openness,avenue_secondary,2,2;3,0,3.1839554347097874,2.437823563814163,2.5,2,2,2,2
2nd_avenue/south_to_north/026_n00071_N_R.jpg,vertical_hardscape,avenue_secondary,3,4;5;6,0,4.8611662816256285,4.972554534673691,5.294521361589432,5,5,5,3
2nd_avenue/south_to_north/026_n00071_N_R.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.566297326469794,4.318007603287697,4.025539845228195,5,4,4,2
tudor_city_place/south_to_north/005_n00765_N_R.jpg,vertical_greenery,other,2,3;4,0,3.638121078722179,3.468790829181671,3.3208214044570923,3,3,3,2
tudor_city_place/south_to_north/005_n00765_N_R.jpg,sky_openness,other,3,1;2;3,0,2.5304793938994408,1.9354638308286667,2.0000001192092896,2,2,2,2
tudor_city_place/south_to_north/005_n00765_N_R.jpg,vertical_hardscape,other,3,4;5;6,0,4.856043953448534,4.97446021437645,5.277567356824875,5,5,5,3
tudor_city_place/south_to_north/005_n00765_N_R.jpg,green_softening,other,3,3;4;5,0,4.569911269471049,4.286718904972076,4.3131450936198235,5,4,5,3
3rd_avenue/north_to_south/020_n00094_S_R.jpg,vertical_greenery,avenue_secondary,2,2;3,0,2.7539349698927253,2.6224594116210938,2.407333552837372,3,2,2,2
3rd_avenue/north_to_south/020_n00094_S_R.jpg,sky_openness,avenue_secondary,4,1;2;3;4,0,2.983936360105872,2.4228873550891876,2.44893479347229,2,2,2,2
3rd_avenue/north_to_south/020_n00094_S_R.jpg,vertical_hardscape,avenue_secondary,4,3;4;5;6,0,4.785908425226808,4.687665700912476,4.95522753149271,5,5,5,2
3rd_avenue/north_to_south/020_n00094_S_R.jpg,green_softening,avenue_secondary,4,2;3;4;5,0,3.724961446598172,3.50891450047493,3.036775514483452,3,3,3,2
Tunnel_Exit_Street/north_to_south/013_n00254_S_L.jpg,vertical_greenery,other,1,1,0,1.2766293557360768,1.0,1.0,1,1,1,1
Tunnel_Exit_Street/north_to_south/013_n00254_S_L.jpg,sky_openness,other,2,1;2,0,1.8546407967805862,1.377540647983551,1.2450850307941437,1,1,1,2
Tunnel_Exit_Street/north_to_south/013_n00254_S_L.jpg,vertical_hardscape,other,2,5;6,0,5.384869138710201,5.754914715886116,5.777300029993057,6,6,6,2
Tunnel_Exit_Street/north_to_south/013_n00254_S_L.jpg,green_softening,other,3,1;2;3,0,2.91006825491786,1.9203976392745972,1.6710489392280579,1,1,1,3
Park_Ave_West/north_to_south/013_n00233_S_L.jpg,vertical_greenery,avenue_canyon,3,2;3;4,0,3.0909062582068145,3.0274451673030853,2.8046674132347107,3,3,3,2
Park_Ave_West/north_to_south/013_n00233_S_L.jpg,sky_openness,avenue_canyon,3,1;2;3,0,2.8738409020006657,1.9999999403953552,2.093737930059433,2,2,2,2
Park_Ave_West/north_to_south/013_n00233_S_L.jpg,vertical_hardscape,avenue_canyon,2,5;7,1,6.016715321689844,6.462116926908493,6.509830072522163,7,7,7,2
Park_Ave_West/north_to_south/013_n00233_S_L.jpg,green_softening,avenue_canyon,3,2;3;5,1,3.4709301069378853,3.227330729365349,2.7556662634015083,3,3,2,3
lexington_avenue/north_to_south/028_n00695_S_R.jpg,vertical_greenery,avenue_canyon,3,1;2;3,0,2.4055941719561815,1.8636724352836609,1.3108969032764435,1,1,1,2
lexington_avenue/north_to_south/028_n00695_S_R.jpg,sky_openness,avenue_canyon,3,1;2;3,0,2.915330432355404,2.0000000596046448,1.9999998807907104,2,2,2,2
lexington_avenue/north_to_south/028_n00695_S_R.jpg,vertical_hardscape,avenue_canyon,3,4;5;6,0,4.844093703664839,4.999999701976776,5.349448412656784,5,5,5,3
lexington_avenue/north_to_south/028_n00695_S_R.jpg,green_softening,avenue_canyon,2,3;5,1,4.012694504112005,4.062418907880783,3.4036264419555664,5,3,3,2
east_41st_street/east_to_west/010_n00631_W_L.jpg,vertical_greenery,mid_block,2,2;3,0,2.807573826983571,2.679178535938263,2.348645269870758,3,2,2,2
east_41st_street/east_to_west/010_n00631_W_L.jpg,sky_openness,mid_block,2,1;2,0,2.4902080185711384,1.5621765553951263,1.3775407075881958,2,1,1,2
east_41st_street/east_to_west/010_n00631_W_L.jpg,vertical_hardscape,mid_block,3,5;6;7,0,5.444746172521263,6.045724660158157,6.636501371860504,7,7,7,2
east_41st_street/east_to_west/010_n00631_W_L.jpg,green_softening,mid_block,4,2;3;4;5,0,3.6609212160110474,3.43997560441494,2.9072328452020884,3,3,2,3
2nd_avenue/south_to_north/027_n00072_N_L.jpg,vertical_greenery,avenue_secondary,3,2;3;4,0,3.0951186660677195,3.0274452567100525,2.7760717272758484,3,3,2,3
2nd_avenue/south_to_north/027_n00072_N_L.jpg,sky_openness,avenue_secondary,3,1;2;3,0,2.9798356760293245,2.064536139369011,2.035207062959671,2,2,2,2
2nd_avenue/south_to_north/027_n00072_N_L.jpg,vertical_hardscape,avenue_secondary,3,4;5;6,0,4.920205789618194,5.031328320503235,5.386210054159164,5,6,5,3
2nd_avenue/south_to_north/027_n00072_N_L.jpg,green_softening,avenue_secondary,3,3;4;5,0,4.0396654568612576,3.9527917206287384,3.7411152869462967,3,4,3,3
1st_avenue/south_to_north/001_n00000_N_L.jpg,vertical_greenery,avenue_secondary,2,2;3,0,2.777694963850081,2.6224592328071594,2.348645269870758,3,2,2,2
1st_avenue/south_to_north/001_n00000_N_L.jpg,sky_openness,avenue_secondary,3,2;3;4,0,3.405208917334676,2.9592355489730835,3.1459615528583527,2,3,3,2
1st_avenue/south_to_north/001_n00000_N_L.jpg,vertical_hardscape,avenue_secondary,2,5;6,0,5.00231337826699,5.2689414620399475,5.5,5,5,5,2
1st_avenue/south_to_north/001_n00000_N_L.jpg,green_softening,avenue_secondary,3,2;3;5,1,3.7367734909057617,3.3348335921764374,2.6594595536589622,3,2,2,3
tudor_city_place/north_to_south/005_n00765_S_L.jpg,vertical_greenery,other,3,1;2;3,0,2.5546015836298466,2.1922187209129333,1.6502934247255325,3,1,1,2
tudor_city_place/north_to_south/005_n00765_S_L.jpg,sky_openness,other,3,1;2;3,0,2.917140431702137,2.07222056388855,2.072220504283905,2,2,2,2
tudor_city_place/north_to_south/005_n00765_S_L.jpg,vertical_hardscape,other,2,5;6,0,5.0856366800144315,5.222700119018555,5.5,5,5,5,2
tudor_city_place/north_to_south/005_n00765_S_L.jpg,green_softening,other,3,3;4;5,0,3.967047182843089,4.000000238418579,3.725222647190094,3,4,3,3
tudor_city_place/north_to_south/002_n00761_S_R.jpg,vertical_greenery,other,3,3;4;5,0,4.132650138810277,3.999999761581421,3.883633404970169,4,3,3,3
tudor_city_place/north_to_south/002_n00761_S_R.jpg,sky_openness,other,3,2;3;4,0,3.0503824427723885,2.765617936849594,3.0313280522823334,2,3,3,2
tudor_city_place/north_to_south/002_n00761_S_R.jpg,vertical_hardscape,other,3,3;4;5,0,4.555908862501383,4.308664858341217,4.391650572419167,5,5,5,2
tudor_city_place/north_to_south/002_n00761_S_R.jpg,green_softening,other,4,3;4;5;6,0,4.527995280455798,4.511905819177628,4.836985561996698,5,5,5,2
east_39th_street/west_to_east/003_n00504_E_L.jpg,vertical_greenery,mid_block,3,2;3;4,0,2.861093781888485,2.917800545692444,2.4905445873737335,3,2,2,3
east_39th_street/west_to_east/003_n00504_E_L.jpg,sky_openness,mid_block,3,1;2;3,0,2.6928892880678177,1.8947566747665405,1.9168830513954163,2,1,1,2
east_39th_street/west_to_east/003_n00504_E_L.jpg,vertical_hardscape,mid_block,3,5;6;7,0,5.154389941133559,5.74619559943676,6.8024703077971935,5,7,7,2
east_39th_street/west_to_east/003_n00504_E_L.jpg,green_softening,mid_block,3,2;3;5,1,3.4872375447303057,3.16268353164196,2.8820548355579376,3,3,2,3
madison_avenue/south_to_north/014_n00736_N_L.jpg,vertical_greenery,avenue_canyon,3,1;2;3,0,2.41717816516757,1.8552034497261047,1.2897565364837646,1,1,1,2
madison_avenue/south_to_north/014_n00736_N_L.jpg,sky_openness,avenue_canyon,2,1;2,0,2.4569363854825497,1.5312093198299408,1.3775407075881958,2,1,1,2
madison_avenue/south_to_north/014_n00736_N_L.jpg,vertical_hardscape,avenue_canyon,2,5;6,0,4.929101797286421,5.245085179805756,5.531209707260132,5,6,6,2
madison_avenue/south_to_north/014_n00736_N_L.jpg,green_softening,avenue_canyon,3,2;3;5,1,3.8322389125823975,3.53460693359375,2.7240777760744095,3,2,2,3
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_R.jpg,vertical_greenery,avenue_canyon,2,3;4,0,3.5362353045493364,3.4073336124420166,3.3775407671928406,3,3,3,2
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_R.jpg,sky_openness,avenue_canyon,3,1;2;3,0,2.9079150687903166,2.1052431017160416,2.075962632894516,2,2,2,3
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_R.jpg,vertical_hardscape,avenue_canyon,3,3;4;5,0,4.638413450680673,4.343497768044472,4.349706843495369,5,5,5,2
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_R.jpg,green_softening,avenue_canyon,4,3;4;5;6,0,4.6682778666727245,4.590331166982651,4.874737221747637,5,5,5,2
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_R.jpg,vertical_greenery,avenue_canyon,3,1;2;3,0,2.264523503370583,2.0389645397663116,1.4271713197231293,2,1,1,2
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_R.jpg,sky_openness,avenue_canyon,3,2;3;4,0,3.295086905360222,2.9203975200653076,3.0645362436771393,2,3,3,2
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_R.jpg,vertical_hardscape,avenue_canyon,3,4;5;6,0,4.6553389532491565,4.935464113950729,5.3297021090984344,5,5,5,3
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_R.jpg,green_softening,avenue_canyon,4,2;3;4;5,0,3.746718317270279,3.460682764649391,2.9555706456303596,3,3,2,3
1st_avenue/south_to_north/023_n00022_N_R.jpg,vertical_greenery,avenue_secondary,1,1,0,1.4939864315092564,1.0,1.0,1,1,1,1
1st_avenue/south_to_north/023_n00022_N_R.jpg,sky_openness,avenue_secondary,4,4;5;6;7,0,5.268223599996418,5.58062070608139,6.094740018248558,6,6,7,3
1st_avenue/south_to_north/023_n00022_N_R.jpg,vertical_hardscape,avenue_secondary,3,3;4;5,0,4.460172697901726,4.231486648321152,4.326735273003578,5,5,5,2
1st_avenue/south_to_north/023_n00022_N_R.jpg,green_softening,avenue_secondary,4,2;3;4;5,0,3.6590183451771736,3.392197772860527,3.114492405205965,3,3,3,2
1st_avenue/south_to_north/027_n00026_N_R.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.020519472658634,1.5811264365911484,1.3108969032764435,1,1,1,2
1st_avenue/south_to_north/027_n00026_N_R.jpg,sky_openness,avenue_secondary,4,4;5;6;7,0,5.207365170586854,5.5454680025577545,6.105386361479759,6,6,7,3
1st_avenue/south_to_north/027_n00026_N_R.jpg,vertical_hardscape,avenue_secondary,3,3;4;5,0,4.479104017838836,4.238068252801895,4.5263452231884,5,5,5,2
1st_avenue/south_to_north/027_n00026_N_R.jpg,green_softening,avenue_secondary,3,2;3;5,1,3.7277820706367493,3.3529116809368134,2.7685046046972275,3,2,2,3
Tunnel_Exit_Street/north_to_south/006_n00261_S_L.jpg,vertical_greenery,other,3,3;4;5,0,3.7415890395641327,3.856380835175514,4.128521084785461,4,4,4,2
Tunnel_Exit_Street/north_to_south/006_n00261_S_L.jpg,sky_openness,other,2,1;2,0,2.3366791252046824,1.5926666557788849,1.407333493232727,2,1,1,2
Tunnel_Exit_Street/north_to_south/006_n00261_S_L.jpg,vertical_hardscape,other,3,5;6;7,0,5.44432280305773,5.916882753372192,6.565800003707409,5,7,7,2
Tunnel_Exit_Street/north_to_south/006_n00261_S_L.jpg,green_softening,other,3,3;4;5,0,4.691333970054984,4.453586012125015,4.215906322002411,5,4,5,3
1st_avenue/south_to_north/018_n00017_N_L.jpg,vertical_greenery,avenue_secondary,1,1,0,1.6156407902017236,1.0,1.0,1,1,1,1
1st_avenue/south_to_north/018_n00017_N_L.jpg,sky_openness,avenue_secondary,3,2;3;4,0,3.1498643457889557,2.7908985316753387,3.2527443170547485,2,3,3,3
1st_avenue/south_to_north/018_n00017_N_L.jpg,vertical_hardscape,avenue_secondary,3,5;6;7,0,5.167723713442683,5.904411107301712,6.442846894264221,5,7,7,2
1st_avenue/south_to_north/018_n00017_N_L.jpg,green_softening,avenue_secondary,3,1;2;3,0,2.9129293709993362,2.1052432507276535,1.8097791820764542,2,2,2,2
