file,street,direction,seq,node_id,cardinal,vlm_p_yes
2nd_avenue/north_to_south/13_n00066_S.jpg,2nd_avenue,north_to_south,13,n00066,S,0.13296
2nd_avenue/north_to_south/14_n00065_S.jpg,2nd_avenue,north_to_south,14,n00065,S,0.14805
2nd_avenue/north_to_south/15_n00064_S.jpg,2nd_avenue,north_to_south,15,n00064,S,0.29421
2nd_avenue/north_to_south/16_n00063_S.jpg,2nd_avenue,north_to_south,16,n00063,S,0.32082
2nd_avenue/north_to_south/17_n00062_S.jpg,2nd_avenue,north_to_south,17,n00062,S,0.14805
2nd_avenue/north_to_south/18_n00061_S.jpg,2nd_avenue,north_to_south,18,n00061,S,0.20181
2nd_avenue/north_to_south/19_n00060_S.jpg,2nd_avenue,north_to_south,19,n00060,S,0.26894
2nd_avenue/north_to_south/20_n00059_S.jpg,2nd_avenue,north_to_south,20,n00059,S,0.26894
2nd_avenue/north_to_south/21_n00058_S.jpg,2nd_avenue,north_to_south,21,n00058,S,0.34865
2nd_avenue/north_to_south/22_n00056_S.jpg,2nd_avenue,north_to_south,22,n00056,S,0.32082
2nd_avenue/north_to_south/23_n00055_S.jpg,2nd_avenue,north_to_south,23,n00055,S,0.20181
2nd_avenue/north_to_south/24_n00054_S.jpg,2nd_avenue,north_to_south,24,n00054,S,0.32082
2nd_avenue/north_to_south/25_n00053_S.jpg,2nd_avenue,north_to_south,25,n00053,S,0.26894
2nd_avenue/north_to_south/26_n00052_S.jpg,2nd_avenue,north_to_south,26,n00052,S,0.2227
2nd_avenue/north_to_south/27_n00051_S.jpg,2nd_avenue,north_to_south,27,n00051,S,0.43782
2nd_avenue/north_to_south/28_n00050_S.jpg,2nd_avenue,north_to_south,28,n00050,S,0.40733
2nd_avenue/north_to_south/29_n00049_S.jpg,2nd_avenue,north_to_south,29,n00049,S,0.32082
2nd_avenue/north_to_south/30_n00048_S.jpg,2nd_avenue,north_to_south,30,n00048,S,0.37754
2nd_avenue/north_to_south/31_n00047_S.jpg,2nd_avenue,north_to_south,31,n00047,S,0.20181
2nd_avenue/north_to_south/32_n00046_S.jpg,2nd_avenue,north_to_south,32,n00046,S,0.34865
2nd_avenue/south_to_north/01_n00046_N.jpg,2nd_avenue,south_to_north,1,n00046,N,0.2227
2nd_avenue/south_to_north/02_n00047_N.jpg,2nd_avenue,south_to_north,2,n00047,N,0.40733
2nd_avenue/south_to_north/03_n00048_N.jpg,2nd_avenue,south_to_north,3,n00048,N,0.46879
2nd_avenue/south_to_north/04_n00049_N.jpg,2nd_avenue,south_to_north,4,n00049,N,0.37754
2nd_avenue/south_to_north/05_n00050_N.jpg,2nd_avenue,south_to_north,5,n00050,N,0.26894
2nd_avenue/south_to_north/06_n00051_N.jpg,2nd_avenue,south_to_north,6,n00051,N,0.24509
2nd_avenue/south_to_north/07_n00052_N.jpg,2nd_avenue,south_to_north,7,n00052,N,0.18243
2nd_avenue/south_to_north/08_n00053_N.jpg,2nd_avenue,south_to_north,8,n00053,N,0.32082
2nd_avenue/south_to_north/09_n00054_N.jpg,2nd_avenue,south_to_north,9,n00054,N,0.18243
2nd_avenue/south_to_north/10_n00055_N.jpg,2nd_avenue,south_to_north,10,n00055,N,0.26894
2nd_avenue/south_to_north/11_n00056_N.jpg,2nd_avenue,south_to_north,11,n00056,N,0.29421
2nd_avenue/south_to_north/12_n00058_N.jpg,2nd_avenue,south_to_north,12,n00058,N,0.13296
2nd_avenue/south_to_north/13_n00059_N.jpg,2nd_avenue,south_to_north,13,n00059,N,0.20181
2nd_avenue/south_to_north/14_n00060_N.jpg,2nd_avenue,south_to_north,14,n00060,N,0.18243
2nd_avenue/south_to_north/15_n00061_N.jpg,2nd_avenue,south_to_north,15,n00061,N,0.16452
2nd_avenue/south_to_north/16_n00062_N.jpg,2nd_avenue,south_to_north,16,n00062,N,0.29421
2nd_avenue/south_to_north/17_n00063_N.jpg,2nd_avenue,south_to_north,17,n00063,N,0.16452
2nd_avenue/south_to_north/18_n00064_N.jpg,2nd_avenue,south_to_north,18,n00064,N,0.18243
2nd_avenue/south_to_north/19_n00065_N.jpg,2nd_avenue,south_to_north,19,n00065,N,0.37754
2nd_avenue/south_to_north/20_n00066_N.jpg,2nd_avenue,south_to_north,20,n00066,N,0.65135
2nd_avenue/south_to_north/21_n00067_N.jpg,2nd_avenue,south_to_north,21,n00067,N,0.43782
2nd_avenue/south_to_north/22_n00068_N.jpg,2nd_avenue,south_to_north,22,n00068,N,0.5
2nd_avenue/south_to_north/23_n00069_N.jpg,2nd_avenue,south_to_north,23,n00069,N,0.59267
2nd_avenue/south_to_north/24_n00070_N.jpg,2nd_avenue,south_to_north,24,n00070,N,0.34865
2nd_avenue/south_to_north/25_n00071_N.jpg,2nd_avenue,south_to_north,25,n00071,N,0.40733
2nd_avenue/south_to_north/26_n00072_N.jpg,2nd_avenue,south_to_north,26,n00072,N,0.2227
2nd_avenue/south_to_north/27_n00073_N.jpg,2nd_avenue,south_to_north,27,n00073,N,0.53121
2nd_avenue/south_to_north/28_n00074_N.jpg,2nd_avenue,south_to_north,28,n00074,N,0.5
2nd_avenue/south_to_north/29_n00075_N.jpg,2nd_avenue,south_to_north,29,n00075,N,0.79819
2nd_avenue/south_to_north/30_n00076_N.jpg,2nd_avenue,south_to_north,30,n00076,N,0.16452
2nd_avenue/south_to_north/31_n00077_N.jpg,2nd_avenue,south_to_north,31,n00077,N,0.2227
2nd_avenue/south_to_north/32_n00078_N.jpg,2nd_avenue,south_to_north,32,n00078,N,0.37754
3rd_avenue/north_to_south/01_n00113_S.jpg,3rd_avenue,north_to_south,1,n00113,S,0.18243
3rd_avenue/north_to_south/02_n00112_S.jpg,3rd_avenue,north_to_south,2,n00112,S,0.14805
3rd_avenue/north_to_south/03_n00111_S.jpg,3rd_avenue,north_to_south,3,n00111,S,0.20181
3rd_avenue/north_to_south/04_n00110_S.jpg,3rd_avenue,north_to_south,4,n00110,S,0.18243
3rd_avenue/north_to_south/05_n00109_S.jpg,3rd_avenue,north_to_south,5,n00109,S,0.65135
3rd_avenue/north_to_south/06_n00108_S.jpg,3rd_avenue,north_to_south,6,n00108,S,0.9149
3rd_avenue/north_to_south/07_n00107_S.jpg,3rd_avenue,north_to_south,7,n00107,S,0.59267
3rd_avenue/north_to_south/08_n00106_S.jpg,3rd_avenue,north_to_south,8,n00106,S,0.79819
3rd_avenue/north_to_south/09_n00105_S.jpg,3rd_avenue,north_to_south,9,n00105,S,0.46879
3rd_avenue/north_to_south/10_n00104_S.jpg,3rd_avenue,north_to_south,10,n00104,S,0.16452
3rd_avenue/north_to_south/11_n00103_S.jpg,3rd_avenue,north_to_south,11,n00103,S,0.18243
3rd_avenue/north_to_south/12_n00102_S.jpg,3rd_avenue,north_to_south,12,n00102,S,0.16452
3rd_avenue/north_to_south/13_n00101_S.jpg,3rd_avenue,north_to_south,13,n00101,S,0.13296
3rd_avenue/north_to_south/14_n00100_S.jpg,3rd_avenue,north_to_south,14,n00100,S,0.20181
3rd_avenue/north_to_south/15_n00099_S.jpg,3rd_avenue,north_to_south,15,n00099,S,0.37754
3rd_avenue/north_to_south/16_n00098_S.jpg,3rd_avenue,north_to_south,16,n00098,S,0.7773
3rd_avenue/north_to_south/17_n00097_S.jpg,3rd_avenue,north_to_south,17,n00097,S,0.73106
3rd_avenue/north_to_south/18_n00096_S.jpg,3rd_avenue,north_to_south,18,n00096,S,0.34865
3rd_avenue/north_to_south/19_n00095_S.jpg,3rd_avenue,north_to_south,19,n00095,S,0.26894
3rd_avenue/north_to_south/20_n00094_S.jpg,3rd_avenue,north_to_south,20,n00094,S,0.2227
3rd_avenue/north_to_south/21_n00093_S.jpg,3rd_avenue,north_to_south,21,n00093,S,0.34865
3rd_avenue/north_to_south/22_n00092_S.jpg,3rd_avenue,north_to_south,22,n00092,S,0.37754
3rd_avenue/north_to_south/23_n00091_S.jpg,3rd_avenue,north_to_south,23,n00091,S,0.37754
3rd_avenue/north_to_south/24_n00090_S.jpg,3rd_avenue,north_to_south,24,n00090,S,0.32082
3rd_avenue/north_to_south/25_n00089_S.jpg,3rd_avenue,north_to_south,25,n00089,S,0.65135
3rd_avenue/north_to_south/26_n00088_S.jpg,3rd_avenue,north_to_south,26,n00088,S,0.5
3rd_avenue/north_to_south/27_n00087_S.jpg,3rd_avenue,north_to_south,27,n00087,S,0.5
3rd_avenue/north_to_south/28_n00086_S.jpg,3rd_avenue,north_to_south,28,n00086,S,0.16452
3rd_avenue/north_to_south/29_n00085_S.jpg,3rd_avenue,north_to_south,29,n00085,S,0.18243
3rd_avenue/north_to_south/30_n00084_S.jpg,3rd_avenue,north_to_south,30,n00084,S,0.16452
3rd_avenue/north_to_south/31_n00083_S.jpg,3rd_avenue,north_to_south,31,n00083,S,0.2227
3rd_avenue/north_to_south/32_n00082_S.jpg,3rd_avenue,north_to_south,32,n00082,S,0.2227
3rd_avenue/north_to_south/33_n00081_S.jpg,3rd_avenue,north_to_south,33,n00081,S,0.16452
3rd_avenue/south_to_north/01_n00081_N.jpg,3rd_avenue,south_to_north,1,n00081,N,0.16452
3rd_avenue/south_to_north/02_n00082_N.jpg,3rd_avenue,south_to_north,2,n00082,N,0.26894
3rd_avenue/south_to_north/03_n00083_N.jpg,3rd_avenue,south_to_north,3,n00083,N,0.29421
3rd_avenue/south_to_north/04_n00084_N.jpg,3rd_avenue,south_to_north,4,n00084,N,0.14805
3rd_avenue/south_to_north/05_n00085_N.jpg,3rd_avenue,south_to_north,5,n00085,N,0.20181
3rd_avenue/south_to_north/06_n00086_N.jpg,3rd_avenue,south_to_north,6,n00086,N,0.34865
3rd_avenue/south_to_north/07_n00087_N.jpg,3rd_avenue,south_to_north,7,n00087,N,0.70579
3rd_avenue/south_to_north/08_n00088_N.jpg,3rd_avenue,south_to_north,8,n00088,N,0.62246
3rd_avenue/south_to_north/09_n00089_N.jpg,3rd_avenue,south_to_north,9,n00089,N,0.13296
3rd_avenue/south_to_north/10_n00090_N.jpg,3rd_avenue,south_to_north,10,n00090,N,0.18243
3rd_avenue/south_to_north/11_n00091_N.jpg,3rd_avenue,south_to_north,11,n00091,N,0.32082
3rd_avenue/south_to_north/12_n00092_N.jpg,3rd_avenue,south_to_north,12,n00092,N,0.40733
3rd_avenue/south_to_north/13_n00093_N.jpg,3rd_avenue,south_to_north,13,n00093,N,0.13296
3rd_avenue/south_to_north/14_n00094_N.jpg,3rd_avenue,south_to_north,14,n00094,N,0.40733
3rd_avenue/south_to_north/15_n00095_N.jpg,3rd_avenue,south_to_north,15,n00095,N,0.2227
3rd_avenue/south_to_north/16_n00096_N.jpg,3rd_avenue,south_to_north,16,n00096,N,0.5
3rd_avenue/south_to_north/17_n00097_N.jpg,3rd_avenue,south_to_north,17,n00097,N,0.65135
3rd_avenue/south_to_north/18_n00098_N.jpg,3rd_avenue,south_to_north,18,n00098,N,0.29421
3rd_avenue/south_to_north/19_n00099_N.jpg,3rd_avenue,south_to_north,19,n00099,N,0.14805
3rd_avenue/south_to_north/20_n00100_N.jpg,3rd_avenue,south_to_north,20,n00100,N,0.14805
3rd_avenue/south_to_north/21_n00101_N.jpg,3rd_avenue,south_to_north,21,n00101,N,0.13296
3rd_avenue/south_to_north/22_n00102_N.jpg,3rd_avenue,south_to_north,22,n00102,N,0.2227
3rd_avenue/south_to_north/23_n00103_N.jpg,3rd_avenue,south_to_north,23,n00103,N,0.2227
3rd_avenue/south_to_north/24_n00104_N.jpg,3rd_avenue,south_to_north,24,n00104,N,0.62246
3rd_avenue/south_to_north/25_n00105_N.jpg,3rd_avenue,south_to_north,25,n00105,N,0.83548
3rd_avenue/south_to_north/26_n00106_N.jpg,3rd_avenue,south_to_north,26,n00106,N,0.70579
3rd_avenue/south_to_north/27_n00107_N.jpg,3rd_avenue,south_to_north,27,n00107,N,0.8808
3rd_avenue/south_to_north/28_n00108_N.jpg,3rd_avenue,south_to_north,28,n00108,N,0.56218
3rd_avenue/south_to_north/29_n00109_N.jpg,3rd_avenue,south_to_north,29,n00109,N,0.0851
3rd_avenue/south_to_north/30_n00110_N.jpg,3rd_avenue,south_to_north,30,n00110,N,0.14805
3rd_avenue/south_to_north/31_n00111_N.jpg,3rd_avenue,south_to_north,31,n00111,N,0.13296
3rd_avenue/south_to_north/32_n00112_N.jpg,3rd_avenue,south_to_north,32,n00112,N,0.18243
3rd_avenue/south_to_north/33_n00113_N.jpg,3rd_avenue,south_to_north,33,n00113,N,0.14805
Park_Ave_East/north_to_south/01_n00140_S.jpg,Park_Ave_East,north_to_south,1,n00140,S,0.56218
Park_Ave_East/north_to_south/02_n00139_S.jpg,Park_Ave_East,north_to_south,2,n00139,S,0.75491
Park_Ave_East/north_to_south/03_n00138_S.jpg,Park_Ave_East,north_to_south,3,n00138,S,0.5
Park_Ave_East/north_to_south/04_n00137_S.jpg,Park_Ave_East,north_to_south,4,n00137,S,0.62246
Park_Ave_East/north_to_south/05_n00136_S.jpg,Park_Ave_East,north_to_south,5,n00136,S,0.37754
Park_Ave_East/north_to_south/06_n00135_S.jpg,Park_Ave_East,north_to_south,6,n00135,S,0.24509
Park_Ave_East/north_to_south/07_n00134_S.jpg,Park_Ave_East,north_to_south,7,n00134,S,0.24509
Park_Ave_East/north_to_south/08_n00133_S.jpg,Park_Ave_East,north_to_south,8,n00133,S,0.32082
Park_Ave_East/north_to_south/09_n00132_S.jpg,Park_Ave_East,north_to_south,9,n00132,S,0.26894
Park_Ave_East/north_to_south/10_n00131_S.jpg,Park_Ave_East,north_to_south,10,n00131,S,0.1192
Park_Ave_East/north_to_south/11_n00130_S.jpg,Park_Ave_East,north_to_south,11,n00130,S,0.18243
Park_Ave_East/north_to_south/12_n00129_S.jpg,Park_Ave_East,north_to_south,12,n00129,S,0.24509
Park_Ave_East/north_to_south/13_n00128_S.jpg,Park_Ave_East,north_to_south,13,n00128,S,0.20181
Park_Ave_East/north_to_south/14_n00127_S.jpg,Park_Ave_East,north_to_south,14,n00127,S,0.14805
Park_Ave_East/north_to_south/15_n00126_S.jpg,Park_Ave_East,north_to_south,15,n00126,S,0.14805
Park_Ave_East/north_to_south/16_n00125_S.jpg,Park_Ave_East,north_to_south,16,n00125,S,0.24509
Park_Ave_East/north_to_south/17_n00124_S.jpg,Park_Ave_East,north_to_south,17,n00124,S,0.2227
Park_Ave_East/north_to_south/18_n00123_S.jpg,Park_Ave_East,north_to_south,18,n00123,S,0.26894
Park_Ave_East/north_to_south/19_n00122_S.jpg,Park_Ave_East,north_to_south,19,n00122,S,0.43782
Park_Ave_East/north_to_south/20_n00121_S.jpg,Park_Ave_East,north_to_south,20,n00121,S,0.56218
Park_Ave_East/north_to_south/21_n00120_S.jpg,Park_Ave_East,north_to_south,21,n00120,S,0.20181
Park_Ave_East/north_to_south/22_n00119_S.jpg,Park_Ave_East,north_to_south,22,n00119,S,0.2227
Park_Ave_East/north_to_south/23_n00118_S.jpg,Park_Ave_East,north_to_south,23,n00118,S,0.34865
Park_Ave_East/north_to_south/24_n00117_S.jpg,Park_Ave_East,north_to_south,24,n00117,S,0.26894
Park_Ave_East/north_to_south/25_n00116_S.jpg,Park_Ave_East,north_to_south,25,n00116,S,0.40733
Park_Ave_East/north_to_south/26_n00115_S.jpg,Park_Ave_East,north_to_south,26,n00115,S,0.83548
Park_Ave_East/south_to_north/01_n00115_N.jpg,Park_Ave_East,south_to_north,1,n00115,N,0.18243
Park_Ave_East/south_to_north/02_n00116_N.jpg,Park_Ave_East,south_to_north,2,n00116,N,0.37754
Park_Ave_East/south_to_north/03_n00117_N.jpg,Park_Ave_East,south_to_north,3,n00117,N,0.2227
Park_Ave_East/south_to_north/04_n00118_N.jpg,Park_Ave_East,south_to_north,4,n00118,N,0.13296
Park_Ave_East/south_to_north/05_n00119_N.jpg,Park_Ave_East,south_to_north,5,n00119,N,0.16452
Park_Ave_East/south_to_north/06_n00120_N.jpg,Park_Ave_East,south_to_north,6,n00120,N,0.46879
Park_Ave_East/south_to_north/07_n00121_N.jpg,Park_Ave_East,south_to_north,7,n00121,N,0.53121
Park_Ave_East/south_to_north/08_n00122_N.jpg,Park_Ave_East,south_to_north,8,n00122,N,0.14805
Park_Ave_East/south_to_north/09_n00123_N.jpg,Park_Ave_East,south_to_north,9,n00123,N,0.20181
Park_Ave_East/south_to_north/10_n00124_N.jpg,Park_Ave_East,south_to_north,10,n00124,N,0.34865
Park_Ave_East/south_to_north/11_n00125_N.jpg,Park_Ave_East,south_to_north,11,n00125,N,0.16452
Park_Ave_East/south_to_north/12_n00126_N.jpg,Park_Ave_East,south_to_north,12,n00126,N,0.1192
Park_Ave_East/south_to_north/13_n00127_N.jpg,Park_Ave_East,south_to_north,13,n00127,N,0.14805
Park_Ave_East/south_to_north/14_n00128_N.jpg,Park_Ave_East,south_to_north,14,n00128,N,0.37754
Park_Ave_East/south_to_north/15_n00129_N.jpg,Park_Ave_East,south_to_north,15,n00129,N,0.16452
Park_Ave_East/south_to_north/16_n00130_N.jpg,Park_Ave_East,south_to_north,16,n00130,N,0.14805
Park_Ave_East/south_to_north/17_n00131_N.jpg,Park_Ave_East,south_to_north,17,n00131,N,0.29421
Park_Ave_East/south_to_north/18_n00132_N.jpg,Park_Ave_East,south_to_north,18,n00132,N,0.34865
Park_Ave_East/south_to_north/19_n00133_N.jpg,Park_Ave_East,south_to_north,19,n00133,N,0.20181
Park_Ave_East/south_to_north/20_n00134_N.jpg,Park_Ave_East,south_to_north,20,n00134,N,0.14805
Park_Ave_East/south_to_north/21_n00135_N.jpg,Park_Ave_East,south_to_north,21,n00135,N,0.40733
Park_Ave_East/south_to_north/22_n00136_N.jpg,Park_Ave_East,south_to_north,22,n00136,N,0.53121
Park_Ave_East/south_to_north/23_n00137_N.jpg,Park_Ave_East,south_to_north,23,n00137,N,0.53121
Park_Ave_East/south_to_north/24_n00138_N.jpg,Park_Ave_East,south_to_north,24,n00138,N,0.1192
