file,field,typology,n_keep,keep,gap,ev1,evp,ev2,top1,top2,final,rounds
Tunnel_Exit_Street/south_to_north/010_n00255_N_R.jpg,vertical_greenery,other,3,3;4;5,0,3.7606520261615515,3.807781457901001,4.0722203850746155,3,4,4,2
Tunnel_Exit_Street/south_to_north/010_n00255_N_R.jpg,walkable_ground,other,2,5;6,0,4.870445073582232,5.62245899438858,5.468790948390961,6,5,5,2
Tunnel_Exit_Street/south_to_north/010_n00255_N_R.jpg,resting_affordance,other,2,2;3,0,3.4870565682649612,2.679178774356842,2.5621765851974487,3,3,3,2
Tunnel_Exit_Street/south_to_north/010_n00255_N_R.jpg,green_softening,other,4,3;4;5;6,0,4.6025709100067616,4.6282337456941605,4.701304651796818,6,5,5,3
east_38th_street/west_to_east/013_n00467_E_R.jpg,vertical_greenery,mid_block,3,2;3;4,0,3.319694660604,3.0645361244678497,2.5359075367450714,3,2,2,3
east_38th_street/west_to_east/013_n00467_E_R.jpg,walkable_ground,mid_block,2,2;3,0,3.1164207085967064,2.3775405287742615,2.1066906303167343,2,2,2,2
east_38th_street/west_to_east/013_n00467_E_R.jpg,resting_affordance,mid_block,3,1;2;3,0,2.595107465982437,2.075962543487549,1.7118018567562103,2,1,1,2
east_38th_street/west_to_east/013_n00467_E_R.jpg,green_softening,mid_block,2,2;3,0,3.3411439172923565,2.407333552837372,2.294214963912964,2,2,2,2
east_35th_street/east_to_west/032_n00329_W_R.jpg,vertical_greenery,mid_block,3,2;3;4,0,3.2335502612404525,3.0567788183689117,2.6762963831424713,3,3,2,3
east_35th_street/east_to_west/032_n00329_W_R.jpg,walkable_ground,mid_block,3,4;5;6,0,4.928377155214548,5.265586405992508,5.2429618537425995,6,5,5,3
east_35th_street/east_to_west/032_n00329_W_R.jpg,resting_affordance,mid_block,4,3;4;5;6,0,3.9094126541167498,4.252909645438194,4.413516998291016,3,4,4,3
east_35th_street/east_to_west/032_n00329_W_R.jpg,green_softening,mid_block,5,2;3;4;5;6,0,3.820176124572754,3.7949057668447495,3.6561552733182907,3,3,3,3
2nd_avenue/north_to_south/022_n00058_S_L.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.9151537409052253,2.3321458399295807,1.828465461730957,3,1,1,2
2nd_avenue/north_to_south/022_n00058_S_L.jpg,walkable_ground,avenue_secondary,4,3;4;5;6,0,4.418072137981653,4.735489398241043,4.800127103924751,6,5,5,3
2nd_avenue/north_to_south/022_n00058_S_L.jpg,resting_affordance,avenue_secondary,3,1;2;3,0,2.753873774781823,2.0,1.6241845488548279,2,1,1,2
2nd_avenue/north_to_south/022_n00058_S_L.jpg,green_softening,avenue_secondary,2,2;3,0,3.80954846739769,2.5,2.377540737390518,2,2,2,2
1st_avenue/north_to_south/037_n00009_S_R.jpg,vertical_greenery,avenue_secondary,3,2;3;4,0,3.0447037126868963,2.943221092224121,2.853001117706299,3,3,3,2
1st_avenue/north_to_south/037_n00009_S_R.jpg,walkable_ground,avenue_secondary,2,2;3,0,3.378366400487721,2.4378234446048737,2.1824255883693695,2,2,2,2
1st_avenue/north_to_south/037_n00009_S_R.jpg,resting_affordance,avenue_secondary,3,1;2;3,0,2.2645833510905504,1.775938868522644,1.5023537576198578,1,1,1,2
1st_avenue/north_to_south/037_n00009_S_R.jpg,green_softening,avenue_secondary,3,2;3;5,1,3.7677160799503326,3.139389008283615,3.2894365191459656,2,3,3,2
1st_avenue/south_to_north/009_n00008_N_R.jpg,vertical_greenery,avenue_secondary,2,2;3,0,2.8176793213933706,2.6513548493385315,2.32082137465477,3,2,2,2
1st_avenue/south_to_north/009_n00008_N_R.jpg,walkable_ground,avenue_secondary,4,3;4;5;6,0,4.264953531324863,4.579326748847961,4.645866721868515,6,5,4,3
1st_avenue/south_to_north/009_n00008_N_R.jpg,resting_affordance,avenue_secondary,3,1;2;3,0,2.656193694099784,2.0759624540805817,1.6502934247255325,2,1,1,2
1st_avenue/south_to_north/009_n00008_N_R.jpg,green_softening,avenue_secondary,3,1;2;3,0,3.1611065715551376,2.0645362436771393,1.8046674281358719,2,2,2,2
east_42nd_street/west_to_east/005_n00645_E_L.jpg,vertical_greenery,mid_block,4,1;2;3;4,0,2.939183283597231,2.545468330383301,1.8552539646625519,3,1,1,3
east_42nd_street/west_to_east/005_n00645_E_L.jpg,walkable_ground,mid_block,2,5;6,0,4.955175859853625,5.62245899438858,5.43782365322113,6,5,5,2
east_42nd_street/west_to_east/005_n00645_E_L.jpg,resting_affordance,mid_block,5,2;3;4;5;6,0,3.912556938827038,3.9734233766794205,3.838495507836342,3,3,3,3
east_42nd_street/west_to_east/005_n00645_E_L.jpg,green_softening,mid_block,3,2;3;5,1,3.6887927427887917,3.145762801170349,3.1260651350021362,2,3,2,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,vertical_greenery,avenue_secondary,3,2;3;4,0,3.033109178300947,2.943221151828766,2.6188360154628754,3,3,2,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,walkable_ground,avenue_secondary,4,3;4;5;6,0,4.205764010548592,4.548322319984436,4.627791605889797,6,5,4,3
2nd_avenue/north_to_south/019_n00061_S_R.jpg,resting_affordance,avenue_secondary,3,2;3;4,0,3.4782723551616073,2.9725548923015594,3.035332605242729,3,3,3,2
2nd_avenue/north_to_south/019_n00061_S_R.jpg,green_softening,avenue_secondary,2,2;3,0,3.6786214262247086,2.5312092900276184,2.437823563814163,3,2,2,2
east_37th_street/west_to_east/034_n00441_E_R.jpg,vertical_greenery,mid_block,2,2;3,0,2.984372849576175,2.6513548493385315,2.5312095284461975,3,3,3,2
east_37th_street/west_to_east/034_n00441_E_R.jpg,walkable_ground,mid_block,4,3;4;5;6,0,4.531662590801716,4.836512535810471,4.759447976946831,6,5,5,3
east_37th_street/west_to_east/034_n00441_E_R.jpg,resting_affordance,mid_block,3,1;2;3,0,2.6600795052945614,1.92039754986763,1.5669153034687042,1,1,1,2
east_37th_street/west_to_east/034_n00441_E_R.jpg,green_softening,mid_block,5,2;3;5;6;7,1,4.267613239586353,4.634076237678528,4.7771542221307755,6,3,5,4
Tunnel_Exit_Street/north_to_south/003_n00264_S_L.jpg,vertical_greenery,other,2,1;2,0,1.8224285431206226,1.1824255585670471,1.1192029416561127,1,1,1,2
Tunnel_Exit_Street/north_to_south/003_n00264_S_L.jpg,walkable_ground,other,3,2;3;6,1,3.403355596587062,3.272562712430954,3.292575716972351,2,2,2,2
Tunnel_Exit_Street/north_to_south/003_n00264_S_L.jpg,resting_affordance,other,3,1;2;3,0,2.2495553735643625,1.7344137132167816,1.4867760688066483,1,1,1,2
Tunnel_Exit_Street/north_to_south/003_n00264_S_L.jpg,green_softening,other,2,1;2,0,2.70643213391304,1.5312094390392303,1.2450850307941437,2,1,1,2
Tunnel_Exit_Street/south_to_north/006_n00251_N_R.jpg,vertical_greenery,other,1,1,0,1.6647229781374335,1.0,1.0,1,1,1,1
Tunnel_Exit_Street/south_to_north/006_n00251_N_R.jpg,walkable_ground,other,4,2;3;5;6,1,3.9589134883135557,4.03741642832756,4.303467869758606,3,5,3,3
Tunnel_Exit_Street/south_to_north/006_n00251_N_R.jpg,resting_affordance,other,3,1;2;3,0,2.7008582558482885,1.9575032889842987,1.7286859899759293,1,1,1,2
Tunnel_Exit_Street/south_to_north/006_n00251_N_R.jpg,green_softening,other,2,1;2,0,2.5415561869740486,1.4378235936164856,1.1824255585670471,1,1,1,2
Tunnel_Exit_Street/north_to_south/010_n00257_S_R.jpg,vertical_greenery,other,3,1;2;3,0,2.4938226882368326,1.7012801468372345,1.329036146402359,1,1,1,2
Tunnel_Exit_Street/north_to_south/010_n00257_S_R.jpg,walkable_ground,other,2,1;2,0,2.349524940364063,1.7057850360870361,1.2227001786231995,2,1,1,2
Tunnel_Exit_Street/north_to_south/010_n00257_S_R.jpg,resting_affordance,other,3,1;2;3,0,2.0586890559643507,1.664330467581749,1.464064970612526,1,1,1,2
Tunnel_Exit_Street/north_to_south/010_n00257_S_R.jpg,green_softening,other,3,1;2;3,0,3.577080011367798,1.9999999403953552,1.6940182447433472,2,1,1,3
1st_avenue/north_to_south/001_n00045_S_R.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.0734295388683677,1.8166901618242264,1.3736798912286758,1,1,1,2
1st_avenue/north_to_south/001_n00045_S_R.jpg,walkable_ground,avenue_secondary,4,3;4;5;6,0,4.556984292343259,4.836512431502342,4.867730028927326,6,5,5,3
1st_avenue/north_to_south/001_n00045_S_R.jpg,resting_affordance,avenue_secondary,3,1;2;3,0,2.7653521951287985,2.0,1.594344899058342,2,1,1,2
1st_avenue/north_to_south/001_n00045_S_R.jpg,green_softening,avenue_secondary,3,1;2;3,0,2.9858690574765205,1.894756868481636,1.4678371623158455,2,1,1,2
Park_Ave_Tunnel_Segment/east_to_west/015_n00191_W_R.jpg,vertical_greenery,avenue_canyon,2,1;2,0,1.8733650241047144,1.18242546916008,1.1066906154155731,1,1,1,2
Park_Ave_Tunnel_Segment/east_to_west/015_n00191_W_R.jpg,walkable_ground,avenue_canyon,2,1;2,0,1.6827656626701355,1.468790590763092,1.1824255585670471,1,1,1,2
Park_Ave_Tunnel_Segment/east_to_west/015_n00191_W_R.jpg,resting_affordance,avenue_canyon,1,1,0,1.4410323817282915,1.0,1.0,1,1,1,1
Park_Ave_Tunnel_Segment/east_to_west/015_n00191_W_R.jpg,green_softening,avenue_canyon,2,1;2,0,2.4445066899061203,1.3486450910568237,1.1824255585670471,1,1,1,2
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,vertical_greenery,avenue_canyon,2,1;2,0,1.8892682762816548,1.2450849413871765,1.1645164489746094,1,1,1,2
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,walkable_ground,avenue_canyon,4,2;3;5;6,1,3.8378842025995255,3.915192171931267,4.124527961015701,2,5,3,3
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,resting_affordance,avenue_canyon,3,1;2;3,0,2.7067833114415407,2.038964569568634,1.6798433363437653,2,1,1,2
Park_Ave_West/north_to_south/001_n00245_S_R.jpg,green_softening,avenue_canyon,3,1;2;3,0,3.285988301038742,1.9240374863147736,1.5754023864865303,2,1,1,2
1st_avenue/south_to_north/028_n00027_N_L.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.061087372712791,1.6678541004657745,1.3729794323444366,1,1,1,2
1st_avenue/south_to_north/028_n00027_N_L.jpg,walkable_ground,avenue_secondary,3,4;5;6,0,4.752780372276902,5.28819814324379,5.203052818775177,6,5,5,3
1st_avenue/south_to_north/028_n00027_N_L.jpg,resting_affordance,avenue_secondary,3,1;2;3,0,2.990915721282363,2.0831170976161957,1.6678541600704193,3,1,1,2
1st_avenue/south_to_north/028_n00027_N_L.jpg,green_softening,avenue_secondary,3,1;2;3,0,3.063325222581625,1.966724380850792,1.5560463070869446,2,1,1,3
east_40th_street/west_to_east/017_n00565_E_R.jpg,vertical_greenery,mid_block,3,1;2;3,0,2.4676967402920127,2.083117038011551,1.4341998100280762,3,1,1,2
east_40th_street/west_to_east/017_n00565_E_R.jpg,walkable_ground,mid_block,4,3;4;5;6,0,4.408750765025616,4.706976383924484,4.594100922346115,6,4,4,3
east_40th_street/west_to_east/017_n00565_E_R.jpg,resting_affordance,mid_block,2,2;3,0,3.0750116016715765,2.5621763467788696,2.5,3,2,2,2
east_40th_street/west_to_east/017_n00565_E_R.jpg,green_softening,mid_block,3,1;2;3,0,2.7700854502618313,1.9667246341705322,1.5981919690966606,2,1,1,3
east_34th_street/east_to_west/018_n00296_W_L.jpg,vertical_greenery,mid_block,3,2;3;4,0,2.977744077332318,2.943221151828766,2.6661947667598724,3,3,2,3
east_34th_street/east_to_west/018_n00296_W_L.jpg,walkable_ground,mid_block,3,2;3;6,1,3.3716328470036387,3.193132758140564,3.2144766598939896,2,2,2,2
east_34th_street/east_to_west/018_n00296_W_L.jpg,resting_affordance,mid_block,3,1;2;3,0,2.6041110334917903,1.9610354006290436,1.6368930637836456,2,1,1,2
east_34th_street/east_to_west/018_n00296_W_L.jpg,green_softening,mid_block,2,2;3,0,3.2746870815753937,2.4378236532211304,2.348645269870758,2,2,2,2
east_41st_street/west_to_east/004_n00598_E_L.jpg,vertical_greenery,mid_block,3,1;2;3,0,2.4542266065254807,1.8162897229194641,1.2696136087179184,1,1,1,2
east_41st_street/west_to_east/004_n00598_E_L.jpg,walkable_ground,mid_block,3,1;2;3,0,2.332399075385183,1.9763227850198746,1.6256000399589539,2,2,1,3
east_41st_street/west_to_east/004_n00598_E_L.jpg,resting_affordance,mid_block,3,1;2;3,0,2.0387551244348288,1.6643304377794266,1.4805687814950943,1,1,1,2
east_41st_street/west_to_east/004_n00598_E_L.jpg,green_softening,mid_block,2,1;2,0,2.1923538353294134,1.437823474407196,1.2227001786231995,1,1,1,2
east_40th_street/east_to_west/041_n00554_W_R.jpg,vertical_greenery,mid_block,2,1;2,0,1.6457179933786392,1.1824255883693695,1.0953494310379028,1,1,1,2
east_40th_street/east_to_west/041_n00554_W_R.jpg,walkable_ground,mid_block,3,1;2;3,0,2.862356645986438,1.9706205874681473,1.4429780542850494,2,1,1,2
east_40th_street/east_to_west/041_n00554_W_R.jpg,resting_affordance,mid_block,3,1;2;3,0,2.2877776408568025,1.7656178176403046,1.448604241013527,1,1,1,2
east_40th_street/east_to_west/041_n00554_W_R.jpg,green_softening,mid_block,2,1;2,0,2.485290963202715,1.437823474407196,1.1824255585670471,1,1,1,2
Tunnel_Exit_Street/south_to_north/001_n00246_N_L.jpg,vertical_greenery,other,3,1;2;3,0,2.9045503018423915,2.231486290693283,1.4853922724723816,3,1,1,2
Tunnel_Exit_Street/south_to_north/001_n00246_N_L.jpg,walkable_ground,other,4,3;4;5;6,0,4.265485122799873,4.632084786891937,4.609124943614006,6,5,4,3
Tunnel_Exit_Street/south_to_north/001_n00246_N_L.jpg,resting_affordance,other,3,1;2;3,0,2.7467715153470635,2.0796023309230804,1.790898621082306,2,1,1,2
Tunnel_Exit_Street/south_to_north/001_n00246_N_L.jpg,green_softening,other,3,1;2;3,0,2.7861960381269455,2.031327858567238,1.7240743041038513,2,2,1,3
Park_Ave_East/north_to_south/013_n00139_S_R.jpg,vertical_greenery,avenue_canyon,3,2;3;4,0,3.1660498245619237,3.0293793380260468,2.884102374315262,3,3,3,2
Park_Ave_East/north_to_south/013_n00139_S_R.jpg,walkable_ground,avenue_canyon,2,5;6,0,4.924461526796222,5.6513548493385315,5.43782365322113,6,5,5,2
Park_Ave_East/north_to_south/013_n00139_S_R.jpg,resting_affordance,avenue_canyon,2,2;3,0,3.5233323853462934,2.592666506767273,2.5621765851974487,3,3,3,2
Park_Ave_East/north_to_south/013_n00139_S_R.jpg,green_softening,avenue_canyon,4,2;3;5;6,1,3.848347917199135,3.7480471581220627,3.8338712751865387,2,3,3,3
east_34th_street/west_to_east/047_n00313_E_R.jpg,vertical_greenery,mid_block,3,1;2;3,0,2.479646253399551,2.040764331817627,1.4586225003004074,2,1,1,2
east_34th_street/west_to_east/047_n00313_E_R.jpg,walkable_ground,mid_block,4,3;4;5;6,0,4.221568021923304,4.616353690624237,4.531367808580399,6,4,4,3
east_34th_street/west_to_east/047_n00313_E_R.jpg,resting_affordance,mid_block,3,1;2;3,0,2.9748715199530125,2.183310016989708,1.7556863576173782,2,1,1,2
east_34th_street/west_to_east/047_n00313_E_R.jpg,green_softening,mid_block,2,2;3,0,3.5115281865000725,2.468790680170059,2.32082137465477,2,2,2,2
3rd_avenue/north_to_south/018_n00096_S_R.jpg,vertical_greenery,avenue_secondary,3,1;2;3,0,2.488522547762841,2.0796023309230804,1.5117127597332,2,1,1,2
