file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,resting_affordance,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,resting_affordance_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
1st_avenue/north_to_south/011_n00035_S.jpg,1st_avenue,north_to_south,11,n00035,S,W,1,5,2,5,5,2,4,5,5,1,1.3369042901322246,5.337050549685955,2.268180184997618,4.823960138484836,4.824706885963678,2.3891462981700897,4.480238541960716,5.065550252795219,5.163031069561839,1.428923124447465,1,7,2,6,6,1,6,6,6,1,0.836,0.0881,0.0367,0.0082,0.0135,0.0082,0.0093,0.0228,0.0292,0.102,0.0794,0.2447,0.2447,0.2772,0.2708,0.4464,0.1642,0.0415,0.0285,0.0366,0.0119,0.0207,0.0564,0.1194,0.1737,0.2231,0.3246,0.0821,0.0527,0.0677,0.1264,0.0984,0.2084,0.3032,0.1432,0.4065,0.3166,0.0907,0.026,0.0428,0.0623,0.055,0.0209,0.0729,0.1748,0.198,0.2244,0.2882,0.0209,0.0049,0.0318,0.1259,0.1617,0.2076,0.3422,0.1259,0.0229,0.0484,0.1161,0.0904,0.1315,0.4591,0.1315,0.7439,0.166,0.0539,0.0106,0.0106,0.0094,0.0057
1st_avenue/north_to_south/012_n00034_S.jpg,1st_avenue,north_to_south,12,n00034,S,W,2,5,3,4,5,3,5,5,6,2,1.551592955365777,5.470187471713871,3.087751245126128,4.274818480014801,5.461327077820897,2.820052210241556,4.990813916549087,5.108104694634676,5.587894385214895,1.8970513455569744,1,5,3,4,6,2,6,6,6,1,0.725,0.1428,0.0674,0.0193,0.0219,0.0133,0.0103,0.006,0.0144,0.0645,0.0731,0.3276,0.2891,0.2252,0.1367,0.2553,0.2893,0.1367,0.0829,0.0829,0.0163,0.0256,0.0892,0.1889,0.2426,0.2141,0.2141,0.0256,0.0299,0.0339,0.0718,0.0634,0.1952,0.3218,0.284,0.2004,0.3743,0.1768,0.065,0.065,0.0737,0.0447,0.0063,0.0362,0.1116,0.1433,0.2363,0.4414,0.0249,0.0045,0.0291,0.1153,0.1306,0.2765,0.3133,0.1306,0.0068,0.0236,0.0642,0.0728,0.12,0.5379,0.1746,0.539,0.2546,0.1061,0.0268,0.0304,0.0304,0.0127
1st_avenue/north_to_south/013_n00033_S.jpg,1st_avenue,north_to_south,13,n00033,S,W,1,5,2,5,5,2,5,5,6,2,1.4058352299034595,5.220990005880594,2.301600255072117,4.687775583937764,5.117250790819526,2.295968599617481,4.55850244499743,5.092596490867436,5.647264549974352,1.782082449644804,1,5,2,6,6,1,5,6,6,1,0.7893,0.121,0.0445,0.0113,0.0164,0.0088,0.0088,0.0119,0.0252,0.0996,0.0996,0.3068,0.2708,0.1861,0.2662,0.4389,0.1615,0.0524,0.036,0.0318,0.0133,0.0228,0.062,0.1312,0.1909,0.2451,0.2778,0.0702,0.0266,0.0438,0.1051,0.1051,0.2225,0.3237,0.1733,0.3938,0.3475,0.0996,0.0285,0.0366,0.047,0.047,0.0103,0.0462,0.1614,0.2348,0.2661,0.2661,0.015,0.0042,0.0274,0.1227,0.1575,0.2022,0.3778,0.1082,0.0059,0.0206,0.0635,0.0635,0.1187,0.532,0.1957,0.5604,0.2647,0.0974,0.0246,0.0246,0.0192,0.0091
1st_avenue/north_to_south/014_n00032_S.jpg,1st_avenue,north_to_south,14,n00032,S,W,2,5,3,5,5,3,5,5,6,2,1.81330340821296,5.425879928283393,2.930125279352069,5.120093880454078,5.48734513297677,3.3799824863672256,5.201995268464088,5.373314319178462,5.824602121021599,1.981672678142786,1,6,2,6,6,2,6,6,6,1,0.6206,0.1778,0.0952,0.0309,0.0397,0.0212,0.0146,0.0076,0.0182,0.0926,0.0926,0.2518,0.2853,0.2518,0.1541,0.3262,0.254,0.0934,0.0728,0.0728,0.0268,0.0038,0.017,0.0762,0.1828,0.266,0.387,0.0672,0.021,0.0305,0.0731,0.0731,0.1755,0.3715,0.2553,0.1779,0.2589,0.1779,0.0742,0.1079,0.1079,0.0952,0.0035,0.0203,0.091,0.1169,0.2184,0.5238,0.0261,0.0023,0.0151,0.087,0.1265,0.1841,0.4416,0.1434,0.0035,0.0123,0.0429,0.0551,0.1166,0.5227,0.2469,0.525,0.248,0.1034,0.0336,0.038,0.038,0.014
1st_avenue/north_to_south/015_n00031_S.jpg,1st_avenue,north_to_south,15,n00031,S,W,2,6,3,5,5,3,5,5,6,2,1.6266750069335103,5.514757106080651,2.862763365730644,5.4551499609369785,5.3235686011612415,2.9705407917499542,4.799801508896053,5.386476116720587,5.536925052758306,2.09040348045528,1,7,2,6,6,2,6,6,6,1,0.7082,0.1395,0.0746,0.0189,0.0275,0.0167,0.0147,0.0103,0.0219,0.0866,0.0764,0.2355,0.2668,0.3024,0.1873,0.3088,0.2405,0.1003,0.0689,0.0689,0.0253,0.0022,0.0076,0.0388,0.1196,0.2532,0.473,0.1055,0.018,0.0337,0.0808,0.0916,0.2197,0.3622,0.1939,0.2539,0.2878,0.154,0.0642,0.0824,0.0934,0.0642,0.0103,0.0462,0.1422,0.1611,0.2344,0.3865,0.0192,0.0025,0.0164,0.0831,0.121,0.1994,0.4222,0.1553,0.0072,0.025,0.077,0.077,0.127,0.5021,0.1847,0.4831,0.2586,0.1222,0.035,0.0397,0.0449,0.0165
1st_avenue/north_to_south/016_n00030_S.jpg,1st_avenue,north_to_south,16,n00030,S,W,1,5,3,5,6,3,5,5,5,2,1.46724390424788,5.4983578799292445,2.6613945215940475,5.183446990326047,5.520593266934156,2.931938163936138,4.692478443495929,5.272908133920282,5.417703966610134,1.74857144523412,1,7,2,6,6,1,6,6,6,1,0.7805,0.1056,0.0565,0.0143,0.0208,0.0111,0.0111,0.0117,0.0247,0.0863,0.0761,0.2345,0.2657,0.3011,0.2043,0.3817,0.2043,0.0752,0.0517,0.0585,0.0244,0.0031,0.014,0.0625,0.17,0.2802,0.4077,0.0625,0.0183,0.0267,0.064,0.0725,0.1971,0.3683,0.2531,0.2781,0.2781,0.1488,0.0548,0.0797,0.0903,0.0703,0.01,0.0505,0.1557,0.1764,0.2567,0.3296,0.0211,0.0029,0.0186,0.0947,0.1377,0.2004,0.4242,0.1215,0.0087,0.0269,0.083,0.083,0.1368,0.5409,0.1207,0.5928,0.2471,0.0802,0.023,0.023,0.023,0.0109
1st_avenue/north_to_south/017_n00029_S.jpg,1st_avenue,north_to_south,17,n00029,S,W,1,6,2,5,5,3,4,6,5,2,1.3653603056445718,5.916614977642894,2.4166935570538044,5.187898335512728,5.061456521973014,2.7958756275475025,4.353768086060882,5.593969718553126,5.191411015577614,1.667293131351471,1,7,2,6,6,2,4,6,6,1,0.8071,0.1092,0.0455,0.0102,0.013,0.007,0.0079,0.0086,0.0142,0.0561,0.0561,0.1729,0.222,0.47,0.2134,0.4518,0.1883,0.0611,0.0371,0.0327,0.0155,0.0036,0.0144,0.0646,0.1757,0.2556,0.4214,0.0646,0.0146,0.0398,0.1081,0.1225,0.2594,0.333,0.1225,0.2682,0.3039,0.1627,0.0678,0.0768,0.0678,0.0528,0.0137,0.0614,0.2143,0.2428,0.2143,0.2428,0.0107,0.0018,0.0093,0.0534,0.0998,0.1645,0.5067,0.1645,0.0102,0.0356,0.0968,0.1097,0.1808,0.4915,0.0754,0.5871,0.2773,0.0795,0.0201,0.0156,0.0138,0.0065
1st_avenue/north_to_south/018_n00028_S.jpg,1st_avenue,north_to_south,18,n00028,S,W,1,6,2,5,5,3,4,6,5,2,1.3653603056445718,5.916614977642894,2.4166935570538044,5.187898335512728,5.061456521973014,2.7958756275475025,4.353768086060882,5.593969718553126,5.191411015577614,1.667293131351471,1,7,2,6,6,2,4,6,6,1,0.8071,0.1092,0.0455,0.0102,0.013,0.007,0.0079,0.0086,0.0142,0.0561,0.0561,0.1729,0.222,0.47,0.2134,0.4518,0.1883,0.0611,0.0371,0.0327,0.0155,0.0036,0.0144,0.0646,0.1757,0.2556,0.4214,0.0646,0.0146,0.0398,0.1081,0.1225,0.2594,0.333,0.1225,0.2682,0.3039,0.1627,0.0678,0.0768,0.0678,0.0528,0.0137,0.0614,0.2143,0.2428,0.2143,0.2428,0.0107,0.0018,0.0093,0.0534,0.0998,0.1645,0.5067,0.1645,0.0102,0.0356,0.0968,0.1097,0.1808,0.4915,0.0754,0.5871,0.2773,0.0795,0.0201,0.0156,0.0138,0.0065
1st_avenue/north_to_south/019_n00027_S.jpg,1st_avenue,north_to_south,19,n00027,S,W,1,7,2,5,5,2,4,6,5,2,1.2376915952190757,6.512215496040881,2.1821147967129946,5.156605251831934,5.219986105337739,2.443445205688477,4.4557720478624105,5.515564878936857,5.437880086712539,1.5357067799195647,1,7,2,6,6,1,6,6,6,1,0.8784,0.0721,0.0234,0.0052,0.0086,0.0046,0.0076,0.0038,0.0055,0.0192,0.0218,0.0671,0.161,0.7216,0.3092,0.4499,0.1289,0.0369,0.0288,0.0288,0.0174,0.0029,0.0116,0.0591,0.182,0.3,0.3853,0.0591,0.0167,0.0353,0.0959,0.1086,0.2299,0.3346,0.1791,0.4044,0.2779,0.1159,0.0376,0.0547,0.0547,0.0547,0.0236,0.0825,0.1978,0.1746,0.1746,0.3261,0.0208,0.0028,0.0144,0.0647,0.1209,0.1759,0.4219,0.1993,0.0094,0.0291,0.079,0.0895,0.1302,0.5151,0.1476,0.6733,0.2186,0.0626,0.014,0.014,0.0109,0.0066
1st_avenue/north_to_south/020_n00026_S.jpg,1st_avenue,north_to_south,20,n00026,S,W,1,7,2,5,5,2,4,6,5,2,1.2376915952190757,6.512215496040881,2.1821147967129946,5.156605251831934,5.219986105337739,2.443445205688477,4.4557720478624105,5.515564878936857,5.437880086712539,1.5357067799195647,1,7,2,6,6,1,6,6,6,1,0.8784,0.0721,0.0234,0.0052,0.0086,0.0046,0.0076,0.0038,0.0055,0.0192,0.0218,0.0671,0.161,0.7216,0.3092,0.4499,0.1289,0.0369,0.0288,0.0288,0.0174,0.0029,0.0116,0.0591,0.182,0.3,0.3853,0.0591,0.0167,0.0353,0.0959,0.1086,0.2299,0.3346,0.1791,0.4044,0.2779,0.1159,0.0376,0.0547,0.0547,0.0547,0.0236,0.0825,0.1978,0.1746,0.1746,0.3261,0.0208,0.0028,0.0144,0.0647,0.1209,0.1759,0.4219,0.1993,0.0094,0.0291,0.079,0.0895,0.1302,0.5151,0.1476,0.6733,0.2186,0.0626,0.014,0.014,0.0109,0.0066
1st_avenue/north_to_south/021_n00025_S.jpg,1st_avenue,north_to_south,21,n00025,S,W,1,6,3,5,5,2,5,6,5,2,1.397652436979115,6.42244412843138,2.5655515640974045,5.256902190158144,5.180209167301655,2.480769783258438,4.595223548822105,5.560814400669187,5.457200721371919,1.5301147596910596,1,7,2,6,6,1,6,6,6,1,0.8127,0.0971,0.0405,0.0102,0.0191,0.0102,0.0102,0.004,0.0066,0.0229,0.0259,0.0799,0.1917,0.669,0.2113,0.3948,0.2113,0.0686,0.0472,0.0472,0.0197,0.0025,0.01,0.0507,0.1561,0.2915,0.4242,0.0651,0.0228,0.0426,0.1023,0.0902,0.2165,0.3569,0.1686,0.339,0.339,0.1247,0.0405,0.0589,0.052,0.0459,0.0151,0.0675,0.1834,0.1618,0.2078,0.3426,0.0219,0.0021,0.0105,0.0535,0.1132,0.1866,0.4476,0.1866,0.0058,0.023,0.0801,0.0908,0.1696,0.4611,0.1696,0.6901,0.1977,0.0642,0.0143,0.0143,0.0126,0.0068
1st_avenue/north_to_south/022_n00023_S.jpg,1st_avenue,north_to_south,22,n00023,S,W,2,6,3,5,5,3,4,6,5,2,2.020751876058057,6.18785415077582,2.7186423246748745,5.013847748283297,4.892518851906061,2.7100482434034348,4.102629180066288,5.566338401171379,5.20371900498867,1.6449777456000447,2,7,2,6,6,2,3,6,6,1,0.3539,0.4011,0.1672,0.0423,0.0226,0.0094,0.0035,0.0064,0.0105,0.0366,0.0366,0.1276,0.2104,0.572,0.1677,0.3132,0.3132,0.1017,0.0544,0.0424,0.0074,0.0046,0.0207,0.0819,0.1964,0.2857,0.3669,0.0438,0.0222,0.0469,0.1276,0.1276,0.2702,0.3061,0.0994,0.2306,0.3355,0.2035,0.0749,0.0661,0.0583,0.0312,0.0362,0.1116,0.2362,0.184,0.2085,0.2085,0.0151,0.0018,0.0093,0.0535,0.1133,0.1869,0.4483,0.1869,0.011,0.0383,0.1041,0.1041,0.1717,0.4667,0.1041,0.5945,0.2808,0.071,0.018,0.0158,0.014,0.0058
1st_avenue/north_to_south/023_n00022_S.jpg,1st_avenue,north_to_south,23,n00022,S,W,2,6,3,5,5,3,4,6,5,2,2.020751876058057,6.18785415077582,2.7186423246748745,5.013847748283297,4.892518851906061,2.7100482434034348,4.102629180066288,5.566338401171379,5.20371900498867,1.6449777456000447,2,7,2,6,6,2,3,6,6,1,0.3539,0.4011,0.1672,0.0423,0.0226,0.0094,0.0035,0.0064,0.0105,0.0366,0.0366,0.1276,0.2104,0.572,0.1677,0.3132,0.3132,0.1017,0.0544,0.0424,0.0074,0.0046,0.0207,0.0819,0.1964,0.2857,0.3669,0.0438,0.0222,0.0469,0.1276,0.1276,0.2702,0.3061,0.0994,0.2306,0.3355,0.2035,0.0749,0.0661,0.0583,0.0312,0.0362,0.1116,0.2362,0.184,0.2085,0.2085,0.0151,0.0018,0.0093,0.0535,0.1133,0.1869,0.4483,0.1869,0.011,0.0383,0.1041,0.1041,0.1717,0.4667,0.1041,0.5945,0.2808,0.071,0.018,0.0158,0.014,0.0058
