file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity
east_38th_street/west_to_east/04_n00458_E_L.jpg,east_38th_street,west_to_east,4,n00458,E,L,1.0,6.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0
east_39th_street/east_to_west/10_n00539_W_R.jpg,east_39th_street,east_to_west,10,n00539,W,R,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0
east_39th_street/east_to_west/13_n00536_W_R.jpg,east_39th_street,east_to_west,13,n00536,W,R,1.0,7.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0
east_39th_street/west_to_east/44_n00545_E_L.jpg,east_39th_street,west_to_east,44,n00545,E,L,1.0,7.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
east_40th_street/east_to_west/13_n00582_W_L.jpg,east_40th_street,east_to_west,13,n00582,W,L,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0
east_40th_street/east_to_west/30_n00565_W_R.jpg,east_40th_street,east_to_west,30,n00565,W,R,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
east_40th_street/west_to_east/13_n00561_E_R.jpg,east_40th_street,west_to_east,13,n00561,E,R,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
east_40th_street/west_to_east/23_n00571_E_R.jpg,east_40th_street,west_to_east,23,n00571,E,R,1.0,6.0,1.0,3.0,3.0,1.0,6.0,3.0,5.0
east_41st_street/east_to_west/15_n00624_W_R.jpg,east_41st_street,east_to_west,15,n00624,W,R,1.0,5.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0
east_41st_street/east_to_west/39_n00600_W_R.jpg,east_41st_street,east_to_west,39,n00600,W,R,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0
east_41st_street/west_to_east/41_n00635_E_R.jpg,east_41st_street,west_to_east,41,n00635,E,R,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
east_42nd_street/east_to_west/13_n00674_W_R.jpg,east_42nd_street,east_to_west,13,n00674,W,R,1.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
east_42nd_street/east_to_west/42_n00645_W_R.jpg,east_42nd_street,east_to_west,42,n00645,W,R,1.0,6.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0
madison_avenue/north_to_south/19_n00738_S_R.jpg,madison_avenue,north_to_south,19,n00738,S,R,1.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0
