file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,resting_affordance,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,resting_affordance_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
1st_avenue/north_to_south/006_n00040_S_L.jpg,1st_avenue,north_to_south,6,n00040,S,L,2,4,3,5,5,3,2,4,4,2,2.2747674491256475,3.8206866700202227,2.734093213453889,4.527420680038631,4.726142026484013,2.59059739112854,1.7279490493237972,3.926049042493105,3.916930105537176,1.7336094565689564,2,3,2,6,6,1,1,3,6,1,0.2194,0.4098,0.2817,0.0628,0.0204,0.004,0.0019,0.0869,0.0985,0.2676,0.1839,0.2084,0.1264,0.0282,0.1381,0.3313,0.3313,0.1076,0.0508,0.0308,0.01,0.0104,0.0601,0.1632,0.2375,0.2375,0.2691,0.0221,0.0679,0.077,0.1269,0.112,0.1846,0.2686,0.1629,0.3298,0.291,0.1558,0.0573,0.0649,0.0506,0.0506,0.6149,0.2262,0.0734,0.0306,0.021,0.0238,0.0099,0.0586,0.1406,0.2318,0.2046,0.1593,0.1593,0.0457,0.1121,0.1439,0.1847,0.163,0.127,0.2093,0.06,0.5715,0.27,0.0876,0.0251,0.0222,0.0173,0.0063
1st_avenue/north_to_south/006_n00040_S_R.jpg,1st_avenue,north_to_south,6,n00040,S,R,3,6,4,3,5,3,3,4,5,2,2.8915850466582924,5.616005701944232,3.5969905192032456,2.720780191011727,5.494657287374139,3.461387764662504,3.443111076951027,4.443067379295826,4.622002258896828,2.3330654371529818,3,6,3,1,6,3,2,5,6,1,0.1025,0.2458,0.4053,0.1689,0.0622,0.0122,0.0031,0.0051,0.0123,0.0486,0.0551,0.1697,0.5924,0.1167,0.0307,0.1213,0.3735,0.2567,0.1374,0.0736,0.0068,0.2754,0.2754,0.1671,0.1148,0.0789,0.0789,0.0094,0.0091,0.0217,0.059,0.0859,0.2061,0.4363,0.1819,0.0615,0.2432,0.2756,0.1672,0.1302,0.0895,0.0329,0.1444,0.21,0.21,0.1274,0.1274,0.1636,0.0172,0.0246,0.1101,0.1815,0.1413,0.264,0.1815,0.0971,0.0538,0.0782,0.1462,0.1462,0.1657,0.3095,0.1005,0.3622,0.2821,0.1939,0.0555,0.049,0.0433,0.014
1st_avenue/north_to_south/007_n00039_S_L.jpg,1st_avenue,north_to_south,7,n00039,S,L,3,4,4,5,5,4,2,4,4,2,3.481032826937735,3.9559713564813137,4.087198738008738,5.376020883675665,5.234811814967543,4.173920076340437,2.0110535575076938,4.039723917841911,4.243606690317392,2.224333671387285,3,3,3,6,6,3,1,3,6,1,0.0323,0.1279,0.394,0.2708,0.1279,0.0415,0.0056,0.0798,0.0904,0.2458,0.1689,0.2458,0.1316,0.0377,0.024,0.0837,0.2922,0.2008,0.2008,0.1772,0.0212,0.004,0.0157,0.0549,0.1163,0.2463,0.4601,0.1027,0.0041,0.0162,0.0642,0.136,0.2879,0.4188,0.0728,0.0562,0.1349,0.2224,0.1349,0.1732,0.1732,0.1051,0.4616,0.3172,0.103,0.0429,0.0295,0.0334,0.0123,0.0576,0.1219,0.2278,0.201,0.1566,0.1774,0.0576,0.0594,0.1109,0.2073,0.1425,0.1614,0.2661,0.0524,0.3295,0.3295,0.2265,0.0505,0.0347,0.0239,0.0053
1st_avenue/north_to_south/007_n00039_S_R.jpg,1st_avenue,north_to_south,7,n00039,S,R,3,5,3,3,5,3,5,5,5,2,2.597362035419792,5.226610374636948,3.2054843083024025,3.3416599072515965,5.195076629519463,3.33229897916317,4.73520839586854,5.2086818993557245,4.804335296154022,1.8828320940956473,3,5,3,2,6,2,6,6,6,1,0.1601,0.2991,0.384,0.11,0.0357,0.009,0.002,0.0083,0.0176,0.0788,0.1011,0.3529,0.3115,0.1298,0.064,0.197,0.4171,0.1739,0.0931,0.0498,0.0053,0.1439,0.2372,0.1847,0.163,0.127,0.127,0.0172,0.0458,0.0518,0.0969,0.0754,0.1597,0.3381,0.2324,0.0968,0.2632,0.2632,0.1243,0.1243,0.0968,0.0314,0.0174,0.0609,0.146,0.1655,0.2125,0.3503,0.0474,0.0034,0.0198,0.0885,0.1654,0.2124,0.3968,0.1137,0.0469,0.0773,0.1274,0.1124,0.1444,0.3924,0.0992,0.5113,0.2737,0.1293,0.0288,0.0288,0.0198,0.0083
1st_avenue/north_to_south/008_n00038_S_L.jpg,1st_avenue,north_to_south,8,n00038,S,L,2,4,3,5,5,3,2,4,4,2,2.070000404957682,3.9824408777058125,2.788847371470183,4.862115707714111,5.017124980688095,2.7981225177645683,1.741885107010603,4.1979960687458515,3.6971183717250824,1.6575672742910683,2,3,3,6,6,2,1,3,3,1,0.2977,0.4332,0.2046,0.0403,0.0168,0.0048,0.0026,0.0678,0.0987,0.2367,0.1844,0.2367,0.1436,0.032,0.1295,0.2742,0.399,0.1143,0.0476,0.0289,0.0064,0.0074,0.0426,0.1157,0.1907,0.2449,0.3563,0.0426,0.0699,0.0616,0.1016,0.0792,0.1676,0.2763,0.2438,0.2357,0.3027,0.208,0.0765,0.0765,0.0596,0.041,0.592,0.2468,0.0801,0.0295,0.0203,0.023,0.0084,0.0454,0.1233,0.2033,0.1794,0.1794,0.2033,0.066,0.1707,0.1506,0.1934,0.1173,0.1035,0.1934,0.0711,0.6071,0.2531,0.0822,0.0183,0.0183,0.0143,0.0067
1st_avenue/north_to_south/008_n00038_S_R.jpg,1st_avenue,north_to_south,8,n00038,S,R,3,5,3,3,5,3,4,5,4,2,2.692149311536923,5.332669422030449,3.2313925991766155,2.810889502055943,5.2833447232842445,2.896987951360643,4.174183733761311,4.548882722854614,4.031881928443909,2.2832023869268596,3,6,3,1,6,2,6,5,6,1,0.1153,0.2765,0.4559,0.1153,0.0291,0.0057,0.0021,0.0087,0.0236,0.0823,0.0823,0.2237,0.4737,0.1057,0.0434,0.1716,0.4665,0.1945,0.0811,0.0383,0.0046,0.2595,0.2595,0.1784,0.1226,0.0843,0.0843,0.0114,0.0176,0.0329,0.0895,0.1015,0.2148,0.3541,0.1895,0.0991,0.3458,0.3052,0.1272,0.0681,0.0413,0.0134,0.0786,0.1296,0.1664,0.1296,0.1886,0.2744,0.0328,0.0254,0.0887,0.1657,0.1657,0.2411,0.2128,0.1005,0.1014,0.1301,0.1894,0.1475,0.1475,0.2146,0.0697,0.3575,0.2784,0.2168,0.0621,0.0484,0.0293,0.0074
1st_avenue/north_to_south/009_n00037_S_L.jpg,1st_avenue,north_to_south,9,n00037,S,L,3,4,3,6,5,3,4,4,3,2,2.800715454854071,4.404451958835125,3.276528501883149,5.518261692253873,5.2813709285110235,3.2833591997623444,3.8328289799392223,4.327706605195999,3.491495653986931,1.6322652883827686,2,5,3,6,6,2,3,6,3,1,0.0883,0.3492,0.3492,0.1285,0.0607,0.0197,0.0044,0.0334,0.0624,0.1924,0.1698,0.3171,0.1698,0.0551,0.0988,0.2092,0.3449,0.1438,0.0872,0.0988,0.0172,0.0037,0.0128,0.0447,0.0945,0.2268,0.4801,0.1375,0.0125,0.03,0.0925,0.1048,0.2218,0.3657,0.1727,0.1557,0.2568,0.2266,0.0945,0.107,0.0945,0.0649,0.0617,0.1153,0.2442,0.2442,0.1902,0.1307,0.0138,0.0597,0.1116,0.184,0.1623,0.1623,0.2085,0.1116,0.1824,0.1824,0.2067,0.0976,0.1106,0.161,0.0592,0.6108,0.2546,0.0827,0.0184,0.0163,0.0112,0.006
1st_avenue/north_to_south/009_n00037_S_R.jpg,1st_avenue,north_to_south,9,n00037,S,R,2,6,3,3,5,3,5,5,5,2,2.0008589294739068,5.871125533245504,2.6726713944226503,3.195254575461149,4.921461850404739,2.660861101001501,4.867704945616424,5.106864592991769,5.324824939481914,2.2108798194676638,1,7,2,2,6,2,6,6,6,1,0.4314,0.2965,0.1798,0.0455,0.0312,0.0101,0.0054,0.0026,0.0056,0.0366,0.0532,0.2702,0.2385,0.3932,0.1579,0.3789,0.2604,0.0958,0.0581,0.0399,0.0089,0.1467,0.2741,0.1884,0.1467,0.1295,0.1008,0.0136,0.0444,0.0646,0.1207,0.1065,0.1989,0.2894,0.1755,0.2491,0.3624,0.1712,0.0556,0.063,0.0556,0.0433,0.0098,0.0389,0.1198,0.1743,0.2537,0.3691,0.0343,0.0041,0.0234,0.1051,0.1732,0.2224,0.3667,0.1051,0.0152,0.0364,0.0873,0.0873,0.144,0.5026,0.1271,0.4061,0.2791,0.1693,0.0485,0.0485,0.0378,0.0108
1st_avenue/north_to_south/010_n00036_S_L.jpg,1st_avenue,north_to_south,10,n00036,S,L,2,4,3,5,5,3,2,5,4,1,1.7059651194140315,4.134403586387634,2.6245448449626565,5.042220978997648,4.837914407253265,2.5880126506090164,2.034378856420517,4.526191513985395,3.637632466852665,1.3953077271580696,1,5,2,6,6,1,1,6,1,1,0.5476,0.2931,0.1078,0.0241,0.0165,0.0061,0.0047,0.0798,0.1025,0.1915,0.1491,0.2459,0.169,0.0622,0.1777,0.3763,0.2586,0.084,0.0509,0.0397,0.0129,0.008,0.036,0.0977,0.1611,0.2345,0.3866,0.0761,0.0753,0.0665,0.1242,0.0854,0.1807,0.263,0.2048,0.3175,0.3175,0.15,0.0487,0.0625,0.0487,0.0552,0.4639,0.2814,0.1329,0.0489,0.0336,0.0297,0.0096,0.0388,0.0932,0.1741,0.1536,0.1972,0.2235,0.1196,0.2029,0.1581,0.1581,0.1086,0.1086,0.1791,0.0846,0.7418,0.1876,0.0419,0.0082,0.0082,0.0073,0.005
1st_avenue/north_to_south/010_n00036_S_R.jpg,1st_avenue,north_to_south,10,n00036,S,R,3,5,3,3,5,3,4,5,4,2,2.995879172347486,5.12555589992553,3.3422492179088295,2.6625610049813986,5.325602347031236,3.408697158098221,3.5279208067804575,4.54413259588182,4.276212703436613,2.310317811090499,3,6,3,2,6,2,3,5,6,1,0.082,0.2228,0.4162,0.1966,0.0638,0.0161,0.0025,0.0113,0.0272,0.1076,0.1076,0.2926,0.3316,0.122,0.0439,0.1738,0.4168,0.1969,0.1054,0.0564,0.0067,0.2552,0.3276,0.1548,0.1064,0.0828,0.0645,0.0087,0.0172,0.0321,0.0873,0.099,0.2095,0.3454,0.2095,0.0754,0.2633,0.2633,0.141,0.1244,0.0969,0.0356,0.0995,0.2105,0.2386,0.1447,0.1447,0.1447,0.0173,0.0169,0.0759,0.182,0.182,0.2337,0.2337,0.0759,0.0699,0.1153,0.1678,0.1481,0.1678,0.2766,0.0545,0.3197,0.3197,0.2197,0.0556,0.049,0.0297,0.0066
1st_avenue/north_to_south/011_n00035_S_L.jpg,1st_avenue,north_to_south,11,n00035,S,L,1,4,2,5,5,2,2,3,3,1,1.378822353668511,4.217797737568617,2.2478088438510895,5.434954727068543,4.84712565690279,2.4602643698453903,1.914553859271109,3.4826098531484604,2.7168207243084908,1.1665572011843324,1,6,2,6,6,1,1,1,1,1,0.8248,0.0869,0.0411,0.0092,0.0171,0.0118,0.0092,0.1371,0.0734,0.1553,0.0942,0.1994,0.2902,0.0504,0.3259,0.4185,0.1199,0.0343,0.0389,0.0441,0.0184,0.0132,0.0317,0.0591,0.0975,0.2064,0.3857,0.2064,0.0698,0.0698,0.1151,0.0896,0.1898,0.2761,0.1898,0.5268,0.1509,0.0915,0.0297,0.049,0.0713,0.0808,0.5037,0.3055,0.0875,0.0322,0.0284,0.0322,0.0105,0.2248,0.1545,0.1751,0.1062,0.1203,0.1364,0.0827,0.4217,0.1551,0.1369,0.0647,0.0647,0.1066,0.0504,0.9088,0.0581,0.0166,0.0037,0.0042,0.0037,0.0048
1st_avenue/north_to_south/011_n00035_S_R.jpg,1st_avenue,north_to_south,11,n00035,S,R,2,6,3,4,6,3,5,5,6,4,1.9983668345957994,5.603177945595235,2.9399914741516113,3.70396900549531,5.594457942992449,2.790522411465645,5.093664604239166,5.3078190258238465,5.82384936674498,3.6203834004700184,1,5,2,2,6,1,6,6,6,3,0.5809,0.1469,0.1296,0.0421,0.054,0.0289,0.0175,0.0027,0.0074,0.0481,0.07,0.3137,0.3137,0.2443,0.1992,0.2899,0.2258,0.0941,0.0733,0.0831,0.0346,0.0858,0.2058,0.1816,0.1816,0.1603,0.1603,0.0246,0.0114,0.0212,0.0577,0.074,0.2013,0.376,0.2584,0.3309,0.2577,0.1379,0.0507,0.0738,0.0837,0.0652,0.0085,0.0295,0.103,0.1499,0.1924,0.4616,0.0551,0.0023,0.0153,0.0879,0.1449,0.2108,0.3939,0.1449,0.0021,0.0075,0.038,0.0488,0.1169,0.5939,0.1928,0.1209,0.137,0.2899,0.1209,0.1552,0.137,0.0392
1st_avenue/north_to_south/012_n00034_S_L.jpg,1st_avenue,north_to_south,12,n00034,S,L,1,4,3,5,4,3,2,5,3,1,1.491426178254187,4.184226293116808,2.7773526702076197,4.645186385139823,4.263763926923275,2.5489619746804237,2.135186326690018,4.712147921323776,3.354965940117836,1.30014871340245,1,5,2,6,6,1,1,6,1,1,0.7518,0.1306,0.0617,0.0156,0.02,0.0107,0.0095,0.081,0.0918,0.1943,0.1335,0.2495,0.1943,0.0557,0.2066,0.3407,0.2066,0.0861,0.0592,0.076,0.0247,0.0148,0.0663,0.1404,0.2043,0.2315,0.2972,0.0456,0.1701,0.1032,0.1169,0.0709,0.1502,0.2185,0.1701,0.4944,0.1605,0.0974,0.0358,0.0591,0.0669,0.0859,0.4515,0.2739,0.1294,0.0476,0.042,0.042,0.0136,0.0242,0.0745,0.1578,0.1578,0.2026,0.2602,0.1229,0.2663,0.1615,0.1615,0.0864,0.0864,0.1615,0.0763,0.8178,0.1254,0.0317,0.0062,0.0071,0.0062,0.0055
