file,street,walk,seq,node_id,cardinal,side,resting_affordance,resting_affordance_ev,resting_affordance_argmax,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
1st_avenue/north_to_south/007_n00039_S_R.jpg,1st_avenue,north_to_south,7,n00039,S,R,2,2.374850643798709,1,0.4205,0.2286,0.1408,0.0742,0.0569,0.0596,0.0194
1st_avenue/north_to_south/008_n00038_S_L.jpg,1st_avenue,north_to_south,8,n00038,S,L,2,2.0462138801813126,1,0.4946,0.2647,0.1021,0.0482,0.0347,0.04,0.0157
1st_avenue/north_to_south/008_n00038_S_R.jpg,1st_avenue,north_to_south,8,n00038,S,R,3,2.577044116333127,1,0.3398,0.2228,0.1997,0.0929,0.0659,0.0609,0.018
1st_avenue/north_to_south/009_n00037_S_L.jpg,1st_avenue,north_to_south,9,n00037,S,L,2,1.8273104187101126,1,0.6069,0.197,0.0916,0.0322,0.0279,0.0271,0.0172
1st_avenue/north_to_south/009_n00037_S_R.jpg,1st_avenue,north_to_south,9,n00037,S,R,3,2.8888616850599647,1,0.2569,0.194,0.2376,0.1333,0.0861,0.0771,0.015
1st_avenue/north_to_south/010_n00036_S_L.jpg,1st_avenue,north_to_south,10,n00036,S,L,2,1.7528954576700926,1,0.6172,0.227,0.0671,0.0239,0.0202,0.0284,0.0162
1st_avenue/north_to_south/010_n00036_S_R.jpg,1st_avenue,north_to_south,10,n00036,S,R,3,2.7646802626550198,1,0.2624,0.2244,0.2427,0.1201,0.0717,0.0643,0.0143
1st_avenue/north_to_south/011_n00035_S_L.jpg,1st_avenue,north_to_south,11,n00035,S,L,1,1.4355151569470763,1,0.7984,0.1098,0.0385,0.0102,0.0135,0.0135,0.0161
1st_avenue/north_to_south/011_n00035_S_R.jpg,1st_avenue,north_to_south,11,n00035,S,R,4,3.943115286529064,4,0.0729,0.0879,0.2245,0.2427,0.2012,0.1519,0.019
1st_avenue/north_to_south/012_n00034_S_L.jpg,1st_avenue,north_to_south,12,n00034,S,L,2,1.6223191693425179,1,0.7139,0.1568,0.0501,0.0165,0.0184,0.0233,0.0209
1st_avenue/north_to_south/012_n00034_S_R.jpg,1st_avenue,north_to_south,12,n00034,S,R,3,3.284137840382755,3,0.1429,0.1522,0.3122,0.1724,0.1242,0.0827,0.0133
1st_avenue/north_to_south/013_n00033_S_L.jpg,1st_avenue,north_to_south,13,n00033,S,L,2,1.6838612165302038,1,0.6564,0.1971,0.066,0.0211,0.0218,0.0218,0.0159
1st_avenue/north_to_south/013_n00033_S_R.jpg,1st_avenue,north_to_south,13,n00033,S,R,4,3.7050095703452826,3,0.0887,0.1139,0.2527,0.2374,0.1764,0.1175,0.0134
1st_avenue/north_to_south/014_n00032_S_L.jpg,1st_avenue,north_to_south,14,n00032,S,L,2,1.7595120202749968,1,0.613,0.2186,0.0817,0.0249,0.0234,0.0213,0.0171
1st_avenue/north_to_south/014_n00032_S_R.jpg,1st_avenue,north_to_south,14,n00032,S,R,4,3.670432485640049,3,0.1381,0.12,0.2241,0.1773,0.164,0.1447,0.0318
1st_avenue/north_to_south/015_n00031_S_L.jpg,1st_avenue,north_to_south,15,n00031,S,L,2,1.9385639857500792,1,0.5409,0.2326,0.1134,0.0357,0.033,0.0265,0.0179
1st_avenue/north_to_south/015_n00031_S_R.jpg,1st_avenue,north_to_south,15,n00031,S,R,4,3.7084101159125566,3,0.127,0.1175,0.2265,0.182,0.1683,0.1532,0.0254
1st_avenue/north_to_south/016_n00030_S_L.jpg,1st_avenue,north_to_south,16,n00030,S,L,2,1.9441396985203028,1,0.5521,0.2302,0.0975,0.0342,0.0348,0.0302,0.0211
1st_avenue/north_to_south/016_n00030_S_R.jpg,1st_avenue,north_to_south,16,n00030,S,R,3,2.7539020217955112,1,0.3227,0.1868,0.2116,0.0969,0.0803,0.0779,0.0237
1st_avenue/north_to_south/017_n00029_S_L.jpg,1st_avenue,north_to_south,17,n00029,S,L,2,1.8534054215997458,1,0.5887,0.2269,0.0772,0.0275,0.0302,0.028,0.0214
1st_avenue/north_to_south/017_n00029_S_R.jpg,1st_avenue,north_to_south,17,n00029,S,R,2,2.3247364461421967,1,0.4184,0.2311,0.1639,0.0683,0.0524,0.0441,0.0218
1st_avenue/north_to_south/018_n00028_S_L.jpg,1st_avenue,north_to_south,18,n00028,S,L,2,1.8116575069725513,1,0.6041,0.2222,0.0733,0.0257,0.0283,0.0257,0.0207
1st_avenue/north_to_south/018_n00028_S_R.jpg,1st_avenue,north_to_south,18,n00028,S,R,2,2.4452221542596817,1,0.3712,0.2434,0.1781,0.0778,0.0578,0.0495,0.0223
1st_avenue/north_to_south/019_n00027_S_L.jpg,1st_avenue,north_to_south,19,n00027,S,L,2,1.6652569957077503,1,0.6571,0.1973,0.0693,0.0225,0.0215,0.0184,0.0141
1st_avenue/north_to_south/019_n00027_S_R.jpg,1st_avenue,north_to_south,19,n00027,S,R,2,1.9220381174236536,1,0.5716,0.207,0.0993,0.0389,0.0343,0.0308,0.0181
1st_avenue/north_to_south/020_n00026_S_L.jpg,1st_avenue,north_to_south,20,n00026,S,L,2,1.7105042049661279,1,0.632,0.2117,0.0743,0.0253,0.023,0.0197,0.014
1st_avenue/north_to_south/020_n00026_S_R.jpg,1st_avenue,north_to_south,20,n00026,S,R,2,2.0302916914224625,1,0.5451,0.2005,0.1108,0.0455,0.0401,0.0365,0.0215
1st_avenue/north_to_south/021_n00025_S_L.jpg,1st_avenue,north_to_south,21,n00025,S,L,2,1.826665660366416,1,0.6142,0.1933,0.0858,0.0306,0.0301,0.027,0.0191
1st_avenue/north_to_south/021_n00025_S_R.jpg,1st_avenue,north_to_south,21,n00025,S,R,2,2.419318623840809,1,0.4442,0.2066,0.1293,0.0592,0.0611,0.066,0.0337
1st_avenue/north_to_south/022_n00024_S_L.jpg,1st_avenue,north_to_south,22,n00024,S,L,2,1.7727291975170374,1,0.6651,0.1762,0.0546,0.0189,0.027,0.0266,0.0316
1st_avenue/north_to_south/022_n00024_S_R.jpg,1st_avenue,north_to_south,22,n00024,S,R,2,1.957588467746973,1,0.6274,0.1742,0.0602,0.0199,0.0322,0.042,0.0441
1st_avenue/north_to_south/023_n00023_S_L.jpg,1st_avenue,north_to_south,23,n00023,S,L,2,2.0826283432543278,1,0.4997,0.2398,0.1169,0.0451,0.041,0.0356,0.022
1st_avenue/north_to_south/023_n00023_S_R.jpg,1st_avenue,north_to_south,23,n00023,S,R,2,2.0084057319909334,1,0.538,0.2208,0.1059,0.0421,0.0372,0.0355,0.0205
1st_avenue/north_to_south/024_n00022_S_L.jpg,1st_avenue,north_to_south,24,n00022,S,L,2,2.0826283432543278,1,0.4997,0.2398,0.1169,0.0451,0.041,0.0356,0.022
1st_avenue/north_to_south/024_n00022_S_R.jpg,1st_avenue,north_to_south,24,n00022,S,R,2,2.0084057319909334,1,0.538,0.2208,0.1059,0.0421,0.0372,0.0355,0.0205
1st_avenue/north_to_south/025_n00021_S_L.jpg,1st_avenue,north_to_south,25,n00021,S,L,2,2.0760077945888042,1,0.5065,0.2319,0.113,0.0517,0.0403,0.0379,0.0187
1st_avenue/north_to_south/025_n00021_S_R.jpg,1st_avenue,north_to_south,25,n00021,S,R,2,2.1690019676461816,1,0.4607,0.2317,0.145,0.0664,0.0463,0.0367,0.0133
1st_avenue/north_to_south/026_n00020_S_L.jpg,1st_avenue,north_to_south,26,n00020,S,L,2,2.271839120425284,1,0.4086,0.2518,0.1625,0.0792,0.0458,0.038,0.014
1st_avenue/north_to_south/026_n00020_S_R.jpg,1st_avenue,north_to_south,26,n00020,S,R,2,1.8717802036553621,1,0.589,0.2067,0.0961,0.0293,0.028,0.0322,0.0186
1st_avenue/north_to_south/027_n00019_S_L.jpg,1st_avenue,north_to_south,27,n00019,S,L,2,1.9664111714810133,1,0.5517,0.2161,0.1037,0.0425,0.0337,0.0331,0.0192
1st_avenue/north_to_south/027_n00019_S_R.jpg,1st_avenue,north_to_south,27,n00019,S,R,2,1.7175634186714888,1,0.6569,0.1882,0.0671,0.0208,0.0214,0.0267,0.0189
1st_avenue/north_to_south/028_n00018_S_L.jpg,1st_avenue,north_to_south,28,n00018,S,L,2,2.484420227818191,1,0.355,0.2222,0.2023,0.1001,0.058,0.0488,0.0136
1st_avenue/north_to_south/028_n00018_S_R.jpg,1st_avenue,north_to_south,28,n00018,S,R,2,1.9859969913959503,1,0.5644,0.2076,0.0936,0.0334,0.0355,0.0435,0.0219
1st_avenue/north_to_south/029_n00017_S_L.jpg,1st_avenue,north_to_south,29,n00017,S,L,3,3.271535584703088,3,0.1712,0.1583,0.2377,0.2098,0.1195,0.0902,0.0132
1st_avenue/north_to_south/029_n00017_S_R.jpg,1st_avenue,north_to_south,29,n00017,S,R,3,2.654967376962304,1,0.2926,0.2388,0.2209,0.106,0.0684,0.0567,0.0165
1st_avenue/north_to_south/030_n00016_S_L.jpg,1st_avenue,north_to_south,30,n00016,S,L,2,2.3409998631104827,1,0.4126,0.2108,0.1775,0.0892,0.0541,0.0435,0.0123
1st_avenue/north_to_south/030_n00016_S_R.jpg,1st_avenue,north_to_south,30,n00016,S,R,3,2.7110385224223137,1,0.3073,0.2284,0.1923,0.1046,0.073,0.0741,0.0203
1st_avenue/north_to_south/031_n00015_S_L.jpg,1st_avenue,north_to_south,31,n00015,S,L,3,2.5349470539949834,1,0.3022,0.2077,0.2795,0.1165,0.0577,0.0299,0.0064
1st_avenue/north_to_south/031_n00015_S_R.jpg,1st_avenue,north_to_south,31,n00015,S,R,2,2.471757262945175,1,0.3622,0.2413,0.185,0.0796,0.0591,0.0522,0.0208
1st_avenue/north_to_south/032_n00014_S_L.jpg,1st_avenue,north_to_south,32,n00014,S,L,2,2.3359743962064385,1,0.4007,0.2145,0.1984,0.0827,0.0551,0.0356,0.0131
1st_avenue/north_to_south/032_n00014_S_R.jpg,1st_avenue,north_to_south,32,n00014,S,R,2,2.3152931202203035,1,0.4142,0.2473,0.1597,0.0597,0.0518,0.0417,0.0257
1st_avenue/north_to_south/033_n00013_S_L.jpg,1st_avenue,north_to_south,33,n00013,S,L,3,3.0514935040846467,3,0.2055,0.1651,0.2722,0.1785,0.1001,0.0657,0.0129
1st_avenue/north_to_south/033_n00013_S_R.jpg,1st_avenue,north_to_south,33,n00013,S,R,2,2.2406808119267225,1,0.4338,0.2396,0.1621,0.0578,0.0502,0.0362,0.0203
1st_avenue/north_to_south/034_n00012_S_L.jpg,1st_avenue,north_to_south,34,n00012,S,L,3,2.513900674879551,1,0.3041,0.2058,0.2948,0.1084,0.0489,0.0301,0.0079
1st_avenue/north_to_south/034_n00012_S_R.jpg,1st_avenue,north_to_south,34,n00012,S,R,2,1.7304854281246662,1,0.647,0.1883,0.0749,0.0243,0.0255,0.0225,0.0175
1st_avenue/north_to_south/035_n00011_S_L.jpg,1st_avenue,north_to_south,35,n00011,S,L,3,2.8369747642427683,3,0.2391,0.2045,0.2668,0.1428,0.0776,0.055,0.0141
1st_avenue/north_to_south/035_n00011_S_R.jpg,1st_avenue,north_to_south,35,n00011,S,R,2,1.9275135193020105,1,0.5355,0.2414,0.1105,0.04,0.0317,0.0271,0.0138
1st_avenue/north_to_south/036_n00010_S_L.jpg,1st_avenue,north_to_south,36,n00010,S,L,2,2.2100106067955494,1,0.456,0.2257,0.148,0.0647,0.0504,0.0386,0.0166
1st_avenue/north_to_south/036_n00010_S_R.jpg,1st_avenue,north_to_south,36,n00010,S,R,2,2.025075316429138,1,0.5149,0.2215,0.1302,0.0502,0.0391,0.0286,0.0155
1st_avenue/north_to_south/037_n00009_S_L.jpg,1st_avenue,north_to_south,37,n00009,S,L,2,2.3431730084121227,1,0.3696,0.2462,0.2041,0.0864,0.0485,0.0355,0.0097
1st_avenue/north_to_south/037_n00009_S_R.jpg,1st_avenue,north_to_south,37,n00009,S,R,2,1.833916274830699,1,0.5884,0.2066,0.1055,0.0332,0.0284,0.0243,0.0136
1st_avenue/north_to_south/038_n00008_S_L.jpg,1st_avenue,north_to_south,38,n00008,S,L,3,2.5377964284271,1,0.3349,0.2266,0.2063,0.1054,0.066,0.046,0.0147
1st_avenue/north_to_south/038_n00008_S_R.jpg,1st_avenue,north_to_south,38,n00008,S,R,2,1.9920805115252733,1,0.5184,0.2373,0.1193,0.0446,0.0347,0.0302,0.0154
1st_avenue/north_to_south/039_n00007_S_L.jpg,1st_avenue,north_to_south,39,n00007,S,L,2,2.3010802315548062,1,0.4228,0.2126,0.1735,0.0859,0.0538,0.0393,0.012
1st_avenue/north_to_south/039_n00007_S_R.jpg,1st_avenue,north_to_south,39,n00007,S,R,2,1.776498682796955,1,0.6249,0.1936,0.0846,0.0302,0.0266,0.0246,0.0156
1st_avenue/north_to_south/040_n00006_S_L.jpg,1st_avenue,north_to_south,40,n00006,S,L,2,2.4350264044478536,1,0.3565,0.2301,0.2063,0.099,0.0564,0.0406,0.0111
1st_avenue/north_to_south/040_n00006_S_R.jpg,1st_avenue,north_to_south,40,n00006,S,R,2,2.365085388533771,1,0.3757,0.2315,0.2043,0.0879,0.0533,0.0361,0.0113
1st_avenue/north_to_south/041_n00005_S_L.jpg,1st_avenue,north_to_south,41,n00005,S,L,3,2.790026160888374,3,0.2594,0.1928,0.2676,0.1367,0.0779,0.0535,0.0121
1st_avenue/north_to_south/041_n00005_S_R.jpg,1st_avenue,north_to_south,41,n00005,S,R,3,2.794715222902596,1,0.2767,0.2056,0.2224,0.1307,0.0857,0.0637,0.0151
1st_avenue/north_to_south/042_n00004_S_L.jpg,1st_avenue,north_to_south,42,n00004,S,L,2,2.4693475468084216,1,0.3556,0.2226,0.2091,0.0957,0.0581,0.0445,0.0145
1st_avenue/north_to_south/042_n00004_S_R.jpg,1st_avenue,north_to_south,42,n00004,S,R,2,2.1842140313237906,1,0.4109,0.2612,0.1852,0.065,0.0401,0.0284,0.0092
1st_avenue/north_to_south/043_n00003_S_L.jpg,1st_avenue,north_to_south,43,n00003,S,L,3,2.8000878570601344,3,0.2456,0.2068,0.274,0.1335,0.0693,0.0574,0.0134
1st_avenue/north_to_south/043_n00003_S_R.jpg,1st_avenue,north_to_south,43,n00003,S,R,2,2.446346029173583,1,0.3209,0.2348,0.2619,0.0919,0.0477,0.0354,0.0073
1st_avenue/north_to_south/044_n00002_S_L.jpg,1st_avenue,north_to_south,44,n00002,S,L,2,2.179822967387736,1,0.4539,0.2318,0.152,0.0685,0.0449,0.0339,0.0148
1st_avenue/north_to_south/044_n00002_S_R.jpg,1st_avenue,north_to_south,44,n00002,S,R,3,2.706562664359808,1,0.2844,0.2215,0.2321,0.1131,0.0777,0.0569,0.0144
1st_avenue/north_to_south/045_n00001_S_L.jpg,1st_avenue,north_to_south,45,n00001,S,L,2,2.2249930799007416,1,0.4368,0.2489,0.1441,0.066,0.0483,0.0388,0.0172
1st_avenue/north_to_south/045_n00001_S_R.jpg,1st_avenue,north_to_south,45,n00001,S,R,3,3.114067311398685,3,0.1676,0.165,0.3035,0.1929,0.1017,0.0588,0.0104
1st_avenue/north_to_south/046_n00000_S_L.jpg,1st_avenue,north_to_south,46,n00000,S,L,2,2.1267839428037405,1,0.4948,0.2196,0.1332,0.0498,0.0426,0.0394,0.0207
1st_avenue/north_to_south/046_n00000_S_R.jpg,1st_avenue,north_to_south,46,n00000,S,R,3,3.3165320698171854,3,0.1235,0.1661,0.2916,0.2067,0.1254,0.0749,0.0118
1st_avenue/south_to_north/001_n00000_N_L.jpg,1st_avenue,south_to_north,1,n00000,N,L,3,2.6899237111210823,1,0.3282,0.2086,0.187,0.1049,0.0856,0.0636,0.022
1st_avenue/south_to_north/001_n00000_N_R.jpg,1st_avenue,south_to_north,1,n00000,N,R,2,2.4815473407506943,1,0.3711,0.2434,0.1621,0.0803,0.0635,0.0587,0.0209
1st_avenue/south_to_north/002_n00001_N_L.jpg,1st_avenue,south_to_north,2,n00001,N,L,2,2.401817657984793,1,0.3779,0.2256,0.193,0.0898,0.0607,0.0398,0.0131
1st_avenue/south_to_north/002_n00001_N_R.jpg,1st_avenue,south_to_north,2,n00001,N,R,3,2.715123428031802,1,0.2785,0.242,0.2203,0.1041,0.075,0.0602,0.0199
1st_avenue/south_to_north/003_n00002_N_L.jpg,1st_avenue,south_to_north,3,n00002,N,L,2,2.279653500765562,1,0.4183,0.2239,0.1799,0.0762,0.0532,0.036,0.0124
1st_avenue/south_to_north/003_n00002_N_R.jpg,1st_avenue,south_to_north,3,n00002,N,R,3,2.880091967061162,1,0.2472,0.2082,0.2472,0.1224,0.0841,0.0719,0.0191
1st_avenue/south_to_north/004_n00003_N_L.jpg,1st_avenue,south_to_north,4,n00003,N,L,2,2.2232774142175913,1,0.4176,0.2306,0.1882,0.081,0.0469,0.028,0.0076
1st_avenue/south_to_north/004_n00003_N_R.jpg,1st_avenue,south_to_north,4,n00003,N,R,3,2.9959032656624913,3,0.1757,0.1929,0.3282,0.1479,0.0843,0.0607,0.0104
1st_avenue/south_to_north/005_n00004_N_L.jpg,1st_avenue,south_to_north,5,n00004,N,L,2,1.763370219618082,1,0.6042,0.2088,0.0986,0.0352,0.0242,0.0191,0.0099
1st_avenue/south_to_north/005_n00004_N_R.jpg,1st_avenue,south_to_north,5,n00004,N,R,3,3.226055856794119,3,0.1677,0.1813,0.2517,0.1785,0.1117,0.0955,0.0136
1st_avenue/south_to_north/006_n00005_N_L.jpg,1st_avenue,south_to_north,6,n00005,N,L,2,1.7136044660583138,1,0.6307,0.2048,0.084,0.0256,0.023,0.0196,0.0123
1st_avenue/south_to_north/006_n00005_N_R.jpg,1st_avenue,south_to_north,6,n00005,N,R,3,2.7837185664102435,1,0.2572,0.2099,0.2532,0.1334,0.0749,0.0602,0.0111
1st_avenue/south_to_north/007_n00006_N_L.jpg,1st_avenue,south_to_north,7,n00006,N,L,2,1.5672810077667236,1,0.7306,0.1508,0.0497,0.014,0.0177,0.0189,0.0183
1st_avenue/south_to_north/007_n00006_N_R.jpg,1st_avenue,south_to_north,7,n00006,N,R,3,2.5158008551225066,1,0.3325,0.225,0.2215,0.1046,0.0596,0.045,0.0117
1st_avenue/south_to_north/008_n00007_N_L.jpg,1st_avenue,south_to_north,8,n00007,N,L,2,1.9941564789041877,1,0.5044,0.2536,0.1217,0.0434,0.0313,0.0317,0.0139
1st_avenue/south_to_north/008_n00007_N_R.jpg,1st_avenue,south_to_north,8,n00007,N,R,3,2.8119768472388387,3,0.2359,0.2182,0.2632,0.1409,0.0754,0.0552,0.0112
1st_avenue/south_to_north/009_n00008_N_L.jpg,1st_avenue,south_to_north,9,n00008,N,L,2,1.8797880783677101,1,0.5716,0.2204,0.0978,0.0365,0.0294,0.0294,0.015
1st_avenue/south_to_north/009_n00008_N_R.jpg,1st_avenue,south_to_north,9,n00008,N,R,3,2.5777054987847805,1,0.2993,0.2331,0.2405,0.1101,0.0637,0.0418,0.0116
1st_avenue/south_to_north/010_n00009_N_L.jpg,1st_avenue,south_to_north,10,n00009,N,L,2,2.366517048329115,1,0.3857,0.249,0.1739,0.076,0.053,0.0447,0.0178
1st_avenue/south_to_north/010_n00009_N_R.jpg,1st_avenue,south_to_north,10,n00009,N,R,3,2.9537954116240144,3,0.234,0.1881,0.2531,0.142,0.0961,0.0714,0.0154
1st_avenue/south_to_north/011_n00010_N_L.jpg,1st_avenue,south_to_north,11,n00010,N,L,2,1.876281788572669,1,0.5713,0.2202,0.1008,0.0354,0.0303,0.0247,0.0173
1st_avenue/south_to_north/011_n00010_N_R.jpg,1st_avenue,south_to_north,11,n00010,N,R,3,3.124950433149934,3,0.1996,0.1904,0.2297,0.168,0.1085,0.0858,0.018
1st_avenue/south_to_north/012_n00011_N_L.jpg,1st_avenue,south_to_north,12,n00011,N,L,2,2.1560885049402714,1,0.4629,0.2478,0.1347,0.0544,0.0431,0.0398,0.0174
1st_avenue/south_to_north/012_n00011_N_R.jpg,1st_avenue,south_to_north,12,n00011,N,R,3,3.235224707983434,3,0.1396,0.1738,0.2956,0.1909,0.1122,0.0783,0.0095
1st_avenue/south_to_north/013_n00012_N_L.jpg,1st_avenue,south_to_north,13,n00012,N,L,3,2.7193264607340097,1,0.2989,0.2221,0.2221,0.0911,0.0768,0.0617,0.0274
1st_avenue/south_to_north/013_n00012_N_R.jpg,1st_avenue,south_to_north,13,n00012,N,R,3,2.884508652612567,1,0.2453,0.2131,0.2305,0.1355,0.0902,0.0692,0.0162
1st_avenue/south_to_north/014_n00013_N_L.jpg,1st_avenue,south_to_north,14,n00013,N,L,3,2.9705348927527666,3,0.2365,0.1842,0.2598,0.1306,0.0912,0.0756,0.022
1st_avenue/south_to_north/014_n00013_N_R.jpg,1st_avenue,south_to_north,14,n00013,N,R,3,3.0847776094451547,3,0.1882,0.1687,0.2825,0.1768,0.1089,0.064,0.0108
1st_avenue/south_to_north/015_n00014_N_L.jpg,1st_avenue,south_to_north,15,n00014,N,L,3,2.902538364753127,1,0.2867,0.2001,0.1822,0.1292,0.0796,0.1006,0.0214
1st_avenue/south_to_north/015_n00014_N_R.jpg,1st_avenue,south_to_north,15,n00014,N,R,3,3.001252436079085,3,0.1816,0.1874,0.2995,0.1761,0.0972,0.0512,0.0069
1st_avenue/south_to_north/016_n00015_N_L.jpg,1st_avenue,south_to_north,16,n00015,N,L,3,2.9610182028263807,1,0.248,0.1901,0.2258,0.1458,0.0884,0.0831,0.0188
1st_avenue/south_to_north/016_n00015_N_R.jpg,1st_avenue,south_to_north,16,n00015,N,R,2,2.2805571388453245,1,0.4177,0.2271,0.1797,0.0726,0.0499,0.0414,0.0117
1st_avenue/south_to_north/017_n00016_N_L.jpg,1st_avenue,south_to_north,17,n00016,N,L,3,2.8385244868695736,1,0.2818,0.1967,0.2062,0.1373,0.0901,0.0701,0.0177
1st_avenue/south_to_north/017_n00016_N_R.jpg,1st_avenue,south_to_north,17,n00016,N,R,2,2.077844090759754,1,0.4782,0.2481,0.1392,0.0496,0.038,0.0311,0.0159
1st_avenue/south_to_north/018_n00017_N_L.jpg,1st_avenue,south_to_north,18,n00017,N,L,2,1.7504896903410554,1,0.6295,0.2012,0.0788,0.0256,0.0244,0.026,0.0146
1st_avenue/south_to_north/018_n00017_N_R.jpg,1st_avenue,south_to_north,18,n00017,N,R,2,1.6131159197539091,1,0.6971,0.1735,0.0572,0.0172,0.0183,0.0195,0.0172
1st_avenue/south_to_north/019_n00018_N_L.jpg,1st_avenue,south_to_north,19,n00018,N,L,2,1.6355054089799523,1,0.6746,0.1903,0.0647,0.0177,0.0164,0.0207,0.0156
1st_avenue/south_to_north/019_n00018_N_R.jpg,1st_avenue,south_to_north,19,n00018,N,R,2,1.8484959937632084,1,0.5937,0.215,0.0869,0.0278,0.0273,0.0286,0.0206
1st_avenue/south_to_north/020_n00019_N_L.jpg,1st_avenue,south_to_north,20,n00019,N,L,2,1.7113876845687628,1,0.6688,0.1772,0.0652,0.0196,0.0208,0.0285,0.0199
1st_avenue/south_to_north/020_n00019_N_R.jpg,1st_avenue,south_to_north,20,n00019,N,R,2,1.8650643862783909,1,0.5763,0.2292,0.0898,0.0291,0.0282,0.0282,0.0191
1st_avenue/south_to_north/021_n00020_N_L.jpg,1st_avenue,south_to_north,21,n00020,N,L,2,1.5587398316711187,1,0.7004,0.1771,0.0631,0.0181,0.0157,0.0155,0.0101
1st_avenue/south_to_north/021_n00020_N_R.jpg,1st_avenue,south_to_north,21,n00020,N,R,2,1.8651577178388834,1,0.5635,0.2423,0.092,0.0303,0.0285,0.0264,0.017
1st_avenue/south_to_north/022_n00021_N_L.jpg,1st_avenue,south_to_north,22,n00021,N,L,2,2.1156188026070595,1,0.4975,0.2314,0.1182,0.0485,0.0415,0.0415,0.0215
1st_avenue/south_to_north/022_n00021_N_R.jpg,1st_avenue,south_to_north,22,n00021,N,R,2,1.8503785822540522,1,0.5828,0.2282,0.0853,0.029,0.0281,0.0268,0.0196
1st_avenue/south_to_north/023_n00022_N_L.jpg,1st_avenue,south_to_north,23,n00022,N,L,2,2.304091826081276,1,0.4465,0.2076,0.1472,0.0776,0.0559,0.0456,0.0196
1st_avenue/south_to_north/023_n00022_N_R.jpg,1st_avenue,south_to_north,23,n00022,N,R,2,1.9349157232791185,1,0.5696,0.2129,0.0945,0.0347,0.0332,0.0347,0.0204
1st_avenue/south_to_north/024_n00023_N_L.jpg,1st_avenue,south_to_north,24,n00023,N,L,2,2.304091826081276,1,0.4465,0.2076,0.1472,0.0776,0.0559,0.0456,0.0196
1st_avenue/south_to_north/024_n00023_N_R.jpg,1st_avenue,south_to_north,24,n00023,N,R,2,1.9349157232791185,1,0.5696,0.2129,0.0945,0.0347,0.0332,0.0347,0.0204
1st_avenue/south_to_north/025_n00024_N_L.jpg,1st_avenue,south_to_north,25,n00024,N,L,2,1.8584332447499037,1,0.6386,0.1746,0.0705,0.0209,0.0303,0.0318,0.0333
