file,node_id,side,GVI,VEI,face_id,variant,vertical_greenery,green_eye_level,enclosure
east_38th_street/east_to_west/30_n00472_W_L.jpg,n00472,L,2.0976228800443355,0.9007394370237424,f20,solo,1.0,1.0,3.0
east_38th_street/east_to_west/04_n00498_W_L.jpg,n00498,L,4.835220122281084,0.8466246389104166,f20,solo,1.0,3.0,3.0
east_39th_street/east_to_west/32_n00517_W_L.jpg,n00517,L,1.8491314561916563,0.9315762024118648,f21,solo,1.0,2.0,3.0
east_39th_street/east_to_west/31_n00518_W_L.jpg,n00518,L,1.7463292147398632,0.8663504585521827,f21,solo,1.0,1.0,3.0
east_39th_street/east_to_west/30_n00519_W_L.jpg,n00519,L,1.4725893400857375,0.92807620212359,f21,solo,1.0,1.0,3.0
east_39th_street/east_to_west/01_n00548_W_L.jpg,n00548,L,0.1213496189700871,0.5779977827217219,f21,solo,1.0,1.0,3.0
east_40th_street/east_to_west/37_n00558_W_L.jpg,n00558,L,1.1929905072650784,0.8881758750569347,f22,solo,1.0,1.0,3.0
east_40th_street/east_to_west/22_n00573_W_L.jpg,n00573,L,0.3038854724259217,0.8667002245221009,f22,solo,1.0,1.0,3.0
east_40th_street/east_to_west/03_n00592_W_L.jpg,n00592,L,3.0315629399851263,0.8084679624090285,f22,solo,1.0,2.0,3.0
east_41st_street/east_to_west/41_n00598_W_L.jpg,n00598,L,0.0,0.9550188246155392,f23,solo,1.0,1.0,3.0
east_41st_street/east_to_west/24_n00615_W_L.jpg,n00615,L,0.1923086222421257,0.9597037269560644,f23,solo,1.0,1.0,3.0
east_41st_street/east_to_west/09_n00630_W_L.jpg,n00630,L,0.5624429311980986,0.8738359479468396,f23,solo,1.0,1.0,3.0
east_41st_street/east_to_west/06_n00633_W_L.jpg,n00633,L,4.739042813630073,0.9373423554282768,f23,solo,2.0,3.0,5.0
east_41st_street/east_to_west/02_n00637_W_L.jpg,n00637,L,5.254105597165128,0.8283909891713649,f23,solo,1.0,3.0,3.0
east_42nd_street/east_to_west/39_n00648_W_L.jpg,n00648,L,0.0009419645047933,0.9439271289513316,f24,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/27_n00660_W_L.jpg,n00660,L,0.0526855833259087,0.9305756450924086,f24,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/26_n00661_W_L.jpg,n00661,L,0.1926988890087937,0.9293001990792286,f24,solo,1.0,2.0,3.0
east_42nd_street/east_to_west/16_n00671_W_L.jpg,n00671,L,0.0,0.9295575599119972,f24,solo,1.0,1.0,3.0
east_42nd_street/east_to_west/13_n00674_W_L.jpg,n00674,L,1.673546051836296,0.9100503576869678,f24,solo,1.0,1.0,3.0
lexington_avenue/north_to_south/22_n00700_S_L.jpg,n00700,L,0.7938973305077316,0.8917939966825986,f25,solo,1.0,1.0,3.0
lexington_avenue/north_to_south/20_n00702_S_L.jpg,n00702,L,0.5174772628227206,0.8265057504461943,f25,solo,1.0,1.0,3.0
lexington_avenue/north_to_south/09_n00714_S_L.jpg,n00714,L,0.1216584452625515,0.937147274535002,f25,solo,1.0,1.0,3.0
lexington_avenue/north_to_south/05_n00718_S_L.jpg,n00718,L,0.0,0.940277757708284,f25,solo,1.0,1.0,7.0
lexington_avenue/north_to_south/02_n00721_S_L.jpg,n00721,L,0.0203202530131967,0.8915137142059036,f25,solo,1.0,1.0,3.0
madison_avenue/north_to_south/34_n00723_S_L.jpg,n00723,L,0.6164888858365369,0.8711278270084829,f26,solo,1.0,1.0,3.0
madison_avenue/north_to_south/27_n00730_S_L.jpg,n00730,L,0.9120077282826092,0.7967849292734532,f26,solo,2.0,3.0,3.0
madison_avenue/north_to_south/05_n00752_S_L.jpg,n00752,L,1.707986918087546,0.940234195198726,f26,solo,1.0,1.0,3.0
madison_avenue/north_to_south/02_n00755_S_L.jpg,n00755,L,0.1095302385899195,0.8714831635601491,f26,solo,1.0,1.0,3.0
