file,street,walk,seq,node_id,cardinal,side,facade_variation,green_eye_level,green_softening,ground_floor_activity,resting_affordance,signage_detail,sky_openness,vertical_greenery,vertical_hardscape,walkable_ground
1st_avenue/north_to_south/007_n00039_S_L.jpg,1st_avenue,north_to_south,7,n00039,S,L,3.8425972713491663,3.9016786570743403,4.619125237707145,4.181094844048377,1.6066275924256084,1.6048928685641188,5.5481215213358075,3.3091343734272773,3.8385416666666665,4.424812030075188
1st_avenue/north_to_south/007_n00039_S_R.jpg,1st_avenue,north_to_south,7,n00039,S,R,5.509037678207739,3.038642789820924,4.176507147296458,5.5129424194400425,1.8053368328958883,4.951303155006859,3.1840021119324184,2.568379345603272,5.310806874453831,4.28396501457726
1st_avenue/north_to_south/008_n00038_S_L.jpg,1st_avenue,north_to_south,8,n00038,S,L,4.322613578356305,2.7793502338173766,3.158094035973493,3.3058145913329677,1.4950465022240191,1.3120596427986237,4.970039682539682,2.0150465727251015,3.906267029972752,3.023781902552204
1st_avenue/north_to_south/008_n00038_S_R.jpg,1st_avenue,north_to_south,8,n00038,S,R,4.627216312056738,3.043141592920354,3.5396151669496323,3.6912983425414363,2.1786355475763015,4.007616146230008,2.3503676470588237,2.599366008290661,5.644910807974816,4.392620865139949
1st_avenue/north_to_south/009_n00037_S_L.jpg,1st_avenue,north_to_south,9,n00037,S,L,4.625780274656679,3.112562534741523,4.033731343283582,3.2477087576374744,1.309606195419344,3.84655017921147,5.784908471690081,2.800822410691339,4.745032100275145,4.430161943319838
1st_avenue/north_to_south/009_n00037_S_R.jpg,1st_avenue,north_to_south,9,n00037,S,R,5.396259243149196,2.413492063492064,3.303523489932886,5.757638315441783,2.6750841750841747,5.16251056635672,3.0076026355803345,1.7804752066115703,6.034753827058337,4.020186915887851
1st_avenue/north_to_south/010_n00036_S_L.jpg,1st_avenue,north_to_south,10,n00036,S,L,4.814051769677761,2.4196169471851423,2.9040060468631896,3.2249539028887524,1.2969863901490601,1.8036023553862142,5.136597938144329,1.456906502500962,4.055181695827725,3.6784527764594213
1st_avenue/north_to_south/010_n00036_S_R.jpg,1st_avenue,north_to_south,10,n00036,S,R,4.75099840255591,3.2093491124260356,4.66116778814847,4.163298565840939,2.5247218788627936,3.1062525541479364,2.228012048192771,3.0033325672259252,5.4545293072824155,4.359404990403071
1st_avenue/north_to_south/011_n00035_S_L.jpg,1st_avenue,north_to_south,11,n00035,S,L,2.8710162357185807,1.9123999029361805,2.9148557882259976,2.1781976744186045,1.119864729458918,1.563199274266707,5.602775487771366,1.1196345889125268,4.5910411622276035,4.504512635379061
1st_avenue/north_to_south/011_n00035_S_R.jpg,1st_avenue,north_to_south,11,n00035,S,R,5.5062599893446995,2.4007439972945552,4.671859463042758,5.990695313821688,3.9336629583848373,5.50347533632287,3.579411764705882,1.4155178837555886,5.745116572148708,4.486986986986987
1st_avenue/north_to_south/012_n00034_S_L.jpg,1st_avenue,north_to_south,12,n00034,S,L,4.928571428571429,2.3716280545858455,2.968196274420718,2.68754141815772,1.1887519260400616,1.5529344073647873,4.921950153038916,1.1510711000131424,4.118461538461538,2.3899504600141546
1st_avenue/north_to_south/012_n00034_S_R.jpg,1st_avenue,north_to_south,12,n00034,S,R,5.467514609831557,2.712103174603174,3.9685094471658506,5.665386887182517,3.1348494554772586,5.428989751098097,2.482075793786275,2.060081845238095,5.583844212044717,4.614893617021276
1st_avenue/north_to_south/013_n00033_S_L.jpg,1st_avenue,north_to_south,13,n00033,S,L,4.401828029790115,2.188539268355078,3.0179372197309418,2.8208672086720865,1.2496953077391832,1.8801178203240059,5.63039066463724,1.1398474861057255,4.1011860637509265,4.24104124408384
1st_avenue/north_to_south/013_n00033_S_R.jpg,1st_avenue,north_to_south,13,n00033,S,R,5.074951076320939,2.307790730736423,4.601874778917581,5.917105934364904,3.660067396798652,5.5189513581806695,3.5421624418003104,1.271888680425266,5.718679910285165,4.729039222741993
1st_avenue/north_to_south/014_n00032_S_L.jpg,1st_avenue,north_to_south,14,n00032,S,L,4.9282051282051285,2.308342133051742,3.100971547536433,3.829606440071557,1.3017128874388253,1.9646268128758402,5.801173528280108,1.189213639526792,4.812236286919831,3.323489323034984
1st_avenue/north_to_south/014_n00032_S_R.jpg,1st_avenue,north_to_south,14,n00032,S,R,5.384001484780995,3.835201793721973,5.188184663536776,6.0889423076923075,3.5107163000564015,5.687626588105322,2.6500893388921978,2.0024009603841533,5.6444111027756945,4.960423875432526
1st_avenue/north_to_south/015_n00031_S_L.jpg,1st_avenue,north_to_south,15,n00031,S,L,5.259296994396332,2.387118371719336,2.8666323377960863,4.292028985507246,1.4078387872065075,3.160762418174817,5.680585219991457,1.2327471553125462,4.822413793103449,3.6042435424354244
1st_avenue/north_to_south/015_n00031_S_R.jpg,1st_avenue,north_to_south,15,n00031,S,R,5.015749284123449,3.5065274151436028,5.04777713625866,5.888551264457949,3.5892857142857144,5.454587367450438,2.9017212659633533,1.2476820185438515,5.780652019844083,4.928539626001781
1st_avenue/north_to_south/016_n00030_S_L.jpg,1st_avenue,north_to_south,16,n00030,S,L,5.243434343434344,2.252169600793454,2.949511948838775,5.211912225705329,1.3866147437058503,3.1920117259069256,5.762366634335597,1.211610218140069,4.797091013824884,3.4715483017203352
1st_avenue/north_to_south/016_n00030_S_R.jpg,1st_avenue,north_to_south,16,n00030,S,R,5.052921092564492,3.011868131868132,4.682437031994554,5.817785843920145,2.385438972162741,5.225846925972396,2.9287376381617216,1.1917134831460674,6.524079874706343,4.177455357142857
1st_avenue/north_to_south/017_n00029_S_L.jpg,1st_avenue,north_to_south,17,n00029,S,L,5.487093690248566,2.126301794814979,2.8441901408450705,5.07006975269499,1.3310684559198231,3.076475311120032,5.7725389623199845,1.1517739816031538,5.0120339782916465,3.8515761821366024
1st_avenue/north_to_south/017_n00029_S_R.jpg,1st_avenue,north_to_south,17,n00029,S,R,5.594366197183099,2.9520639147802927,4.357647058823529,5.648957103502558,1.8059281696235396,5.01949860724234,3.6236085343228197,1.2253882215060066,6.731541550818659,4.420084635416667
1st_avenue/north_to_south/018_n00028_S_L.jpg,1st_avenue,north_to_south,18,n00028,S,L,5.525321653435532,2.1601878139331734,2.927689594356261,5.079035498995311,1.3105446118192354,3.332286664203916,5.816584294343767,1.1533394809642998,5.06052099708062,3.9961678832116787
1st_avenue/north_to_south/018_n00028_S_R.jpg,1st_avenue,north_to_south,18,n00028,S,R,5.602028917910448,2.9544704717914883,4.296581196581197,5.727661155489504,1.9835661462612986,4.962962962962963,3.693678707224335,1.272386895475819,6.784381280505311,4.3744417725867395
1st_avenue/north_to_south/019_n00027_S_L.jpg,1st_avenue,north_to_south,19,n00027,S,L,5.3022028453419,2.0326486486486486,2.5596064814814814,4.508514386376982,1.2503424136356718,2.455815578064967,5.6707947447770835,1.1048759727626458,5.282642894598847,4.094247643808905
1st_avenue/north_to_south/019_n00027_S_R.jpg,1st_avenue,north_to_south,19,n00027,S,R,5.353609625668449,2.224187256176853,3.1606563288856835,5.745851063829788,1.3589048285514345,4.063756613756614,2.9643939393939394,1.1119688735177866,6.904744873628994,4.462520458265139
1st_avenue/north_to_south/020_n00026_S_L.jpg,1st_avenue,north_to_south,20,n00026,S,L,5.0899543378995435,2.0126357560568087,2.6793822106438405,4.375538020086083,1.2800632911392404,2.567861457913814,5.69605152027027,1.1319735671622824,4.952680067001675,4.11896034655115
1st_avenue/north_to_south/020_n00026_S_R.jpg,1st_avenue,north_to_south,20,n00026,S,R,5.16822231650403,2.3457176962100865,3.1330122267506484,5.730111294311624,1.3975417354613833,3.9176829268292686,2.7606324972737184,1.122296277665996,6.9115117238128905,4.641626464507237
1st_avenue/north_to_south/021_n00025_S_L.jpg,1st_avenue,north_to_south,21,n00025,S,L,5.424593395761459,2.401783187093122,3.2319926873857403,5.060012437810945,1.2985998046239011,2.875432525951557,5.731796859065878,1.2084285714285714,5.049921793534932,3.6821163095758638
1st_avenue/north_to_south/021_n00025_S_R.jpg,1st_avenue,north_to_south,21,n00025,S,R,5.545572167912593,3.0036589828027807,4.538448335049777,5.842756183745583,1.6887705711519843,4.970385278895917,3.0445714285714285,1.2171922685656154,6.924778251353531,4.835124881441669
1st_avenue/north_to_south/022_n00024_S_L.jpg,1st_avenue,north_to_south,22,n00024,S,L,3.0282258064516125,1.3875611080934274,2.6816809260191246,4.667472793228539,1.2375582619155012,1.3875068095151626,1.3290284952507916,1.0714860823556478,3.4768005540166205,2.5512584407612033
1st_avenue/north_to_south/022_n00024_S_R.jpg,1st_avenue,north_to_south,22,n00024,S,R,1.6101973684210529,1.3612381287372495,3.020136778115502,5.245575221238939,1.2810806503028371,1.1971691436659588,1.2721035396850149,1.0554811341817372,5.700157977883096,3.1773869346733674
1st_avenue/north_to_south/023_n00023_S_L.jpg,1st_avenue,north_to_south,23,n00023,S,L,5.649547631718999,2.041870279875611,3.0290334435869166,5.425165562913907,1.4786872123273966,3.271244635193133,5.4663139329806,1.1473814809977796,5.1896332414670345,3.985731272294887
1st_avenue/north_to_south/023_n00023_S_R.jpg,1st_avenue,north_to_south,23,n00023,S,R,5.124446412754651,2.92837361530715,3.4599874960925288,5.614843911515402,1.4103159851301115,3.8224676724137936,3.170486435921422,2.4823638613861387,6.630925310477523,3.8533068125310788
1st_avenue/north_to_south/024_n00022_S_L.jpg,1st_avenue,north_to_south,24,n00022,S,L,5.649547631718999,2.041870279875611,3.0290334435869166,5.425165562913907,1.4786872123273966,3.271244635193133,5.4663139329806,1.1473814809977796,5.1896332414670345,3.985731272294887
1st_avenue/north_to_south/024_n00022_S_R.jpg,1st_avenue,north_to_south,24,n00022,S,R,5.124446412754651,2.92837361530715,3.4599874960925288,5.614843911515402,1.4103159851301115,3.8224676724137936,3.170486435921422,2.4823638613861387,6.630925310477523,3.8533068125310788
1st_avenue/north_to_south/025_n00021_S_L.jpg,1st_avenue,north_to_south,25,n00021,S,L,5.544780074191839,2.1454976303317537,3.14379200565971,5.308015695067265,1.4687068114511352,4.111641655297863,5.1226347732952515,1.1447214647448383,5.409879839786382,3.9927461139896376
1st_avenue/north_to_south/025_n00021_S_R.jpg,1st_avenue,north_to_south,25,n00021,S,R,5.655275629832876,2.2642857142857142,3.084460631286854,5.294237485448195,1.641130772550712,4.84606890459364,2.6353346456692908,1.1488095238095237,5.393462843046562,3.683312262958281
1st_avenue/north_to_south/026_n00020_S_L.jpg,1st_avenue,north_to_south,26,n00020,S,L,5.527023598071556,2.543368339167639,3.45940332326284,5.360724233983287,1.8349880857823668,4.614490916772286,5.202062643239114,1.3198183319570602,5.193452380952381,4.021799790722008
1st_avenue/north_to_south/026_n00020_S_R.jpg,1st_avenue,north_to_south,26,n00020,S,R,4.524415692821369,2.009032634032634,3.088177145116647,4.068427370948379,1.3330220713073007,3.305643251775848,1.8788798920377867,1.2727631994941513,5.642158992180712,2.5972292191435766
1st_avenue/north_to_south/027_n00019_S_L.jpg,1st_avenue,north_to_south,27,n00019,S,L,5.308937198067633,2.7715001928268417,3.7087508350033396,5.527006751687922,1.3888888888888888,4.709253855773239,5.012600438276114,1.2860542598762494,5.163819095477387,3.7123655913978495
1st_avenue/north_to_south/027_n00019_S_R.jpg,1st_avenue,north_to_south,27,n00019,S,R,4.664179104477612,1.8735021786492374,2.541852181656278,3.0882528324388785,1.246765108844573,2.0526404305415404,1.9484263726165862,1.3060571240971766,5.627846912420756,2.286326618088298
1st_avenue/north_to_south/028_n00018_S_L.jpg,1st_avenue,north_to_south,28,n00018,S,L,5.531696789857027,2.4943247962747384,3.6750000000000003,5.713960396039604,2.121962196219622,5.251781970649895,4.744511733535201,1.3526931681294099,5.147210934613963,4.057237600922722
1st_avenue/north_to_south/028_n00018_S_R.jpg,1st_avenue,north_to_south,28,n00018,S,R,5.214981729598051,2.074348553669615,2.4882783882783883,4.418152866242038,1.3664068036853294,2.6411526339486713,2.5534734917733086,2.547348484848485,5.450479233226837,2.7802097583219334
1st_avenue/north_to_south/029_n00017_S_L.jpg,1st_avenue,north_to_south,29,n00017,S,L,5.496303142329021,2.4985345838218054,3.300313916986397,5.736813287096186,3.1893142616743795,5.2761605035405195,3.9475186649099694,1.1978462837837838,5.396476457748675,4.188111473465757
1st_avenue/north_to_south/029_n00017_S_R.jpg,1st_avenue,north_to_south,29,n00017,S,R,5.500278164116828,5.002737850787132,4.87659060991663,5.209486166007905,2.333752093802345,4.124365482233503,3.457540263543192,4.152809560132215,5.333333333333333,4.450512548603747
1st_avenue/north_to_south/030_n00016_S_L.jpg,1st_avenue,north_to_south,30,n00016,S,L,5.280894756142281,2.413563090605892,3.555056179775281,5.302170283806344,1.8854364326375712,4.85240726124704,3.2942073170731705,2.81637519872814,5.5446886446886445,4.028245787908821
1st_avenue/north_to_south/030_n00016_S_R.jpg,1st_avenue,north_to_south,30,n00016,S,R,5.446675900277008,5.620815138282388,5.284211716806152,5.16090351366425,2.2992556917688267,3.06252312245653,4.4759869759869755,5.0176717745921895,5.17725197177252,4.77791461412151
1st_avenue/north_to_south/031_n00015_S_L.jpg,1st_avenue,north_to_south,31,n00015,S,L,5.250685871056241,3.4880985718286195,4.729971387696709,5.504997827031725,2.4366875300914783,5.019365609348915,3.9021509911429777,3.323826350328117,5.121918145956608,4.231683490719635
1st_avenue/north_to_south/031_n00015_S_R.jpg,1st_avenue,north_to_south,31,n00015,S,R,5.118656015037594,5.494793536804309,5.285522788203753,5.516470588235294,2.0283878988810606,2.6356382978723403,5.100658149438637,4.763664820611606,4.848741721854305,4.889580093312597
1st_avenue/north_to_south/032_n00014_S_L.jpg,1st_avenue,north_to_south,32,n00014,S,L,5.188337801608579,2.6494114095985513,4.113588850174216,5.707136237256719,1.9326340326340326,4.8631683168316835,3.2721951219512198,2.407835919011307,5.021466905187835,4.218519656019656
1st_avenue/north_to_south/032_n00014_S_R.jpg,1st_avenue,north_to_south,32,n00014,S,R,4.952213279678069,5.124950099800399,4.818265926513349,5.595312877506644,1.795188030731905,2.8011825572801183,4.956132879045997,4.032667876588022,4.566051995163241,4.150814619110524
1st_avenue/north_to_south/033_n00013_S_L.jpg,1st_avenue,north_to_south,33,n00013,S,L,5.209265802905379,3.4505037783375316,4.103292618162507,5.802270327349524,2.951689933872153,4.861130617977528,4.253035032951786,2.8257130415850207,5.148558187435634,4.579720530275887
1st_avenue/north_to_south/033_n00013_S_R.jpg,1st_avenue,north_to_south,33,n00013,S,R,5.378704720087815,3.6216069489685125,3.7355828220858895,5.630991158678455,1.733931552587646,3.981560662747194,5.075467775467776,3.136276798981108,4.379008746355685,4.032012805122049
1st_avenue/north_to_south/034_n00012_S_L.jpg,1st_avenue,north_to_south,34,n00012,S,L,5.060256978289765,4.5852167469433125,4.7523014343823595,5.657966782259536,2.432701652089407,4.803394929093253,4.184925503943909,3.758197688133994,4.856016084132385,4.482879105520615
1st_avenue/north_to_south/034_n00012_S_R.jpg,1st_avenue,north_to_south,34,n00012,S,R,4.262440758293839,4.884239592183517,4.894036208732695,3.4201371876531113,1.259273570324575,1.4731140437266101,4.931709265175718,4.461538461538462,4.181029810298103,4.349498327759197
1st_avenue/north_to_south/035_n00011_S_L.jpg,1st_avenue,north_to_south,35,n00011,S,L,5.539746956314156,4.320194174757281,4.843287995269072,5.562104344029688,2.6847826086956523,4.920980392156863,4.120117907148121,3.760782465236861,5.520057824358511,4.755536626916524
1st_avenue/north_to_south/035_n00011_S_R.jpg,1st_avenue,north_to_south,35,n00011,S,R,4.401068276823037,4.799212598425197,4.858502538071066,3.9484597156398107,1.4208216619981324,1.8438555030384878,4.905970149253731,4.337710765239948,4.18920233463035,4.173797970886634
1st_avenue/north_to_south/036_n00010_S_L.jpg,1st_avenue,north_to_south,36,n00010,S,L,5.478432185815015,2.9924519113708303,3.205246913580247,5.765657719398439,1.6581745680106335,4.957978311386522,4.113355167394468,2.6736829727187206,6.37911629845769,4.7988792029887914
1st_avenue/north_to_south/036_n00010_S_R.jpg,1st_avenue,north_to_south,36,n00010,S,R,4.881368631368631,3.4447632711621234,3.896531791907515,4.3542056074766355,1.4560108758982326,2.6792237442922375,5.0032021957914,3.2475037443834247,4.596009600960096,3.771383788625168
1st_avenue/north_to_south/037_n00009_S_L.jpg,1st_avenue,north_to_south,37,n00009,S,L,5.527650877614811,3.0007784697508897,3.3665028665028665,5.695875360230548,2.0099512591389117,5.228440015331545,4.1304985337243405,2.6227477477477477,6.580240073868882,4.095668859649122
1st_avenue/north_to_south/037_n00009_S_R.jpg,1st_avenue,north_to_south,37,n00009,S,R,4.949638554216867,4.052249637155297,4.612509834775767,3.75307917888563,1.3382053025152958,2.266123316796598,5.150156180276662,3.839225589225589,4.543973471741638,4.13328853046595
1st_avenue/north_to_south/038_n00008_S_L.jpg,1st_avenue,north_to_south,38,n00008,S,L,5.3822580645161295,2.2088042049934296,4.170722977809592,5.718306010928962,2.1959399823477495,5.429622266401591,4.767115156311832,1.383942908117752,5.624447252053064,4.314720812182741
1st_avenue/north_to_south/038_n00008_S_R.jpg,1st_avenue,north_to_south,38,n00008,S,R,4.772661173048958,4.004626951995373,4.384663341645886,4.282670454545455,1.4495563271604939,2.1724137931034484,4.441666666666666,3.639757498404595,4.75599293464547,3.8902200488997556
1st_avenue/north_to_south/039_n00007_S_L.jpg,1st_avenue,north_to_south,39,n00007,S,L,5.234951845906902,2.2420159680638725,3.4540468986384263,5.336417713152676,1.8346660395108185,4.705304518664047,4.220722591362127,1.3490598290598292,5.32809541840212,3.981060606060606
1st_avenue/north_to_south/039_n00007_S_R.jpg,1st_avenue,north_to_south,39,n00007,S,R,4.614978396543447,3.475647830159226,4.07036374478235,3.36063285248953,1.2877260361657865,2.0345791128187214,3.4311139028475712,3.805866395388267,4.677204658901831,3.661217587373168
1st_avenue/north_to_south/040_n00006_S_L.jpg,1st_avenue,north_to_south,40,n00006,S,L,5.744478129060199,2.8287264272797725,3.405792773962377,5.657298744080708,2.099521946979574,5.053158101216163,4.194656488549619,2.656271263325017,5.5808928571428575,3.9854320160750167
1st_avenue/north_to_south/040_n00006_S_R.jpg,1st_avenue,north_to_south,40,n00006,S,R,5.120464135021097,2.759026028547439,3.619910941475827,5.4063745019920315,2.012742980561555,4.975676601575882,2.974576271186441,2.5582733812949634,5.065799444304117,3.8899874450721907
1st_avenue/north_to_south/041_n00005_S_L.jpg,1st_avenue,north_to_south,41,n00005,S,L,5.532072578584207,2.9346243826358203,3.4865751789976134,5.671060698957695,2.65601644245142,5.10077352814783,4.29980879541109,3.120263763868537,5.5866482186094775,4.162322946175638
1st_avenue/north_to_south/041_n00005_S_R.jpg,1st_avenue,north_to_south,41,n00005,S,R,5.250474023511566,2.6860986547085206,3.4487424387137855,5.5928789198606275,2.5454136690647484,4.9148000000000005,2.858593363051016,2.696175126293,5.877806703547023,4.2440455643769415
1st_avenue/north_to_south/042_n00004_S_L.jpg,1st_avenue,north_to_south,42,n00004,S,L,5.713890891612593,2.757545839210155,3.076343201754386,5.554812257229176,2.116352201257862,4.5182926829268295,5.0170706725845,2.9513371328364753,5.253653783696005,4.179347826086956
1st_avenue/north_to_south/042_n00004_S_R.jpg,1st_avenue,north_to_south,42,n00004,S,R,4.985977990770323,2.526763311959855,3.9074319840743197,4.9639448568398725,1.8235068912710568,3.737738026543566,2.170023696682464,2.2938157557095202,5.413097454996897,3.498320268756999
1st_avenue/north_to_south/043_n00003_S_L.jpg,1st_avenue,north_to_south,43,n00003,S,L,5.979774406845586,3.2262262262262262,4.257377049180328,5.669566086782644,2.649270072992701,4.766737288135594,4.975058982136838,3.1459236326109394,5.825768942235559,4.328906519489479
1st_avenue/north_to_south/043_n00003_S_R.jpg,1st_avenue,north_to_south,43,n00003,S,R,4.899322362052275,3.1303728330562812,4.533541927409262,4.686583378598588,2.24701873935264,3.5960327455919394,2.500463392029657,2.916141377757767,5.105864197530864,3.9370456047587576
1st_avenue/north_to_south/044_n00002_S_L.jpg,1st_avenue,north_to_south,44,n00002,S,L,5.841117415975557,2.614267185473411,2.951788079470199,5.585001099626127,1.6665228645383952,4.925876010781671,4.876981132075471,2.1853698121956877,6.462292288027269,4.307321772639692
1st_avenue/north_to_south/044_n00002_S_R.jpg,1st_avenue,north_to_south,44,n00002,S,R,5.431086956521739,2.950162673765158,4.513851891315929,5.462184873949579,2.4410835214446953,4.620511669658887,2.8957446808510636,3.1541408782788096,5.239096573208722,4.498008689355539
1st_avenue/north_to_south/045_n00001_S_L.jpg,1st_avenue,north_to_south,45,n00001,S,L,5.882023636740618,2.5533527696793,3.2373846988605535,5.708185053380783,1.719566090799518,5.00258654994031,4.856829073482428,2.7372544692120946,6.833867735470942,4.0998853539696185
1st_avenue/north_to_south/045_n00001_S_R.jpg,1st_avenue,north_to_south,45,n00001,S,R,5.8672683025755425,3.169384902143523,4.341230936819172,5.799244332493703,3.0342668863261943,5.394497228820269,4.097873263888888,3.3390254513813353,5.442984315387877,4.20442302239864
1st_avenue/north_to_south/046_n00000_S_L.jpg,1st_avenue,north_to_south,46,n00000,S,L,5.393202080237741,1.9345401353081002,2.337347837347837,5.584275892659126,1.4896928051738076,2.820901812052255,3.319457221711132,1.4784313725490197,5.372001262626263,3.467555243774114
1st_avenue/north_to_south/046_n00000_S_R.jpg,1st_avenue,north_to_south,46,n00000,S,R,5.822131147540984,3.0472020018198362,4.149944567627495,5.978861517976032,3.2013031550068587,5.743110735418427,4.240419259744513,3.0593000000000004,5.437358916478555,4.113024420788979
1st_avenue/south_to_north/001_n00000_N_L.jpg,1st_avenue,south_to_north,1,n00000,N,L,5.494547657512117,2.661453678879952,3.3111581493801028,5.700920573752944,2.270613614573346,4.504176334106728,3.933921498019446,2.36317907444668,5.277825711820535,4.104143544210136
1st_avenue/south_to_north/001_n00000_N_R.jpg,1st_avenue,south_to_north,1,n00000,N,R,5.995196413321947,2.385543667579,3.261576203618522,5.75,1.986647493837305,5.146788990825688,2.98501303214596,1.923991507430998,6.204883962590925,4.234766470770182
1st_avenue/south_to_north/002_n00001_N_L.jpg,1st_avenue,south_to_north,2,n00001,N,L,5.6114687649022414,2.9694077337249145,3.687788778877888,5.367063492063492,2.011968085106383,4.74456314383823,3.8206106870229006,2.8764354066985645,5.428367875647669,4.066676185037122
1st_avenue/south_to_north/002_n00001_N_R.jpg,1st_avenue,south_to_north,2,n00001,N,R,5.956612869419409,3.0691441441441443,3.7504047490555856,5.542214781152834,2.3741735537190083,5.181333333333333,4.01830985915493,2.367195496417605,6.245656706045866,4.454777286637198
1st_avenue/south_to_north/003_n00002_N_L.jpg,1st_avenue,south_to_north,3,n00002,N,L,5.213464696223317,2.213341996967728,2.8613053613053614,5.064102564102564,1.8369807949977668,3.7299764428739697,2.9653846153846155,2.125,5.235028712059065,3.398565879892441
1st_avenue/south_to_north/003_n00002_N_R.jpg,1st_avenue,south_to_north,3,n00002,N,R,5.765442581192953,4.489075203252033,4.744997673336435,5.720056270096463,2.641990291262136,5.21935601902671,3.2053369516056085,3.6651175505740845,5.26312292358804,4.587554846429996
1st_avenue/south_to_north/004_n00003_N_L.jpg,1st_avenue,south_to_north,4,n00003,N,L,4.806016597510373,2.771446862996159,3.42044457443697,4.234800838574424,1.8406331309627058,3.6501846532622078,3.1792304672163327,2.610628259250062,4.926255104491953,3.757283257283257
1st_avenue/south_to_north/004_n00003_N_R.jpg,1st_avenue,south_to_north,4,n00003,N,R,5.8091381100726895,3.77179870453413,4.516666666666667,5.452883625128734,2.8846739792809264,4.852080989876265,3.5812387791741473,3.466900702106319,5.10283482788545,4.381964809384164
1st_avenue/south_to_north/005_n00004_N_L.jpg,1st_avenue,south_to_north,5,n00004,N,L,4.3131893382352935,3.4423542058586403,3.7802319160684705,3.5794930875576036,1.3193478980470044,3.113970588235294,4.244914564686737,3.1853184991273995,4.436228697086311,3.690878378378378
1st_avenue/south_to_north/005_n00004_N_R.jpg,1st_avenue,south_to_north,5,n00004,N,R,5.436656076250993,2.4545097011012063,3.7825818406423717,5.668405215646941,3.072904251092571,5.1169072164948455,3.9348958333333335,1.7691529343740966,5.102202233250621,4.3615771812080535
1st_avenue/south_to_north/006_n00005_N_L.jpg,1st_avenue,south_to_north,6,n00005,N,L,5.179331306990881,3.3674440012273705,3.59448051948052,3.190153568202349,1.2830188679245282,3.3852218555188855,4.247254981699878,3.5483870967741935,4.806890179514256,3.818404215280392
