vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,rest_affordance,greenery_layer,dominant_edge,file,street,direction,node_id,cardinal,side,seq
,,1.0,1.0,1.0,5.0,,3.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/06_n00035_S_L.jpg,1st_avenue,north_to_south,n00035,S,L,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/06_n00035_S_R.jpg,1st_avenue,north_to_south,n00035,S,R,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/07_n00033_S_L.jpg,1st_avenue,north_to_south,n00033,S,L,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/07_n00033_S_R.jpg,1st_avenue,north_to_south,n00033,S,R,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/08_n00031_S_L.jpg,1st_avenue,north_to_south,n00031,S,L,8
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/08_n00031_S_R.jpg,1st_avenue,north_to_south,n00031,S,R,8
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/09_n00029_S_L.jpg,1st_avenue,north_to_south,n00029,S,L,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/09_n00029_S_R.jpg,1st_avenue,north_to_south,n00029,S,R,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/10_n00027_S_L.jpg,1st_avenue,north_to_south,n00027,S,L,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/10_n00027_S_R.jpg,1st_avenue,north_to_south,n00027,S,R,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/11_n00025_S_L.jpg,1st_avenue,north_to_south,n00025,S,L,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/11_n00025_S_R.jpg,1st_avenue,north_to_south,n00025,S,R,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/12_n00023_S_L.jpg,1st_avenue,north_to_south,n00023,S,L,12
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/12_n00023_S_R.jpg,1st_avenue,north_to_south,n00023,S,R,12
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/13_n00022_S_L.jpg,1st_avenue,north_to_south,n00022,S,L,13
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/13_n00022_S_R.jpg,1st_avenue,north_to_south,n00022,S,R,13
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/14_n00021_S_L.jpg,1st_avenue,north_to_south,n00021,S,L,14
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/14_n00021_S_R.jpg,1st_avenue,north_to_south,n00021,S,R,14
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/15_n00020_S_L.jpg,1st_avenue,north_to_south,n00020,S,L,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/15_n00020_S_R.jpg,1st_avenue,north_to_south,n00020,S,R,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/16_n00019_S_L.jpg,1st_avenue,north_to_south,n00019,S,L,16
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/16_n00019_S_R.jpg,1st_avenue,north_to_south,n00019,S,R,16
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/17_n00018_S_L.jpg,1st_avenue,north_to_south,n00018,S,L,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/17_n00018_S_R.jpg,1st_avenue,north_to_south,n00018,S,R,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/18_n00017_S_L.jpg,1st_avenue,north_to_south,n00017,S,L,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/18_n00017_S_R.jpg,1st_avenue,north_to_south,n00017,S,R,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/19_n00016_S_L.jpg,1st_avenue,north_to_south,n00016,S,L,19
3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/19_n00016_S_R.jpg,1st_avenue,north_to_south,n00016,S,R,19
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/20_n00015_S_L.jpg,1st_avenue,north_to_south,n00015,S,L,20
3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/20_n00015_S_R.jpg,1st_avenue,north_to_south,n00015,S,R,20
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/21_n00014_S_L.jpg,1st_avenue,north_to_south,n00014,S,L,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/21_n00014_S_R.jpg,1st_avenue,north_to_south,n00014,S,R,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,hedge,blank_wall,1st_avenue/north_to_south/22_n00013_S_L.jpg,1st_avenue,north_to_south,n00013,S,L,22
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/22_n00013_S_R.jpg,1st_avenue,north_to_south,n00013,S,R,22
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,planting,1st_avenue/north_to_south/23_n00012_S_L.jpg,1st_avenue,north_to_south,n00012,S,L,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/23_n00012_S_R.jpg,1st_avenue,north_to_south,n00012,S,R,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/24_n00011_S_L.jpg,1st_avenue,north_to_south,n00011,S,L,24
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/24_n00011_S_R.jpg,1st_avenue,north_to_south,n00011,S,R,24
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/25_n00010_S_L.jpg,1st_avenue,north_to_south,n00010,S,L,25
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/25_n00010_S_R.jpg,1st_avenue,north_to_south,n00010,S,R,25
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/26_n00009_S_L.jpg,1st_avenue,north_to_south,n00009,S,L,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/26_n00009_S_R.jpg,1st_avenue,north_to_south,n00009,S,R,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/27_n00008_S_L.jpg,1st_avenue,north_to_south,n00008,S,L,27
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/27_n00008_S_R.jpg,1st_avenue,north_to_south,n00008,S,R,27
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/28_n00007_S_L.jpg,1st_avenue,north_to_south,n00007,S,L,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/28_n00007_S_R.jpg,1st_avenue,north_to_south,n00007,S,R,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/29_n00006_S_L.jpg,1st_avenue,north_to_south,n00006,S,L,29
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/29_n00006_S_R.jpg,1st_avenue,north_to_south,n00006,S,R,29
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,hedge,blank_wall,1st_avenue/north_to_south/30_n00005_S_L.jpg,1st_avenue,north_to_south,n00005,S,L,30
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/30_n00005_S_R.jpg,1st_avenue,north_to_south,n00005,S,R,30
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/31_n00004_S_L.jpg,1st_avenue,north_to_south,n00004,S,L,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/31_n00004_S_R.jpg,1st_avenue,north_to_south,n00004,S,R,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/north_to_south/32_n00003_S_L.jpg,1st_avenue,north_to_south,n00003,S,L,32
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/32_n00003_S_R.jpg,1st_avenue,north_to_south,n00003,S,R,32
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/33_n00002_S_L.jpg,1st_avenue,north_to_south,n00002,S,L,33
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/33_n00002_S_R.jpg,1st_avenue,north_to_south,n00002,S,R,33
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/34_n00001_S_L.jpg,1st_avenue,north_to_south,n00001,S,L,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/34_n00001_S_R.jpg,1st_avenue,north_to_south,n00001,S,R,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/north_to_south/35_n00000_S_L.jpg,1st_avenue,north_to_south,n00000,S,L,35
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,1st_avenue/north_to_south/35_n00000_S_R.jpg,1st_avenue,north_to_south,n00000,S,R,35
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/01_n00000_N_L.jpg,1st_avenue,south_to_north,n00000,N,L,1
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/01_n00000_N_R.jpg,1st_avenue,south_to_north,n00000,N,R,1
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/02_n00001_N_L.jpg,1st_avenue,south_to_north,n00001,N,L,2
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/02_n00001_N_R.jpg,1st_avenue,south_to_north,n00001,N,R,2
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/03_n00002_N_L.jpg,1st_avenue,south_to_north,n00002,N,L,3
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/03_n00002_N_R.jpg,1st_avenue,south_to_north,n00002,N,R,3
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/04_n00003_N_L.jpg,1st_avenue,south_to_north,n00003,N,L,4
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/04_n00003_N_R.jpg,1st_avenue,south_to_north,n00003,N,R,4
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/05_n00004_N_L.jpg,1st_avenue,south_to_north,n00004,N,L,5
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/05_n00004_N_R.jpg,1st_avenue,south_to_north,n00004,N,R,5
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/06_n00005_N_L.jpg,1st_avenue,south_to_north,n00005,N,L,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/06_n00005_N_R.jpg,1st_avenue,south_to_north,n00005,N,R,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/07_n00006_N_L.jpg,1st_avenue,south_to_north,n00006,N,L,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/07_n00006_N_R.jpg,1st_avenue,south_to_north,n00006,N,R,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/08_n00007_N_L.jpg,1st_avenue,south_to_north,n00007,N,L,8
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,1st_avenue/south_to_north/08_n00007_N_R.jpg,1st_avenue,south_to_north,n00007,N,R,8
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/09_n00008_N_L.jpg,1st_avenue,south_to_north,n00008,N,L,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/09_n00008_N_R.jpg,1st_avenue,south_to_north,n00008,N,R,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/10_n00009_N_L.jpg,1st_avenue,south_to_north,n00009,N,L,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/10_n00009_N_R.jpg,1st_avenue,south_to_north,n00009,N,R,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/11_n00010_N_L.jpg,1st_avenue,south_to_north,n00010,N,L,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/11_n00010_N_R.jpg,1st_avenue,south_to_north,n00010,N,R,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/12_n00011_N_L.jpg,1st_avenue,south_to_north,n00011,N,L,12
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/12_n00011_N_R.jpg,1st_avenue,south_to_north,n00011,N,R,12
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/13_n00012_N_L.jpg,1st_avenue,south_to_north,n00012,N,L,13
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/13_n00012_N_R.jpg,1st_avenue,south_to_north,n00012,N,R,13
3.0,6.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,2.0,tree_canopy,planting,1st_avenue/south_to_north/14_n00013_N_L.jpg,1st_avenue,south_to_north,n00013,N,L,14
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/14_n00013_N_R.jpg,1st_avenue,south_to_north,n00013,N,R,14
3.0,6.0,2.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0,tree_canopy,blank_wall,1st_avenue/south_to_north/15_n00014_N_L.jpg,1st_avenue,south_to_north,n00014,N,L,15
3.0,6.0,2.0,3.0,4.0,6.0,3.0,5.0,3.0,2.0,tree_canopy,blank_wall,1st_avenue/south_to_north/15_n00014_N_R.jpg,1st_avenue,south_to_north,n00014,N,R,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,tree_canopy,1st_avenue/south_to_north/16_n00015_N_L.jpg,1st_avenue,south_to_north,n00015,N,L,16
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/16_n00015_N_R.jpg,1st_avenue,south_to_north,n00015,N,R,16
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/17_n00016_N_L.jpg,1st_avenue,south_to_north,n00016,N,L,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/17_n00016_N_R.jpg,1st_avenue,south_to_north,n00016,N,R,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/18_n00017_N_L.jpg,1st_avenue,south_to_north,n00017,N,L,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/18_n00017_N_R.jpg,1st_avenue,south_to_north,n00017,N,R,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/19_n00018_N_L.jpg,1st_avenue,south_to_north,n00018,N,L,19
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/19_n00018_N_R.jpg,1st_avenue,south_to_north,n00018,N,R,19
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/20_n00019_N_L.jpg,1st_avenue,south_to_north,n00019,N,L,20
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/20_n00019_N_R.jpg,1st_avenue,south_to_north,n00019,N,R,20
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/21_n00020_N_L.jpg,1st_avenue,south_to_north,n00020,N,L,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/21_n00020_N_R.jpg,1st_avenue,south_to_north,n00020,N,R,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/22_n00021_N_L.jpg,1st_avenue,south_to_north,n00021,N,L,22
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/22_n00021_N_R.jpg,1st_avenue,south_to_north,n00021,N,R,22
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/23_n00022_N_L.jpg,1st_avenue,south_to_north,n00022,N,L,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/23_n00022_N_R.jpg,1st_avenue,south_to_north,n00022,N,R,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/24_n00023_N_L.jpg,1st_avenue,south_to_north,n00023,N,L,24
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/24_n00023_N_R.jpg,1st_avenue,south_to_north,n00023,N,R,24
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/25_n00025_N_L.jpg,1st_avenue,south_to_north,n00025,N,L,25
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/25_n00025_N_R.jpg,1st_avenue,south_to_north,n00025,N,R,25
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/26_n00027_N_L.jpg,1st_avenue,south_to_north,n00027,N,L,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/26_n00027_N_R.jpg,1st_avenue,south_to_north,n00027,N,R,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/27_n00029_N_L.jpg,1st_avenue,south_to_north,n00029,N,L,27
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/27_n00029_N_R.jpg,1st_avenue,south_to_north,n00029,N,R,27
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/28_n00031_N_L.jpg,1st_avenue,south_to_north,n00031,N,L,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/28_n00031_N_R.jpg,1st_avenue,south_to_north,n00031,N,R,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/29_n00033_N_L.jpg,1st_avenue,south_to_north,n00033,N,L,29
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/29_n00033_N_R.jpg,1st_avenue,south_to_north,n00033,N,R,29
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/30_n00035_N_L.jpg,1st_avenue,south_to_north,n00035,N,L,30
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/30_n00035_N_R.jpg,1st_avenue,south_to_north,n00035,N,R,30
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/31_n00037_N_L.jpg,1st_avenue,south_to_north,n00037,N,L,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/31_n00037_N_R.jpg,1st_avenue,south_to_north,n00037,N,R,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/32_n00039_N_L.jpg,1st_avenue,south_to_north,n00039,N,L,32
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/32_n00039_N_R.jpg,1st_avenue,south_to_north,n00039,N,R,32
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/33_n00041_N_L.jpg,1st_avenue,south_to_north,n00041,N,L,33
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/33_n00041_N_R.jpg,1st_avenue,south_to_north,n00041,N,R,33
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/34_n00043_N_L.jpg,1st_avenue,south_to_north,n00043,N,L,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/34_n00043_N_R.jpg,1st_avenue,south_to_north,n00043,N,R,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,1st_avenue/south_to_north/35_n00045_N_L.jpg,1st_avenue,south_to_north,n00045,N,L,35
